Unnamed: 0,address_subdivision,address_locality,address_line_2,h_id,price_per_m2,land_area,price,longitude,latitude,near_Koh_Pich_in_km,Koh_Pich_nearest,Koh_Pich_1_2km,Koh_Pich_2_3km,Koh_Pich_3_5km,Koh_Pich_5_10km,near_Russian_Market_in_km,Russian_Market_nearest,Russian_Market_1_2km,Russian_Market_2_3km,Russian_Market_3_5km,Russian_Market_5_10km,near_AEON_Mall_1_in_km,AEON_Mall_1_nearest,AEON_Mall_1_1_2km,AEON_Mall_1_2_3km,AEON_Mall_1_3_5km,AEON_Mall_1_5_10km,near_AEON_Mall_2_in_km,AEON_Mall_2_nearest,AEON_Mall_2_1_2km,AEON_Mall_2_2_3km,AEON_Mall_2_3_5km,AEON_Mall_2_5_10km,near_AEON_Mall_3_in_km,AEON_Mall_3_nearest,AEON_Mall_3_1_2km,AEON_Mall_3_2_3km,AEON_Mall_3_3_5km,AEON_Mall_3_5_10km,near_Bassac_Lane_in_km,Bassac_Lane_nearest,Bassac_Lane_1_2km,Bassac_Lane_2_3km,Bassac_Lane_3_5km,Bassac_Lane_5_10km,near_Koh_Norea_in_km,Koh_Norea_nearest,Koh_Norea_1_2km,Koh_Norea_2_3km,Koh_Norea_3_5km,Koh_Norea_5_10km,near_Camko_City_in_km,Camko_City_nearest,Camko_City_1_2km,Camko_City_2_3km,Camko_City_3_5km,Camko_City_5_10km,near_Olympic_Stadium_in_km,Olympic_Stadium_nearest,Olympic_Stadium_1_2km,Olympic_Stadium_2_3km,Olympic_Stadium_3_5km,Olympic_Stadium_5_10km,near_Phsar_Tmey_in_km,Phsar_Tmey_nearest,Phsar_Tmey_1_2km,Phsar_Tmey_2_3km,Phsar_Tmey_3_5km,Phsar_Tmey_5_10km,near_Boeng_Keng_Kang_1_in_km,Boeng_Keng_Kang_1_nearest,Boeng_Keng_Kang_1_1_2km,Boeng_Keng_Kang_1_2_3km,Boeng_Keng_Kang_1_3_5km,Boeng_Keng_Kang_1_5_10km,near_Wat_Phnom_in_km,Wat_Phnom_nearest,Wat_Phnom_1_2km,Wat_Phnom_2_3km,Wat_Phnom_3_5km,Wat_Phnom_5_10km,near_Chroy_Changvar_Bridge_in_km,Chroy_Changvar_Bridge_nearest,Chroy_Changvar_Bridge_1_2km,Chroy_Changvar_Bridge_2_3km,Chroy_Changvar_Bridge_3_5km,Chroy_Changvar_Bridge_5_10km,near_Vattanac_Tower_in_km,Vattanac_Tower_nearest,Vattanac_Tower_1_2km,Vattanac_Tower_2_3km,Vattanac_Tower_3_5km,Vattanac_Tower_5_10km,near_Royal_Palace_in_km,Royal_Palace_nearest,Royal_Palace_1_2km,Royal_Palace_2_3km,Royal_Palace_3_5km,Royal_Palace_5_10km,near_Sisowath_Riverside_Park_in_km,Sisowath_Riverside_Park_nearest,Sisowath_Riverside_Park_1_2km,Sisowath_Riverside_Park_2_3km,Sisowath_Riverside_Park_3_5km,Sisowath_Riverside_Park_5_10km,near_Phnom_Penh_Airport_in_km,Phnom_Penh_Airport_nearest,Phnom_Penh_Airport_1_2km,Phnom_Penh_Airport_2_3km,Phnom_Penh_Airport_3_5km,Phnom_Penh_Airport_5_10km
6364,Phnom Penh,Dangkao,Preaek Kampues,8865846001fffff,1015.84,96,97520.64,104.89486037161711,11.444359897589685,12,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,1,0,12,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0
6365,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468e5fffff,1930.63,118,227814.34000000003,104.90621229298831,11.62389597441051,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,3,0,0,0,1,0,15,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,3,0,0,0,1,0,7,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,11,0,0,0,0,0
6366,Phnom Penh,Chbar Ampov,Nirouth,8865846a03fffff,2398.72,38,91151.36,104.96355484180724,11.55023076721688,2,0,0,1,0,0,5,0,0,0,0,1,3,0,0,0,1,0,10,0,0,0,0,0,9,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,9,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,13,0,0,0,0,0
6367,Phnom Penh,Dangkao,Spean Thma,886584603bfffff,2132.5,90,191925.0,104.87410088189608,11.45254558487651,13,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,1,12,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0
6368,Phnom Penh,Chraoy Chongvar,Bak Kaeng,88658469bdfffff,247.32,60,14839.2,104.90950921455564,11.681816922941232,14,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,9,0,0,0,0,1,21,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,9,0,0,0,0,1,13,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0
6369,Phnom Penh,Pur SenChey,Samraong Kraom,8865846f15fffff,1981.41,102,202103.82,104.824828553695,11.566330285205424,12,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,1,13,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,2,0,0,1,0,0
6370,Phnom Penh,Russey Keo,Ruessei Kaev,88658468c5fffff,2390.33,72,172103.76,104.89604394799107,11.596715181256767,7,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,12,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,8,0,0,0,0,1
6371,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f23fffff,2474.98,96,237598.08,104.84367672266204,11.57979295780516,11,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,4,0,0,0,1,0,13,0,0,0,0,0,9,0,0,0,0,1,12,0,0,0,0,0,5,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,3,0,0,0,1,0
6372,Phnom Penh,Pur SenChey,Kakab,8865846f4bfffff,620.33,48,29775.840000000004,104.85334400959997,11.540784110404292,9,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0,7,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0
6373,Phnom Penh,Chbar Ampov,Veal Sbov,88658478b3fffff,1728.03,110,190083.3,104.96850262959607,11.50857223597213,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,13,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,12,0,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,14,0,0,0,0,0
6374,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f25fffff,485.74,56,27201.44,104.85103482809764,11.589629068900717,10,0,0,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,3,0,0,0,1,0,13,0,0,0,0,0,9,0,0,0,0,1,12,0,0,0,0,0,4,0,0,0,1,0,7,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,4,0,0,0,1,0
6375,Phnom Penh,Pur SenChey,Boeng Thum,886584653bfffff,110.03,112,12323.36,104.7458625480904,11.471686589554556,23,0,0,0,0,0,19,0,0,0,0,0,22,0,0,0,0,0,20,0,0,0,0,0,18,0,0,0,0,0,21,0,0,0,0,0,23,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,13,0,0,0,0,0
6376,Phnom Penh,Saensokh,Khmuonh,8865846883fffff,1372.85,74,101590.9,104.87360247605844,11.611834082904943,10,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,14,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,2,0,0,1,0,0,7,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1
6377,Phnom Penh,Tuol Kouk,Boeng Salang,8865846a83fffff,2630.12,96,252491.52,104.895894277628,11.555517268739166,5,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,8,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,6,0,0,0,0,1
6378,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f21fffff,730.88,86,62855.68,104.85302128791538,11.579718088672124,10,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,3,0,0,0,1,0,12,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,4,0,0,0,1,0,6,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,3,0,0,0,1,0
6379,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468c5fffff,2274.53,106,241100.18,104.8988615469408,11.604352692742694,7,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,1,0,1,0,0,0,13,0,0,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,1,0,1,0,0,0,5,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,9,0,0,0,0,1
6380,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f67fffff,836.83,118,98745.94,104.85782401377443,11.57951152273094,9,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,3,0,0,0,1,0,12,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,3,0,0,0,1,0,6,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,3,0,0,0,1,0
6381,Phnom Penh,Chraoy Chongvar,Preaek Ta Sek,8865846999fffff,1980.87,36,71311.31999999999,104.8958787229814,11.647669275524978,11,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,1,18,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,11,0,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,12,0,0,0,0,0
6382,Phnom Penh,Saensokh,Tuek Thla,8865846f4dfffff,2710.84,52,140963.68,104.86844209081822,11.541599846808811,8,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,3,0,0,0,1,0
6383,Phnom Penh,Saensokh,Krang Thnong,8865846f35fffff,623.26,34,21190.84,104.83057151568592,11.580727113186368,12,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,1,14,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,1,0
6384,Phnom Penh,Chraoy Chongvar,Preaek Ta Sek,88658469d7fffff,2130.91,48,102283.68,104.9077593325134,11.646783957215568,11,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,1,18,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,13,0,0,0,0,0
6385,Phnom Penh,Praek Pnov,Kouk Roka,8865846f35fffff,572.01,40,22880.4,104.82627814495638,11.589046579345895,13,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,1,15,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,1,0
6386,Phnom Penh,Russey Keo,Chrang Chamreh Ti Pir,88658468e7fffff,1228.19,72,88429.68000000001,104.89378561202216,11.62713766701455,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,3,0,0,0,1,0,16,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,3,0,0,0,1,0,7,0,0,0,0,1,6,0,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,10,0,0,0,0,0
6387,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a5dfffff,1583.64,30,47509.2,104.9723488341804,11.526361260582394,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,12,0,0,0,0,0,7,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,14,0,0,0,0,0
6388,Phnom Penh,Saensokh,Tuek Thla,8865846abbfffff,1801.39,112,201755.68,104.87822374760506,11.56915591612959,7,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,3,0,0,0,1,0,10,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0
6389,Phnom Penh,Saensokh,Krang Thnong,8865846d49fffff,1311.1,34,44577.4,104.83844929311918,11.59426725413686,12,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,1,0,14,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,1,0
6390,Phnom Penh,Russey Keo,Ruessei Kaev,88658468e9fffff,1158.53,84,97316.52,104.90372824881626,11.604938122628266,7,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,2,0,0,1,0,0,13,0,0,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,1,0,1,0,0,0,5,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,9,0,0,0,0,1
6391,Phnom Penh,Tuol Kouk,Tuek L'ak Ti Bei,8865846a83fffff,2599.24,66,171549.84,104.89112940115504,11.55289384642906,5,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,8,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1
6392,Phnom Penh,Saensokh,Krang Thnong,8865846f27fffff,1836.87,70,128580.9,104.846776102753,11.595091278431338,11,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,3,0,0,0,1,0,14,0,0,0,0,0,9,0,0,0,0,1,12,0,0,0,0,0,4,0,0,0,1,0,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,5,0,0,0,0,1
6393,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468ddfffff,1832.02,48,87936.95999999999,104.87970884095974,11.591762112736166,8,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1
6394,Phnom Penh,Pur SenChey,Chaom Chau,88658461b9fffff,1357.29,60,81437.4,104.85255915744663,11.514927319416374,10,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,11,0,0,0,0,0,9,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,4,0,0,0,1,0
6395,Phnom Penh,Praek Pnov,Ponhea Pon,886580d2d9fffff,268.2,32,8582.4,104.78978131889885,11.641279791021542,19,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,0,0,22,0,0,0,0,0,17,0,0,0,0,0,20,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0
6396,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468e9fffff,1123.84,68,76421.12,104.90486734724811,11.60827181698551,7,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,2,0,0,1,0,0,13,0,0,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,2,0,0,1,0,0,5,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,9,0,0,0,0,1
6397,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a43fffff,1729.53,98,169493.94,104.9745832234356,11.534597890391527,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,12,0,0,0,0,0,8,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,15,0,0,0,0,0
6398,Phnom Penh,Pur SenChey,Samraong Kraom,8865846f17fffff,243.5,112,27272.0,104.81241148507716,11.565880767834363,14,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,1,14,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,1,0
6399,Phnom Penh,Russey Keo,Tuol Sangke,8865846aa5fffff,2576.46,48,123670.08,104.92147480544254,11.583720690097984,4,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,11,0,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,9,0,0,0,0,1
6400,Phnom Penh,Dangkao,Preaek Kampues,886584600bfffff,1199.58,70,83970.59999999999,104.88832087454249,11.433397929719275,14,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,1,13,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0
6401,Phnom Penh,Dangkao,Preaek Kampues,8865846029fffff,1576.87,30,47306.1,104.90259659036964,11.460108846486396,11,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,1,0,10,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0
6402,Phnom Penh,Pur SenChey,Trapeang Krasang,8865846f1bfffff,175.37,110,19290.7,104.81026813524834,11.544770889044978,14,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,1,13,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,1,0
6403,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a41fffff,1397.01,94,131318.94,104.98292755766214,11.531590512476752,4,0,0,0,1,0,7,0,0,0,0,1,5,0,0,0,0,1,13,0,0,0,0,0,9,0,0,0,0,1,6,0,0,0,0,1,3,0,0,0,1,0,12,0,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,15,0,0,0,0,0
6404,Phnom Penh,Saensokh,Phnom Penh Thmei,886584689dfffff,661.37,30,19841.1,104.86911508809456,11.610513943505692,10,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,14,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,3,0,0,0,1,0,7,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1
6405,Phnom Penh,Praek Pnov,Kouk Roka,8865846d49fffff,917.59,66,60560.94,104.83496327514062,11.59596011564564,12,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,1,15,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,1
6406,Phnom Penh,Saensokh,Tuek Thla,8865846a93fffff,1671.07,90,150396.3,104.86907222672312,11.553568887097148,7,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,1,9,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,3,0,0,0,1,0
6407,Phnom Penh,Dangkao,Prey Sa,886584618bfffff,3608.7,34,122695.8,104.86505641772618,11.491095677943946,10,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,12,0,0,0,0,0,5,0,0,0,0,1,9,0,0,0,0,1,11,0,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,1
6408,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846157fffff,1674.29,44,73668.76,104.91836977223642,11.48194501862764,8,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,13,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,12,0,0,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,7,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,11,0,0,0,0,0
6409,Phnom Penh,Saensokh,Tuek Thla,8865846a91fffff,2188.47,42,91915.74,104.87787785346477,11.549935907184222,6,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,8,0,0,0,0,1,5,0,0,0,0,1,8,0,0,0,0,1,5,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0
