address_subdivision,address_locality,address_line_2,price_per_m2,land_area,price,longitude,latitude,near_Koh_Pich_in_km,Koh_Pich_nearest,Koh_Pich_1_2km,Koh_Pich_2_3km,Koh_Pich_3_5km,Koh_Pich_5_10km,near_Russian_Market_in_km,Russian_Market_nearest,Russian_Market_1_2km,Russian_Market_2_3km,Russian_Market_3_5km,Russian_Market_5_10km,near_AEON_Mall_1_in_km,AEON_Mall_1_nearest,AEON_Mall_1_1_2km,AEON_Mall_1_2_3km,AEON_Mall_1_3_5km,AEON_Mall_1_5_10km,near_AEON_Mall_2_in_km,AEON_Mall_2_nearest,AEON_Mall_2_1_2km,AEON_Mall_2_2_3km,AEON_Mall_2_3_5km,AEON_Mall_2_5_10km,near_AEON_Mall_3_in_km,AEON_Mall_3_nearest,AEON_Mall_3_1_2km,AEON_Mall_3_2_3km,AEON_Mall_3_3_5km,AEON_Mall_3_5_10km,near_Bassac_Lane_in_km,Bassac_Lane_nearest,Bassac_Lane_1_2km,Bassac_Lane_2_3km,Bassac_Lane_3_5km,Bassac_Lane_5_10km,near_Koh_Norea_in_km,Koh_Norea_nearest,Koh_Norea_1_2km,Koh_Norea_2_3km,Koh_Norea_3_5km,Koh_Norea_5_10km,near_Camko_City_in_km,Camko_City_nearest,Camko_City_1_2km,Camko_City_2_3km,Camko_City_3_5km,Camko_City_5_10km,near_Olympic_Stadium_in_km,Olympic_Stadium_nearest,Olympic_Stadium_1_2km,Olympic_Stadium_2_3km,Olympic_Stadium_3_5km,Olympic_Stadium_5_10km,near_Phsar_Tmey_in_km,Phsar_Tmey_nearest,Phsar_Tmey_1_2km,Phsar_Tmey_2_3km,Phsar_Tmey_3_5km,Phsar_Tmey_5_10km,near_Boeng_Keng_Kang_1_in_km,Boeng_Keng_Kang_1_nearest,Boeng_Keng_Kang_1_1_2km,Boeng_Keng_Kang_1_2_3km,Boeng_Keng_Kang_1_3_5km,Boeng_Keng_Kang_1_5_10km,near_Wat_Phnom_in_km,Wat_Phnom_nearest,Wat_Phnom_1_2km,Wat_Phnom_2_3km,Wat_Phnom_3_5km,Wat_Phnom_5_10km,near_Chroy_Changvar_Bridge_in_km,Chroy_Changvar_Bridge_nearest,Chroy_Changvar_Bridge_1_2km,Chroy_Changvar_Bridge_2_3km,Chroy_Changvar_Bridge_3_5km,Chroy_Changvar_Bridge_5_10km,near_Vattanac_Tower_in_km,Vattanac_Tower_nearest,Vattanac_Tower_1_2km,Vattanac_Tower_2_3km,Vattanac_Tower_3_5km,Vattanac_Tower_5_10km,near_Royal_Palace_in_km,Royal_Palace_nearest,Royal_Palace_1_2km,Royal_Palace_2_3km,Royal_Palace_3_5km,Royal_Palace_5_10km,near_Sisowath_Riverside_Park_in_km,Sisowath_Riverside_Park_nearest,Sisowath_Riverside_Park_1_2km,Sisowath_Riverside_Park_2_3km,Sisowath_Riverside_Park_3_5km,Sisowath_Riverside_Park_5_10km,near_Phnom_Penh_Airport_in_km,Phnom_Penh_Airport_nearest,Phnom_Penh_Airport_1_2km,Phnom_Penh_Airport_2_3km,Phnom_Penh_Airport_3_5km,Phnom_Penh_Airport_5_10km,near_Phsar_Chas_in_km,Phsar_Chas_nearest,Phsar_Chas_1_2km,Phsar_Chas_2_3km,Phsar_Chas_3_5km,Phsar_Chas_5_10km,near_Phsar_kandal_in_km,Phsar_kandal_nearest,Phsar_kandal_1_2km,Phsar_kandal_2_3km,Phsar_kandal_3_5km,Phsar_kandal_5_10km,n_cafe_5km,nearest_cafe,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_5km,nearest_gas_station,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_5km,nearest_hospital,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_5km,nearest_hotel,n_hotel_in_1km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,n_mart_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_5km,nearest_pre_school,n_pre_school_in_1km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_5km,nearest_secondary_school,n_secondary_school_in_1km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_5km,nearest_primary_school,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_5km,nearest_university,n_university_in_1km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_5km,nearest_seven_eleven,n_seven_eleven_in_1km,n_seven_eleven_in_1km_to_2km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_5km,nearest_resturant,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_5km,nearest_super_market,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_5km,nearest_borey,n_borey_in_1km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_5km,nearest_bank,n_bank_in_1km,n_bank_in_1km_to_2km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,n_atm_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,f_bridleway,f_corridor,f_cycleway,f_disused,f_footway,f_motorway,f_path,f_pedestrian,f_primary,f_residential,f_road,f_secondary,f_service,f_steps,f_tertiary,f_track,f_trunk,f_trunk_link,f_unclassified,f_unused,h_id_price_mean,h_id_price_max,h_id_price_median,h_id_price_min,geometry,index_right,population,h_id
Phnom Penh,Mean Chey,Chak Angrae Kraom,2366.79,180,426022.2,104.91955762377052,11.49781021580496,6,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,11,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,11,0,0,0,0,0,6,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,1,40,0,0,6,4,30,55,0,0,0,6,49,1,0,0,0,0,1,4,0,0,0,0,4,5,0,0,0,0,5,16,0,0,0,0,16,19,0,0,0,6,13,18,0,0,0,1,17,3,0,0,0,1,2,10,0,0,0,0,10,6,0,0,0,0,6,11,0,0,0,1,10,22,0,0,3,2,17,16,0,0,4,0,12,28,0,0,0,4,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2247.006,2469.69,2366.79,1924.94,POINT (104.9195576237705 11.49781021580496),54725,53.0,8865846103fffff
Phnom Penh,Praek Pnov,Ponsang,192.29,34,6537.86,104.74124319140807,11.646193809922314,24,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,0,0,16,0,0,0,0,0,26,0,0,0,0,0,22,0,0,0,0,0,25,0,0,0,0,0,17,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,15,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,203.66,250.75,192.29,184.82,POINT (104.7412431914081 11.64619380992231),53714,181.0,8865846db5fffff
Phnom Penh,Pur SenChey,Chaom Chau,1482.39,80,118591.2,104.80889830074928,11.529203446379537,14,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,1,0,13,0,0,0,0,0,13,0,0,0,0,0,12,0,0,4,1,7,22,1,1,6,4,10,0,0,0,0,0,0,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,8,0,1,1,0,6,1,0,0,1,0,0,5,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,2,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,865.0013333333334,1536.19,472.6,413.32,POINT (104.8088983007493 11.52920344637954),53676,9811.0,8865846e21fffff
Phnom Penh,Chbar Ampov,Kbal Kaoh,548.07,192,105229.44,105.03005035796372,11.503576076873538,10,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,1,18,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,21,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,535.3530000000001,548.97,544.74,481.27,POINT (105.0300503579637 11.50357607687354),53015,1442.0,8865847833fffff
Phnom Penh,Praek Pnov,Ponhea Pon,140.02,116,16242.320000000002,104.79302785565253,11.670180563789874,20,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,12,0,0,0,0,0,24,0,0,0,0,0,19,0,0,0,0,0,22,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.43200000000002,165.86,140.03,138.79,POINT (104.7930278556525 11.67018056378987),71471,491.0,886580d289fffff
Phnom Penh,Russey Keo,Ruessei Kaev,2105.29,48,101053.92,104.90011400397664,11.60929858920687,7,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,2,0,0,1,0,0,14,0,0,0,0,0,6,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,5,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,9,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,95,1,1,10,19,64,97,1,0,10,22,64,34,0,0,0,0,34,24,0,0,0,3,21,34,0,0,3,4,27,43,0,1,7,9,26,35,0,1,5,6,23,30,0,0,2,5,23,65,0,1,2,6,56,17,0,0,3,3,11,27,0,0,0,0,27,31,0,0,2,7,22,23,0,1,4,8,10,51,0,0,4,8,39,230,0,0,4,28,198,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1599.5384615384614,2105.29,1413.29,1288.58,POINT (104.9001140039766 11.60929858920687),54078,4080.0,88658468ebfffff
Phnom Penh,Mean Chey,Chak Angrae Kraom,2469.69,190,469241.1,104.92209438805511,11.49894882208404,6,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,11,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,11,0,0,0,0,0,6,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,1,41,0,0,6,4,31,56,0,0,0,4,52,1,0,0,0,0,1,4,0,0,0,0,4,5,0,0,0,0,5,17,0,0,0,0,17,19,0,0,0,4,15,17,0,0,0,1,16,3,0,0,0,1,2,10,0,0,0,0,10,6,0,0,0,0,6,12,0,0,0,1,11,24,0,0,4,1,19,16,0,0,4,0,12,28,0,0,0,4,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2247.006,2469.69,2366.79,1924.94,POINT (104.9220943880551 11.49894882208404),54725,53.0,8865846103fffff
Phnom Penh,Pur SenChey,Kantaok,1060.49,150,159073.5,104.77735091266707,11.517852651277227,18,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,19,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,7,0,0,0,0,1,17,0,0,0,0,0,17,0,0,0,0,0,5,0,0,0,1,4,11,0,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1064.7041666666669,1252.21,1056.41,896.98,POINT (104.7773509126671 11.51785265127723),53593,1051.0,8865846eedfffff
Phnom Penh,Pur SenChey,Chaom Chau,1714.72,134,229772.48,104.83110506406264,11.524248613226256,12,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,2,0,0,1,0,0,11,0,0,0,0,0,11,0,0,0,0,0,21,0,2,1,3,15,41,0,1,5,8,27,1,0,0,0,0,1,9,0,0,3,2,4,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,2,0,2,17,0,0,3,5,9,1,0,1,0,0,0,7,0,1,0,2,4,0,0,0,0,0,0,2,0,0,0,0,2,18,0,1,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1590.9125,1714.72,1558.355,1532.22,POINT (104.8311050640626 11.52424861322626),53646,6983.0,8865846e65fffff
Phnom Penh,Praek Pnov,Preaek Phnov,1113.32,232,258290.24,104.8397738881974,11.691238111942818,19,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,0,0,24,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,18,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,4,0,0,1,0,3,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,973.35,1113.32,946.45,912.5,POINT (104.8397738881974 11.69123811194282),71501,695.0,886580d235fffff
Phnom Penh,Dangkao,Tien,207.16,140,29002.4,104.86575085811852,11.4358331042859,15,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,0,7,0,0,0,0,1,14,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,1,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.87266666666667,269.93,202.74,166.16,POINT (104.8657508581185 11.4358331042859),54811,257.0,886584601bfffff
Phnom Penh,Pur SenChey,Chaom Chau,1440.27,152,218921.04,104.8102855337056,11.520628464341646,14,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,1,0,13,0,0,0,0,0,13,0,0,0,0,0,7,0,0,2,3,2,20,0,0,6,5,9,0,0,0,0,0,0,5,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,8,0,0,1,2,5,1,0,0,1,0,0,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1245.1513333333337,1572.07,1149.36,1025.2,POINT (104.8102855337056 11.52062846434165),53688,1404.0,8865846e05fffff
Phnom Penh,Pur SenChey,Kakab,2278.53,98,223295.94000000003,104.8473734295454,11.56383049067465,10,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,5,0,0,0,0,1,11,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,5,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,52,0,5,10,5,32,85,0,8,13,17,47,7,0,0,0,0,7,16,0,1,1,6,8,8,0,0,0,1,7,16,0,1,1,3,11,18,0,1,3,3,11,41,0,7,5,5,24,36,0,0,4,4,28,9,0,1,2,2,4,1,0,0,0,0,1,16,0,0,1,3,12,25,0,0,6,2,17,8,0,0,0,0,8,36,0,4,0,4,28,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2360.690666666667,2637.98,2341.53,2156.85,POINT (104.8473734295454 11.56383049067465),53590,2987.0,8865846f05fffff
Phnom Penh,Chbar Ampov,Preaek Thmei,393.5,162,63747.0,104.9591596315947,11.46610221130597,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,16,0,0,0,0,0,5,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,16,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,16,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,11,0,0,6,0,5,14,0,2,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,399.605,417.78,394.765,391.11,POINT (104.9591596315947 11.46610221130597),54534,1640.0,8865846327fffff
Phnom Penh,Praek Pnov,Samraong,199.3,196,39062.8,104.82615913430573,11.72160841224396,22,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,14,0,0,0,0,0,28,0,0,0,0,0,21,0,0,0,0,0,24,0,0,0,0,0,15,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,21,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.98,205.83,203.15,199.3,POINT (104.8261591343057 11.72160841224396),71641,247.0,886580d009fffff
Phnom Penh,Pur SenChey,Boeng Thum,154.06,198,30503.88,104.77793470722165,11.45865140192192,20,0,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,15,0,0,0,0,0,19,0,0,0,0,0,21,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,12,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,161.783,174.23,155.76999999999998,153.47,POINT (104.7779347072216 11.45865140192192),54402,76.0,886584650dfffff
Phnom Penh,Praek Pnov,Ponsang,193.15,162,31290.3,104.74380786916532,11.63891270446246,23,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,15,0,0,0,0,0,25,0,0,0,0,0,22,0,0,0,0,0,25,0,0,0,0,0,16,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,14,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,188.396,193.15,186.36,183.51,POINT (104.7438078691653 11.63891270446246),53710,77.0,8865846dbdfffff
Phnom Penh,Pur SenChey,Kakab,1724.61,138,237996.18,104.8281051865554,11.5584497688579,12,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,7,0,0,0,0,1,12,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,30,0,0,7,6,17,57,0,0,9,15,33,1,0,0,0,0,1,11,0,0,2,2,7,1,0,0,0,0,1,5,0,0,0,2,3,9,0,0,0,1,8,22,0,0,4,4,14,9,0,0,0,0,9,9,0,0,1,3,5,0,0,0,0,0,0,5,0,0,0,0,5,17,0,1,2,3,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920.23,2190.73,1873.69,1724.61,POINT (104.8281051865554 11.5584497688579),53579,2554.0,8865846f1dfffff
Phnom Penh,Saensokh,Khmuonh,943.81,34,32089.54,104.85224554038976,11.642619244740953,14,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,1,18,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,1,11,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,10,0,0,3,2,5,20,0,0,5,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,844.4766666666667,1032.75,802.55,706.4,POINT (104.8522455403898 11.64261924474095),71483,2260.0,886580d25dfffff
