bedrooms,bathrooms,land_area,price_per_m2,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,population,median_price_per_m2,mean_price_per_m2,max_price_per_m2,min_price_per_m2,category_name_Condo,category_name_Land/Development,category_name_Villa,price
4,6,157,2229,5,7,19,56,12,9,20,82,0,0,2,14,2,5,7,0,0,1,6,26,5,18,26,4,6,27,0,2,9,35,0,16,62,4,12,0,0,2,3,1,3,10,17,6,3,17,1,4,0,1,0,7,26,2630,1974,1833,3424,195,0,0,0,350000
4,5,82,2231,0,25,50,67,1,26,29,68,0,8,34,61,8,34,43,1,3,11,27,58,14,19,46,12,16,35,2,6,18,29,9,36,51,12,13,0,4,52,57,0,11,27,43,0,8,10,14,9,1,3,19,73,75,29575,1855,2271,6333,783,0,0,0,183000
4,5,168,2232,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,1,375000
5,6,860,2232,1,7,2,32,0,4,7,19,0,2,0,2,0,0,6,0,0,0,1,4,2,2,4,1,4,6,0,0,2,6,0,0,4,1,2,0,0,0,1,0,2,0,5,7,0,7,0,2,0,0,0,0,6,102,2232,2232,2232,2232,0,0,1,1920000
1,1,38,2232,20,35,40,71,9,14,40,82,18,52,21,10,17,10,8,15,14,19,34,27,16,23,49,16,19,31,3,7,23,30,8,26,51,8,18,50,25,5,9,12,26,18,27,2,2,9,4,4,35,57,41,26,26,28799,2196,2420,6451,439,0,0,0,85000
4,5,425,2235,13,25,40,82,12,16,29,70,0,15,42,53,6,13,65,2,1,19,21,50,19,19,20,9,17,29,4,11,17,31,8,12,60,4,20,2,10,18,85,5,14,23,39,0,6,24,7,13,1,6,12,38,113,18375,2092,2396,6250,93,0,0,1,950000
3,3,163,2238,0,1,2,6,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,1785,1544,1676,3835,51,1,0,0,365000
4,4,201,2238,9,16,44,106,11,24,57,86,2,11,29,69,6,4,81,0,5,18,15,67,19,18,56,8,20,48,3,21,21,41,27,15,32,5,25,1,1,3,114,3,11,18,70,2,11,15,8,16,0,3,11,29,138,5039,3109,3149,6427,1003,1,0,0,450000
2,2,80,2240,11,31,45,77,14,21,26,82,11,49,23,21,36,15,9,2,12,29,39,27,12,35,44,22,22,30,2,13,20,28,11,40,46,8,17,42,47,19,8,13,28,26,30,1,4,11,8,5,14,37,77,27,31,16252,2131,2596,8870,66,0,0,0,180000
4,5,71,2240,0,3,6,21,0,3,8,14,0,1,1,1,0,0,3,0,0,0,0,3,1,2,3,1,1,5,0,0,1,6,0,1,1,2,1,0,0,0,1,0,0,2,5,6,3,5,0,1,0,0,0,0,2,1099,1666,1295,2240,229,0,0,0,160000
4,3,107,2242,0,25,50,67,1,26,29,68,0,8,34,61,8,34,43,1,3,11,27,58,14,19,46,12,16,35,2,6,18,29,9,36,51,12,13,0,4,52,57,0,11,27,43,0,8,10,14,9,1,3,19,73,75,29575,1855,2271,6333,783,0,0,0,240000
4,5,169,2243,4,7,16,83,0,10,21,54,0,0,1,58,2,2,19,0,0,1,4,42,3,12,39,6,8,30,0,6,7,26,1,2,24,5,16,1,1,4,28,0,3,6,40,3,3,16,2,9,0,0,2,7,47,9638,1682,1822,3080,961,0,0,1,380000
5,7,352,2244,10,33,44,76,14,20,26,82,13,48,22,21,35,15,9,2,14,28,38,27,12,33,46,22,20,32,2,13,20,28,11,40,46,8,17,47,42,19,8,14,28,25,29,1,4,11,8,5,15,41,72,27,31,16252,2131,2596,8870,66,0,0,1,790000
1,1,40,2250,9,45,50,69,10,30,33,73,5,52,38,16,7,52,30,8,8,26,36,26,36,15,31,20,23,26,4,18,22,37,13,35,51,12,8,2,27,48,42,5,29,34,30,3,2,17,8,5,2,8,45,71,55,23250,2250,2488,5312,220,0,0,0,90000
3,2,60,2250,7,14,21,107,4,27,29,112,1,3,7,67,4,5,27,0,0,5,19,43,10,19,43,6,16,38,3,12,23,42,30,36,28,7,21,0,0,2,23,3,6,11,49,6,5,25,0,21,0,1,6,9,89,16032,1899,1979,5922,450,0,0,0,135000
3,4,120,2250,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,270000
2,2,75,2253,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,169000
4,5,97,2256,0,25,47,67,1,26,27,64,0,8,33,62,7,33,45,1,3,10,27,57,14,20,45,12,15,36,2,6,18,27,7,35,53,12,13,0,4,51,57,0,11,25,44,0,8,9,13,10,1,3,17,68,81,29575,1855,2271,6333,783,0,0,0,220000
4,5,97,2256,0,3,11,58,1,7,3,31,0,0,2,30,0,4,39,0,0,1,2,34,4,0,37,2,1,29,0,1,3,17,0,1,11,2,13,0,0,0,57,2,0,3,35,4,3,8,0,8,0,0,0,1,56,4083,2411,2613,4824,1379,0,0,0,220000
0,0,731,2257,5,17,33,87,5,16,34,61,0,3,13,88,2,6,56,0,0,6,22,54,11,18,35,10,8,41,2,6,20,38,6,11,60,8,17,1,5,6,66,4,7,14,54,1,5,19,2,18,0,3,5,17,105,24762,1811,2150,6400,446,0,1,0,1650000
2,2,79,2257,0,1,2,6,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,1785,1544,1676,3835,51,1,0,0,180000
5,4,62,2258,0,0,2,2,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,20,0,0,0,0,0,0,0,557,2170,2170,2258,2083,0,0,0,140000
1,1,31,2258,2,18,26,89,1,11,20,71,0,12,24,68,20,43,22,1,2,17,18,57,3,10,60,10,14,34,2,4,7,35,4,7,67,8,17,0,40,44,29,1,2,28,46,1,1,15,6,16,2,3,37,67,59,5029,1405,1694,3466,258,1,0,0,70000
3,4,75,2258,1,8,4,36,0,4,10,20,0,2,0,6,0,0,10,0,0,0,1,5,3,1,13,1,4,8,0,0,3,7,0,0,6,1,4,0,0,0,9,0,2,0,9,5,0,7,0,4,0,0,0,0,11,3342,1986,2186,5000,562,0,0,1,170000
2,2,81,2260,12,38,61,66,6,34,42,69,7,48,41,16,5,40,49,6,11,25,32,34,29,26,31,19,23,29,5,20,21,38,17,49,36,11,12,1,13,48,58,4,30,33,36,2,5,16,7,6,1,7,40,75,61,26838,2941,3091,4531,2171,1,0,0,185000
1,1,73,2260,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,1,0,0,165000
4,5,95,2263,20,35,40,71,9,14,40,82,18,52,21,10,17,10,8,15,14,19,34,27,16,23,49,16,19,31,3,7,23,30,8,26,51,8,18,50,25,5,9,12,26,18,27,2,2,9,4,4,35,57,41,26,26,28799,2196,2420,6451,439,0,0,0,215000
1,1,53,2264,10,52,62,51,5,35,40,74,24,57,18,5,27,56,11,2,15,41,38,14,28,37,26,24,25,22,6,22,18,35,35,36,29,16,9,3,34,81,2,7,37,34,23,1,1,21,7,3,9,11,77,72,17,25191,1697,1910,3750,476,1,0,0,120000
1,1,53,2264,10,52,62,51,5,35,40,74,24,57,18,5,27,56,11,2,15,41,38,14,28,37,26,24,25,22,6,22,18,35,35,36,29,16,9,3,34,81,2,7,37,34,23,1,1,21,7,3,9,11,77,72,17,25191,1697,1910,3750,476,1,0,0,120000
3,2,128,2265,8,24,50,61,0,7,24,81,2,23,44,38,25,41,11,1,4,17,39,32,22,13,28,11,13,36,1,7,15,28,5,12,38,12,14,6,36,67,9,5,18,38,21,1,2,13,12,9,3,4,29,86,51,5336,2409,2422,4522,666,1,0,0,290000
3,3,75,2266,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,1,170000
7,9,860,2267,1,8,4,36,0,4,10,20,0,2,0,6,0,0,10,0,0,0,1,5,3,1,13,1,4,8,0,0,3,7,0,0,6,1,4,0,0,0,9,0,2,0,9,5,0,7,0,4,0,0,0,0,11,3342,1986,2186,5000,562,0,0,1,1950000
1,1,47,2270,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,107553
5,6,109,2271,0,1,2,6,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,1785,1544,1676,3835,51,0,0,0,248000
0,0,1695,2271,1,22,33,90,5,19,51,89,0,5,7,74,4,8,25,0,0,8,17,44,16,21,30,9,15,38,4,11,25,36,33,28,30,6,15,0,1,1,20,1,7,12,47,3,7,20,4,19,1,1,5,12,88,4119,1636,1686,2271,1200,0,0,0,3850000
6,7,88,2272,0,2,3,11,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,2,3,2,19,0,0,0,0,0,0,0,1551,1548,1749,5902,180,0,0,0,200000
4,5,154,2272,1,13,29,64,2,16,29,85,0,1,5,44,3,3,16,0,1,1,10,31,8,19,28,5,4,37,2,5,10,45,10,40,38,6,12,0,1,1,8,1,6,8,22,7,4,16,2,11,0,1,3,7,50,3193,2514,2149,2777,790,0,0,0,350000
4,5,154,2272,0,0,11,36,0,0,15,23,1,0,1,3,0,0,8,0,0,0,1,5,2,2,6,3,3,9,0,1,3,6,0,0,4,2,4,0,0,0,2,0,0,3,7,3,7,3,0,3,0,0,0,1,7,3829,2354,2527,4824,1775,0,0,1,350000
4,5,176,2272,2,6,8,57,2,7,5,30,1,0,2,28,0,3,36,0,0,1,2,32,3,0,39,1,3,27,0,2,3,17,0,1,11,1,13,0,0,0,49,0,0,4,33,3,2,8,1,7,0,0,0,1,44,4083,2411,2613,4824,1379,0,0,0,400000
10,11,791,2275,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,1,1800000
5,6,129,2276,10,14,45,81,6,24,35,66,0,2,24,70,1,10,67,2,1,11,13,64,16,11,37,12,13,38,1,12,12,35,7,47,38,7,17,0,2,5,96,5,9,11,52,7,5,9,5,18,2,2,11,29,120,8037,1809,2075,5347,500,0,0,0,295000
5,6,180,2277,1,11,31,88,2,32,20,68,0,3,5,86,0,2,34,0,0,1,18,46,10,14,45,8,13,38,2,8,19,39,8,9,71,8,14,0,1,5,33,0,7,10,52,6,10,16,2,16,0,0,5,8,77,16637,1813,2211,6118,622,0,0,0,410000
2,6,180,2277,1,2,7,42,0,2,5,50,0,0,1,3,0,0,5,0,0,0,0,7,0,0,21,1,3,18,0,1,2,18,0,1,2,0,12,0,0,1,5,0,0,1,15,3,0,16,1,3,0,0,1,0,8,2745,2777,2314,3702,279,0,0,0,410000
7,9,921,2279,2,2,2,42,2,9,6,42,0,0,0,5,0,0,2,0,0,0,0,6,0,0,15,1,1,17,1,0,5,21,1,1,11,1,10,0,0,0,7,1,0,0,13,5,9,24,0,1,0,0,0,0,11,3259,1478,1453,3888,230,0,0,1,2100000
1,1,53,2280,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,120840
0,0,108,2280,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,247320
6,6,63,2281,2,9,26,52,4,5,10,31,0,2,2,47,2,5,40,1,0,1,3,45,0,5,40,1,6,29,0,3,5,18,0,3,17,3,13,0,0,1,60,2,1,3,44,7,2,8,1,7,0,0,0,7,72,11754,1842,1943,5537,250,0,0,0,145000
2,3,166,2283,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,380000
4,5,188,2284,10,33,44,76,14,20,26,82,13,48,22,21,35,15,9,2,14,28,38,27,12,33,46,22,20,32,2,13,20,28,11,40,46,8,17,47,42,19,8,14,28,25,29,1,4,11,8,5,15,41,72,27,31,16252,2131,2596,8870,66,0,0,0,429500
0,0,240,2287,2,12,33,62,6,15,48,71,1,2,4,35,2,8,7,0,1,2,7,32,7,19,28,9,9,24,0,9,19,34,17,28,38,7,11,0,0,2,3,0,6,9,25,3,8,19,1,11,1,0,1,8,36,3626,1376,1427,3658,203,0,0,0,548888
1,1,25,2287,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,58847
5,6,109,2289,2,1,1,37,3,10,5,37,0,0,0,6,0,0,1,0,0,0,0,7,0,0,15,0,2,15,1,0,6,21,1,1,10,1,7,0,0,0,7,0,0,0,14,8,6,23,0,1,0,0,0,0,11,3259,1478,1453,3888,230,0,0,0,250000
4,5,109,2289,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,250000
2,2,48,2291,0,25,50,67,1,26,29,68,0,8,34,61,8,34,43,1,3,11,27,58,14,19,46,12,16,35,2,6,18,29,9,36,51,12,13,0,4,52,57,0,11,27,43,0,8,10,14,9,1,3,19,73,75,29575,1855,2271,6333,783,0,0,0,110000
5,6,427,2292,1,8,4,36,0,4,10,20,0,2,0,6,0,0,10,0,0,0,1,5,3,1,13,1,4,8,0,0,3,7,0,0,6,1,4,0,0,0,9,0,2,0,9,5,0,7,0,4,0,0,0,0,11,3342,1986,2186,5000,562,0,0,1,980000
6,6,64,2296,7,14,21,107,4,27,29,112,1,3,7,67,4,5,27,0,0,5,19,43,10,19,43,6,16,38,3,12,23,42,30,36,28,7,21,0,0,2,23,3,6,11,49,6,5,25,0,21,0,1,6,9,89,16032,1899,1979,5922,450,0,0,0,147000
1,1,52,2298,11,31,45,77,14,21,26,82,11,49,23,21,36,15,9,2,12,29,39,27,12,35,44,22,22,30,2,13,20,28,11,40,46,8,17,42,47,19,8,13,28,26,30,1,4,11,8,5,14,37,77,27,31,16252,2131,2596,8870,66,1,0,0,120000
0,0,822,2300,3,19,29,86,2,10,26,71,0,12,24,67,15,47,22,1,2,15,22,58,3,11,60,9,13,35,2,4,6,37,5,7,70,9,17,0,32,52,29,2,3,27,47,1,1,15,9,14,2,3,35,70,60,11327,1762,1961,6160,170,0,1,0,1890600
0,0,3515,2300,21,38,46,65,6,21,38,78,19,54,17,10,21,8,7,9,18,26,35,22,17,25,48,17,21,28,3,8,23,34,8,35,49,11,13,70,25,5,8,18,27,17,25,2,2,8,5,3,21,76,40,26,22,28799,2196,2420,6451,439,0,0,0,8086593
0,0,1563,2300,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,1,0,3594900
0,0,625,2300,13,19,42,105,14,25,51,79,4,10,33,65,6,6,80,1,8,13,20,64,18,14,58,10,20,45,4,15,22,43,20,19,34,4,26,2,0,5,111,4,10,19,67,2,10,15,9,16,0,3,11,43,127,5039,3109,3149,6427,1003,0,1,0,1437500
3,2,75,2300,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,1,0,0,173052
2,3,73,2306,1,8,4,36,0,4,10,20,0,2,0,6,0,0,10,0,0,0,1,5,3,1,13,1,4,8,0,0,3,7,0,0,6,1,4,0,0,0,9,0,2,0,9,5,0,7,0,4,0,0,0,0,11,3342,1986,2186,5000,562,0,0,0,170000
5,5,52,2307,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,120000
6,8,455,2307,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,0,1,1050000
2,1,65,2307,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,150000
2,2,91,2307,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,1,0,0,210000
1,1,86,2310,7,49,38,92,10,38,32,75,2,55,30,25,24,43,22,1,2,29,53,24,23,22,51,24,19,35,2,23,14,33,42,28,36,11,17,3,28,66,22,1,26,38,32,2,7,11,7,8,4,8,63,76,37,9274,2310,2973,4950,1660,1,0,0,200000
4,5,112,2311,0,1,1,10,0,1,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,7,0,0,2,1,0,1,2,0,6,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,1,2956,2009,2193,5252,675,0,0,0,260000
5,6,237,2312,0,2,3,11,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,2,3,2,19,0,0,0,0,0,0,0,1551,1548,1749,5902,180,0,0,1,549900
3,3,64,2312,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,148000
2,2,64,2312,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,1,0,0,148000
2,2,138,2318,3,19,29,86,2,10,26,71,0,12,24,67,15,47,22,1,2,15,22,58,3,11,60,9,13,35,2,4,6,37,5,7,70,9,17,0,32,52,29,2,3,27,47,1,1,15,9,14,2,3,35,70,60,11327,1762,1961,6160,170,1,0,0,320000
1,1,64,2319,5,23,45,62,2,10,23,64,2,21,33,51,11,52,16,0,4,12,41,36,22,15,23,7,19,32,0,11,11,28,3,11,36,15,10,2,19,74,23,3,17,37,24,1,3,12,7,10,1,4,17,77,72,5336,2409,2422,4522,666,1,0,0,150000
2,2,172,2320,13,34,39,66,3,10,43,62,11,22,45,30,17,47,14,2,4,27,32,36,16,16,25,18,16,28,2,13,15,28,10,11,52,12,13,10,20,73,13,7,25,34,18,1,2,16,10,5,3,11,29,79,52,7658,2530,2764,8500,31,1,0,0,400000
2,2,172,2320,13,34,39,66,3,10,43,62,11,22,45,30,17,47,14,2,4,27,32,36,16,16,25,18,16,28,2,13,15,28,10,11,52,12,13,10,20,73,13,7,25,34,18,1,2,16,10,5,3,11,29,79,52,7658,2530,2764,8500,31,1,0,0,400000
4,4,56,2321,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,130000
2,2,56,2321,7,16,33,83,4,27,28,72,0,1,12,81,2,6,66,2,1,11,10,66,18,10,31,12,13,35,0,12,13,32,6,47,39,5,17,0,2,3,91,3,7,11,51,5,5,11,2,20,2,1,8,22,126,3083,2145,2108,2468,1672,1,0,0,130000
8,10,603,2321,3,9,23,56,4,17,25,77,0,1,1,17,2,2,10,0,0,2,4,28,2,16,30,2,8,22,0,4,13,33,5,24,50,4,11,0,0,2,1,0,5,10,18,6,7,13,2,5,0,0,4,3,24,4621,2153,2228,4000,633,0,0,0,1400000
2,2,65,2323,14,33,30,83,17,18,25,69,4,14,48,48,8,14,63,3,3,21,23,47,20,19,22,9,24,25,7,9,19,36,9,13,59,5,19,2,13,17,82,6,19,20,38,0,6,24,7,11,3,6,19,41,104,18375,2092,2396,6250,93,1,0,0,151000
4,5,99,2323,3,19,29,86,2,10,26,71,0,12,24,67,15,47,22,1,2,15,22,58,3,11,60,9,13,35,2,4,6,37,5,7,70,9,17,0,32,52,29,2,3,27,47,1,1,15,9,14,2,3,35,70,60,11327,1762,1961,6160,170,0,0,0,230000
1,1,44,2324,7,14,21,107,4,27,29,112,1,3,7,67,4,5,27,0,0,5,19,43,10,19,43,6,16,38,3,12,23,42,30,36,28,7,21,0,0,2,23,3,6,11,49,6,5,25,0,21,0,1,6,9,89,16032,1899,1979,5922,450,1,0,0,102960
1,1,44,2324,7,14,21,107,4,27,29,112,1,3,7,67,4,5,27,0,0,5,19,43,10,19,43,6,16,38,3,12,23,42,30,36,28,7,21,0,0,2,23,3,6,11,49,6,5,25,0,21,0,1,6,9,89,16032,1899,1979,5922,450,1,0,0,102960
1,1,44,2324,7,14,21,107,4,27,29,112,1,3,7,67,4,5,27,0,0,5,19,43,10,19,43,6,16,38,3,12,23,42,30,36,28,7,21,0,0,2,23,3,6,11,49,6,5,25,0,21,0,1,6,9,89,16032,1899,1979,5922,450,1,0,0,102960
7,9,537,2325,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,0,1,1250000
4,5,184,2326,0,2,3,11,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,2,3,2,19,0,0,0,0,0,0,0,1551,1548,1749,5902,180,0,0,0,428000
2,1,110,2327,4,29,41,86,14,25,42,72,1,9,47,54,4,18,65,3,1,19,18,63,7,16,51,8,22,39,7,9,12,42,46,23,38,5,20,0,4,13,97,4,12,20,54,5,5,13,13,11,1,4,16,57,102,8037,1809,2075,5347,500,0,0,0,256000
7,8,148,2327,10,33,44,76,14,20,26,82,13,48,22,21,35,15,9,2,14,28,38,27,12,33,46,22,20,32,2,13,20,28,11,40,46,8,17,47,42,19,8,14,28,25,29,1,4,11,8,5,15,41,72,27,31,16252,2131,2596,8870,66,0,0,0,345000
6,7,408,2328,10,33,44,76,14,20,26,82,13,48,22,21,35,15,9,2,14,28,38,27,12,33,46,22,20,32,2,13,20,28,11,40,46,8,17,47,42,19,8,14,28,25,29,1,4,11,8,5,15,41,72,27,31,16252,2131,2596,8870,66,0,0,1,950000
1,1,65,2333,0,1,2,6,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,1785,1544,1676,3835,51,1,0,0,153157
4,5,150,2333,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,1,350000
3,4,45,2333,4,8,17,61,7,13,24,77,0,0,1,14,2,2,11,0,0,2,4,25,3,15,30,1,8,21,1,4,11,31,5,16,57,3,12,0,0,1,1,0,4,9,18,5,9,10,1,4,0,0,2,4,20,4621,2153,2228,4000,633,0,0,0,105000
3,4,60,2333,3,2,8,33,3,10,5,41,0,0,0,0,0,0,5,0,0,0,0,9,2,3,18,1,4,15,0,1,0,11,1,1,8,1,10,0,0,0,1,0,1,0,10,3,3,16,2,2,0,0,0,0,9,3341,1478,1310,2333,120,0,0,0,140000
6,7,300,2333,10,33,44,76,14,20,26,82,13,48,22,21,35,15,9,2,14,28,38,27,12,33,46,22,20,32,2,13,20,28,11,40,46,8,17,47,42,19,8,14,28,25,29,1,4,11,8,5,15,41,72,27,31,16252,2131,2596,8870,66,0,0,1,700000
