Unnamed: 0,id,price_display,bedrooms,bathrooms,land_area,information,address_subdivision,address_locality,address_line_2,category_name,is_parent,type,source_url,language,latitude,longitude
1709,186572,630000,6,4,210,"Town House For Sale On the Main Road/T'S HOME Real Estate Phnom Penh ??Property ID : TS-154 ??Room Type: 6Bedroom ??Bathroom : 4 ?? Price : 670,000USD ?? Land Size : 210? ?? House Size : 115? Location : Toul Kork Area",Phnom Penh,Toul Kork,Boeung Salang,House,FALSE,residential,https://www.realestate.com.kh/186572/,en,11.57,104.89
1768,236468,1500000,4,5,210,"- Address: Commune Phsar Thmey III, District Daun Penh, Phnom Penh - Building area : 7m x 30m - Room ( s ) : 4 - Floors ( s ) : 3 - Price : $ 1500000 - ID :  KEY-16682",Phnom Penh,Daun Penh,Phsar Thmei III,Shophouse,FALSE,residential,https://www.realestate.com.kh/236468/,en,11.569135,104.9248
2612,240563,1100000,3,2,210,"Flat house for sale Property code: AFL23-030 Price Price: 1,100,000$ House size House size House size 6m x 35m Bedroom Room: 3 Bathroom Bathroom: 2 Location Address: Chbar Ampov District, Phnom Penh",Phnom Penh,Chbar Ampov,Chbar Ampov II,Retreat,FALSE,residential,https://www.realestate.com.kh/240563/,zh-CN,11.52928,104.941454
2641,200469,795000,3,4,210,"Here’s a condo unit that any urban dweller would be delighted to live in: a 210 sqm. unit with three (3) bedrooms and en suite bathrooms, a shared bathroom, a modern kitchen layout, and a spacious balcony, now being offered for sale, unfurnished. It features an open layout hallway with a small private room opening to the right of the main door. This room is then connected to the kitchen balcony, and would be ideal as a meditation room or private study, depending on individual needs. Meanwhile, the kitchen is accessible from wide glass doors and fitted with a straight utility counter that’s equipped with an induction cooker, exhaust, and oven. It also comes with plenty of overhead and bottom storage compartments, while the double sink is positioned on the island counter facing the cooking area. All three (3) en suite bedrooms feature direct balcony access, meaning the occupants will be able to enjoy serene mornings or the late-night quiet all to themselves. As for the bathrooms, they feature a glass-enclosed shower with a hot/cold water system installed, and a vanity counter with a wide mirror. When the parallel doors of the kitchen’s balcony and living room balcony are opened, it allows for spectacular wind flow across these two sections of the unit, making the entire space a very comfortable place to be in even sans the air conditioning. In addition, Embassy Central includes a large gym equipped with both cardiovascular and weight exercise machines, a common balcony lounge, and a covered pool with a wooden deck and mid-city view which will make it easy to maintain a healthy and active lifestyle even in a unit residence. It is located in Boeung Keng Kang 1, Phnom Penh, three (3) minutes from Starbucks, the Paññ?s?stra University of Cambodia, and the Panda Commercial Bank Head Office, seven (7) minutes from Aeon Mall, the Orchid Koh Pich Hospital, and the Olympia Mall, and 10 minutes from Wat Phnom, the Russian Hospital, and Chbar Ampov.",Phnom Penh,Chamkarmon,BKK 1,Condo,FALSE,residential,https://www.realestate.com.kh/200469/,en,11.55,104.93
2842,246890,260000,4,4,210,"This single villa is available for sale and offers ample space with 4 bedrooms and 4 bathrooms, making it ideal for large families or those who need extra room. The villa includes 1 living room and a kitchen, providing all the essentials for comfortable living. With a land size of 11m x 21m and a house size of 8m x 12m , this property spans 3 floors, giving you plenty of space to work with. The villa is unfinished , allowing you to design the interior to your liking. The property comes with a hard title (free transfer fee), ensuring a secure investment for the future. Located near Preaek Chrey Market and just 12 minutes to AEON Mall 3, the villa is surrounded by borey projects, schools, gas stations, and factories, making it a convenient location for both living and business. Don’t miss this opportunity! Contact us today for more details. Key Features: • Land size: 10m x 21m • House size: 7m x 12m • 3 Floors (E0, E1, E2) • Hard title (Free transfer fee) • Facing north • 4 Bedrooms I 4 Bathrooms • 1 Living room I 1 Kitchen • Unfinished interior for customization • Close to Preaek Chrey Market • Just take 12 minutes to AEON Mall 3 • Surrounded by borey projects, schools, gas stations, and factories",Phnom Penh,Dangkao,Spean Thma,Villa,FALSE,residential,https://www.realestate.com.kh/246890/,en,11.504923,104.891869
4051,223879,190000,,,210,"- Address: Commune Phnom Penh Thmei, District  Sen Sok, Phnom Penh - Land area : 7m x 30m - Price : $190,000",Phnom Penh,Sen Sok,Phnom Penh Thmey,Land,FALSE,commercial,https://www.realestate.com.kh/223879/,en,11.569135,104.9248
684,215482,455000,4,5,211.5,"Twin Villa in Borey Angkor Phnom Penh Khan Sen Sok need to sell urgently * Price only: $ 455,000 (negotiable) *This price includes the transfer of title * Land size: 9m x 23.5m * House size: 7.5m x 16m * left front land 6m, back land 1.5m and side land 1.5m * home facing : south * 4 Bedrooms & 5 Bathrooms * Provides equipment such as: 7 air conditioners, wall mounted cabinet and curtain *has rental income of $1,400/month => Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Sen Sok,Phnom Penh Thmey,Twin Villa,FALSE,residential,https://www.realestate.com.kh/215482/,en,11.57561,104.92025
1021,244308,250000,4,4,212,"Beautiful Khmer style detached villa for sale near Prek Eang Market - Sangkat Prek Eang, Khan Chbar Ampov. ?? Only 6 minutes or 2.9 km from the entrance of Koh Nora, National Road 1. ??Land size 13.5m x 18m (212 square meters in solid plan) ????House size 9m x 15m 4 4 bedrooms 4 4 bathrooms ? 2 kitchens ? South facing ? House height 2 floors (Ground floor and 1st floor) ??? System layout (LMAP) ? Price $ 250,000 (Negotiable) ????? Excluding furniture",Phnom Penh,Chbar Ampov,Preaek Aeng,Villa,FALSE,residential,https://www.realestate.com.kh/244308/,en,11.53062654,104.9875363
1460,242676,280000,2,8,213,"[Corner business house for sale] ??Price: $ 280,000 (Negotiable) ??Location: New World Borey Chamkar Dong • Code: F-S881 - Land size: 9.7mx 22m - House size: 9.7mx 16m - Bedrooms: 02 - Rooms Water: 08 - Good location for doing business",Phnom Penh,Dangkao,Dangkao,Shophouse,FALSE,residential,https://www.realestate.com.kh/242676/,en,11.500658,104.856173
598,226905,190000,6,6,215,"???? Wow, so cool, Get a shop house and a free travel ticket to 5 European countries. ???? What a special offer from La Maison Plaza! First Come, First Serve! 1. Only 0.83% monthly down-payment with 0% interest for 24 months!!! 2. Get 11-day travel tickets to 5 European countries. 3. Up to 10% discount on all shophouse types in zone M ???? Hurry up! The promotion is valid from 1st - 28th February 2023! ???? Note: This offer is applied for all house types in zone M (Except SoHo M) *** Term & condition applies ?? Become now the owner of La Maison Plaza shophouse with easy payment options !!! ?? 0.83% monthly payment ?? Up to 24  months installment with ??% interest",Phnom Penh,Prek Pnov,Preaek Pnov,Shophouse,FALSE,residential,https://www.realestate.com.kh/226905/,en,11.593877,104.8143
690,219512,360000,,,216,"Land for house construction near Sala market, Meanchey district, need to sell urgently * Price only: $ 360,000 (negotiable) *This price includes transfer of title * Land size: 12m x 18m * land turns to : north * Ground with 13 rooms for rent *Rental income $700/month ?? Location: Good location, near Sla market, 400m and 600m from PSE school",Phnom Penh,Meanchey,Stueng Mean chey,Land/Development,FALSE,residential,https://www.realestate.com.kh/219512/,en,11.53,104.91
894,220666,380000,3,4,216,"Area: 216sqm 3 Bedrooms 4 Bathrooms *Sale Price: $380K *Rental Price: $2K/month Located near the Central Business District and airport, our condominium is placed at a prime location of Phnom Penh. Besides being surrounded by some of the best schools in the city, our condominium provides ultimate convenience with a commercialized mall found at the second and third floors of the building. Having fun is not an issue either with our Royal Sky Club, seen at the top of the condominium.",Phnom Penh,Sen Sok,Tuek Thla,Condo,FALSE,residential,https://www.realestate.com.kh/220666/,en,11.55,104.89
1299,244062,168000,4,5,216,"ARATA Garden Residences is situated in one of the high growing populated areas in Phnom Penh. With the dynamic master plan by the government, the development of the surrounding area has been significant. Grand new Aeon mall 2 and Makro store will be just a few minute drive away. Creed and Triple Gem have started cooperating with another Japanese developer “Hoosiers Holdings” for ARATA. Hoosiers has developed 261 projects and 20,000 units since its establishment in 1994. It is listed in the First Section of the TSE (Tokyo Stock Exchange). Creed and Hoosiers will be bringing the “Japanese way” of managing, construction quality, and landscape design into Cambodia. Price?$168000 Bedroom?4 Bathroom?5 Size?216? Land Area  : 103sqm Floor  : 3 floors",Phnom Penh,Sen Sok,Khmuonh,House,FALSE,residential,https://www.realestate.com.kh/244062/,en,11.578108,104.87022
1803,199406,850000,8,7,216,"Villa for Sale in Russey Keo Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-626 Room Type : 8 Bedrooms / 7 Bathrooms Price : USD 85,0000 Land Size : 216?",Phnom Penh,Russey Keo,Chrang Chamres I,Twin Villa,FALSE,residential,https://www.realestate.com.kh/199406/,en,11.59,104.9
1948,240422,360000,4,5,216,"- Address: Commune Chrang Chamres 2, District  Russey Keo, Phnom Penh - Land area : 9m x 24m - Building area : 6m x 12m - Room ( s ) : 4 - Floors ( s ) : 3 - Price : $ 360,000 - Price : $ 1500 - ID : KEY-18334",Phnom Penh,Russey Keo,Chrang Chamres 2,Twin Villa,FALSE,residential,https://www.realestate.com.kh/240422/,en,11.59015,104.909641
1987,234205,300000,5,6,216,"Twin villa for sale at Borey Chip Mong Park Land 598, Sangkat Chrang Chamreh 2, Khan Risseykeo,  Phnom Penh. • Land size: 9m x 24m • House size: 6m x 12m • 5 Bedrooms | 6 Bathrooms • 1 Living room | 1 Kitchen • Remaining land front is 7m and on the backside is 5m • Direction: East • Documents transfer and abbreviated name to Borey Selling Price: $300,000 negotiable and for more information, please contact us now to visiting!",Phnom Penh,Russey Keo,Chrang Chamres 2,Villa,FALSE,residential,https://www.realestate.com.kh/234205/,en,11.59015,104.909641
2323,186034,583200,,,216,"Land for Sale in the Best Area Mekong Riverside Chroy Changva Phnom Penh./T'S HOME Real Estate Phnom Penh ??Property ID : TS-126 ??Land Size : 9m × 24m ?? Price : 2,700USD/? Location :Chroy Changva Phnom Penh.",Phnom Penh,Chroy Changvar,Chroy Changvar,Land/Development,FALSE,residential,https://www.realestate.com.kh/186034/,en,11.58,104.93
3225,217112,379900,3,4,216,"Condo OkideVilla (11th floor) in Borey Orkide Villa on Street 2004, Sen Sok District, need to sell urgently. * Price only: 379,900 dollars (negotiable) *This price includes the transfer of ownership * Net Size : 216 square meters * 3 bedrooms 4 bathrooms * Condo facing: West (View facing pool) * Provides equipment such as: 4 air conditioners, 4 TVs, 3 sets of beds-mattresses, 1 sofa, wardrobe, refrigerator, table, stove, washing machine, cold water heater and oven. => Civilized, safe and comfortable lifestyle.",Phnom Penh,Sen Sok,Ou Baek K'am,Condo,FALSE,residential,https://www.realestate.com.kh/217112/,en,11.55,104.89
3635,222114,360000,13,13,216,"Land for house construction near Sala market, Meanchey district, need to sell urgently * Price only: $ 360,000 (negotiable) *This price includes transfer of title * Land size: 12m x 18m * land turns to : north * Ground with 13 rooms for rent *Rental income $700/month ?? Location: Good location, near Sla market, 400m and 600m from PSE school",Phnom Penh,Meanchey,Stueng Mean chey,House,FALSE,residential,https://www.realestate.com.kh/222114/,en,11.53,104.91
3666,214086,420000,,,216,"Land for house construction near Sala market, Meanchey district, need to sell urgently * Price only: $ 420,000 (negotiable) *This price includes transfer of title * Land size: 12m x 18m * land turns to : north * Ground with 13 rooms for rent - Location: Good location, near Sla market, about 400m and about 600m from PSE school",Phnom Penh,Meanchey,Stueng Mean chey,Land/Development,FALSE,residential,https://www.realestate.com.kh/214086/,en,11.53,104.91
3768,247097,750000,4,4,216,"This spacious house is located in Toul Svay Prey 1, a prime location in Phnom Penh. The land measures 9m x 24m, and the house itself is 8m x 20m, offering plenty of space for comfortable living or a potential investment opportunity. The house has 3 floors (E0, E1, E2) with a hard title, ensuring secure ownership. Inside, there are 4 bedrooms and 4 bathrooms, ideal for families or shared living. The property also includes 1 living room and 1 kitchen, making it a practical choice for daily life. Its north-facing orientation provides good natural light throughout the day. This house is in a convenient area, close to many of Phnom Penh’s major attractions. You’re near the Independence Monument, Olympic National Stadium, Olympic Market, Orussey Market, Phsar Dermkor Market, and Olympia Mall. The neighborhood also has famous restaurants, branded coffee shops, and retail stores, making it an excellent location for living or rental purposes. Don’t miss this opportunity. Contact us now to learn more! Key Features: • Land size: 9m x 24m • House size: 8m x 20m • Total floors: 3 (E0, E1, E2) • Title: Hard • Orientation: North • Bedrooms: 4 • Bathrooms: 4 • Living room: 1 • Kitchen: 1 • Convenient location near markets, malls, and landmarks",Phnom Penh,Chamkarmon,Toul Svay Prey 1,House,FALSE,residential,https://www.realestate.com.kh/247097/,en,11.54182203,104.9157661
4038,184191,8000000,,,216,"Building For Sale Now In Tonle Bassac Area./T'S HOME Real Estate Phnom Penh. ??Property ID : TS-058 ??Total Floor : 4 ??Bedroom : 16 ??Bathroom : 16 ?? Price : 8,000,000USD ?? Size : 217? Location : Tonle Bassac Area",Phnom Penh,Chamkarmon,Tonle Bassac,other,FALSE,commercial,https://www.realestate.com.kh/184191/,en,11.55,104.93
4056,213124,369000,,,216,"Warehouse near Southeast Asia TV Channel Sen Sok urgently needed for sale * Price: $ 369,000 (Negotiable) * This price includes hard copy * Land size: 216 square meters * Warehouse size: 11.5m x 18 M * House facing: South * 1 bathroom - Located near Southeast Asia TV, about 40m down from Northbridge Road - Can pay by bank installment for 20 years, but required to pay 30% of the house price. Before.",Phnom Penh,Sen Sok,Khmuonh,Warehouse,FALSE,commercial,https://www.realestate.com.kh/213124/,en,11.55,104.89
4166,244234,1700000,,,216,"- Address: Commune Chroy Changva, District Chroy Changva, Phnom Penh - Land area : 8m x 27m - Building area : 8m x 20m - Floors ( s ) : 14 - Price : $ 7000 - ID : KEY-19997",Phnom Penh,Chroy Changvar,Chroy Changvar,other,FALSE,commercial,https://www.realestate.com.kh/244234/,en,11.658559,104.91317
43,231205,380000,5,6,220,"Twin villa B for rent * Location Borey Peng Huoth 50M Price for sale or rent: - Price for sale / 380,000$ Rental price / $ 1,800, negotiable Land size: 8.8m x 25m House size: 6m x 15m Remaining side land: 2.8m, rear 3m and front 7m - Bedroom: 5 - Bathroom: 6 - Parking: 2 Direction: Foot - Full facilities",Phnom Penh,Dangkao,Cheung Aek,Twin Villa,FALSE,residential,https://www.realestate.com.kh/231205/,en,11.500658,104.856173
1348,247538,438065,6,8,220,"Villa for sale Property code: AVL24-015 Price: 438,065$ (Can negotiation) Land size Land area: 11m x 20m House size House size House area: 8m x 11.80m Bedroom Room: 6 Bathroom Bathroom: 8 Location Address: Sen Sok district, Phnom Penh",Phnom Penh,Sen Sok,Khmuonh,Villa,FALSE,residential,https://www.realestate.com.kh/247538/,zh-CN,11.578108,104.87022
4000,224189,67800,,,220,"- Address: Commune Dangkao, District  Dangkao, Phnom Penh - Land area :  10m x 22m - Price : $67,800",Phnom Penh,Dangkao,Dangkao,Land,FALSE,commercial,https://www.realestate.com.kh/224189/,en,11.500658,104.856173
34,200464,750000,3,5,221,"This residential property is a three-bedroom classic villa measuring 221 sqm., including the paved and gated yard with a small garden. It is now up for sale, semi furnished and inclusive of some appliances. Two wooden double doors open into a wide living hall containing the staircase, a shared bathroom, and enough floor area to hold a separate receiving area, lounge, and perhaps an open home office. An ornate archway leads to a slightly elevated dining area, splendidly lit from floor-to-ceiling windows, while the kitchen sits to the left. It is fitted with an L-shaped utility counter with a built-in double sink, exhaust, and pantry space, and includes access to the backyard, allowing for great ventilation and the option of setting up an outdoor kitchen. Meanwhile, each bedroom contains an en suite bathroom and is furnished with air conditioning as well as a large bed and frame that comes with incorporated shelving and small cabinets. One of the bathrooms even includes a corner tub. With the spacious accommodations, wide common areas, and ample outdoor space in this villa property, it offers an ideal setting for family living as it is also primely located close to the most popular city destinations of Phnom Penh. You can find it in Chamkarmorn, three (3) minutes from the Orchid Koh Pich Hospital, Aeon Mall, and Paragon International School (Secondary), eight (8) minutes from Starbucks Reserve, Build Bright University, and the Royal University of Law and Economics, and 15 minutes from Orussey Market, Wat Phnom, and the International School of Phnom Penh (ISPP).",Phnom Penh,Chamkarmon,Tonle Bassac,Villa,FALSE,residential,https://www.realestate.com.kh/200464/,en,11.55,104.93
510,224455,550000,5,,221,"- Address: Commune Boeng Kok 2 , District Tuol Kork , Phnom Penh - Land area :  8.5m x 26m - Built up area : 4.5m x 16.55m - Floors ( s ) : 4 - Price : $550,000",Phnom Penh,Toul Kork,Boeung Kak 2,Villa,FALSE,residential,https://www.realestate.com.kh/224455/,en,11.562248,104.898461
1292,246728,320000,6,7,221,"This spacious  6-bedroom, 7-bathroom villa  is now available for sale, offering both luxury and convenience in an ideal location. Situated on a  13m x 17m land size  with a 12.5m x 13m building size, the villa provides ample space for comfortable living and entertaining. Located just  5 minutes from Phnom Penh International Airport, it’s close to commercial areas, international schools, coffee shops, supermarkets, and a variety of restaurants, making it a perfect choice for families or businesses looking for a prime spot in the city. Key Features 6 Bedrooms, 7 Bathrooms Land Size: 13m x 17m Building Size: 12.5m x 13m 5 Minutes from Phnom Penh International Airport Near Commercial Areas, International Schools, Coffee Shops, Supermarkets, and Restaurants",Phnom Penh,Sen Sok,Tuek Thla,Villa,FALSE,residential,https://www.realestate.com.kh/246728/,en,11.578108,104.87022
1468,243542,390000,4,5,221,"Attwoods Villa Urgent Sale Price: 390,000$ Land size: 221m2 House size: 352m2 Room: 4 big rooms and 3 small rooms",Phnom Penh,Sen Sok,Tuek Thla,Villa,FALSE,residential,https://www.realestate.com.kh/243542/,en,11.5603274,104.8658743
2864,248589,160000,4,5,222,"?? # Flat Twins for # instant sale! Nearly # Prek Lin House: # Backlow Business & Side League: 2,5M ?? Land Size: ?? Bathroom: 5 ?? Living Room: 1 ?? Kitchen / Parking Parken Sangkat Sangkor Phnom Penh ?? Hard Hard Title ??code: Re024-A149",Phnom Penh,Dangkao,Spean Thma,House,FALSE,residential,https://www.realestate.com.kh/248589/,km,11.504923,104.891869
1618,245982,330000,5,6,222.5,"Discover a spacious Twin B Villa available for both sale and rent in the Borey Peng Huoth The Star Mera Garden community. This villa offers a substantial land size of 8.9m x 25m with a house size of 6m x 15m , providing plenty of room for comfortable living. It stands on three floors (E0, E1, E2), facing south , and includes a Borey title . Inside, the villa has 5 bedrooms and 6 bathrooms , ideal for larger families or those who value extra space. It comes unfurnished , allowing you to design the interiors as you wish. The layout includes a single living room and kitchen , making it practical for daily living. Located conveniently, the villa is a short 5-minute drive to AEON Mall Mean Chey and only 10 minutes to Chip Mong Mega Mall 271 , ISPP International School , and various commercial areas, ensuring everything you need is close by. Take a look and see how this home could fit your lifestyle. Contact us today to learn more! Key Features: • Land size: 8.9m x 25m • House size: 6m x 15m • 3 Floors (E0, E1, E2) • Borey title • South facing • Non-furnished • 5 Bedrooms, 6 Bathrooms • 1 Living room, 1 Kitchen • Management fee on discussion • Close to AEON Mall Mean Chey, Chip Mong Mega Mall, ISPP International School, and other nearby attractions",Phnom Penh,Dangkao,Cheung Aek,Twin Villa,FALSE,residential,https://www.realestate.com.kh/245982/,en,11.48018036,104.9171194
4191,247710,4000000,,,224.75,"Building for sale Property code: ABD24-002 Sell Price For sale price: 4,000,000$ (Can negotiation) Land size Land area: 14.5m x 15.5m Building size Building area: 12.5m x 13.5m Total floor Total floor: 5F Units Room: 32 rooms Location Address: 7 Makara district, Phnom Penh",Phnom Penh,7 Makara,Ou Ruessei 1,other,FALSE,commercial,https://www.realestate.com.kh/247710/,zh-CN,11.537783,104.920232
2067,241946,398000,2,2,225,"- Address: Commune Chroy Changva, District  Chroy Changva, Phnom Penh - Land area :7.5m x 30m - Building area : 4.5m x 17m - Room ( s ) : 2 - Price : $ 398,000 - ID : KEY-18883",Phnom Penh,Chroy Changvar,Chroy Changvar,Villa,FALSE,residential,https://www.realestate.com.kh/241946/,en,11.589674,104.925654
3962,226576,4500000,,,225,"Building Apartment For Rent and SALE -Price For Sale: $4,500,000 -Property ID: CM-B-115 -Property Size: 15m x 15m -5 Floors -Bedrooms 14 -Bathrooms 15 -Parking Space *Fully Furnished -Lift ??Location: Near Independence Monument (Next To Riverside)",Phnom Penh,Chamkarmon,Tonle Bassac,other,FALSE,commercial,https://www.realestate.com.kh/226576/,en,11.55426027,104.93014
3990,200383,562500,,,225,"Warehouse Big Land for Sale in Sen Sok Area, Phnom Penh/T’S HOME Real Estate Phnom Penh Property ID : TS-657 Land Size : 225sqm Hard Title Price : USD 2,500 / sqm Location : Khmounh, Sen Sok Area, Phnom Penh.",Phnom Penh,Sen Sok,Khmuonh,Warehouse,FALSE,commercial,https://www.realestate.com.kh/200383/,en,11.55,104.89
4142,244920,3500,,,225,"This is an excellent opportunity for a profitable investment in Toul Kork. The pub business is available for sale at $3,500 , with a monthly rental fee of $1,100 . The property sits on a 15m x 15m land plot and is south-facing , ensuring ample natural light throughout the day. Located in a convenient area of Toul Kork, this business benefits from its proximity to well-known restaurants , malls such as TK Avenue and Khalandale Mall, and various commercial buildings and residential villas . The sale includes all furniture , making it a ready-to-operate investment. Don’t miss out on this great chance to own a thriving business in a prime location. Act now! Key Features: • Sale Price: $3,500 • Monthly Rental Fee: $1,100 • Land Size: 15m x 15m • South-Facing • Includes All Furniture • Convenient Location",Phnom Penh,Toul Kork,Boeung Kak 1,Business,FALSE,commercial,https://www.realestate.com.kh/244920/,en,11.537783,104.920235
1628,249510,370000,6,6,226,"This spacious 3-floor villa offers a modern living experience in a prime location, just 5 minutes from Hun Sen Blvd (60M), Aeon Mall 3 Meanchey, ISPP International School, and Techo International Airport. Situated in a growing commercial area, it provides easy access to coffee shops, supermarkets, and restaurants—perfect for families or investors. This new villa offers both comfort and convenience—ideal for those looking for a spacious home in a well-connected and growing neighborhood. Don't miss this opportunity! ?? Contact us for more details. • Land size: 226 sqm • House size: 219 sqm • Floors: 3 (E0, E1, E2) • Facing direction: North • Bedrooms: 4 + 2 maid rooms • Bathrooms: 6 • Living room: 1 • Kitchen: 1 • Small office room: 1 • Storage room: 1 • Condition: New and unfurnished • Located in Borey Chankiri 1",Phnom Penh,Dangkao,Preaek Kampues,Villa,FALSE,residential,https://www.realestate.com.kh/249510/,en,11.4847104,104.8888255
496,230600,7960000,3,3,226.2,"3Bed Luxury Penthouse $796K Sale Corner for Rent ?? floor 31th +  unit type: duplex + size: 226.20 sqm + bathroom: 3 + bedroom: 3 + big living area + big morden kitchen space + big dining area + unit 31-10 ?? Unit direction: West & North ?? View: riverside, diamond island, city view, etc. ?? full price: $885,000 + promotion: 10% off + selling price: $796,500 ?? Payment: + booking $3,000 + sign SPA: 30% + 20% pay for 12 mnth no interest + handover: 50% ?? include: + kitchen + bathroom + closet + aircon Other Fees + water $0.25/kilo + eletric $0.25/kilo",Phnom Penh,Chamkarmon,Tonle Bassac,Condo,FALSE,residential,https://www.realestate.com.kh/230600/,en,11.54702282,104.9295504
3423,229391,885000,,,226.2,"3Bed Luxury Penthouse $796K Sale Corner for Rent ?? floor 31th + unit type: duplex + size: 226.20 sqm + bathroom: 3 + bedroom: 3 + big living area + big morden kitchen space + big dining area + unit 31-10 ?? Unit direction: West & North ?? View: riverside, diamond island, city view, etc. ?? full price: $885,000 + promotion: 10% off + selling price: $796,500 ?? Payment: + booking $3,000 + sign SPA: 30% + 20% pay for 12 mnth no interest + handover: 50% ?? include: + kitchen + bathroom + closet + aircon Other Fees + water $0.25/kilo + eletric $0.25/kilo",Phnom Penh,Chamkarmon,Tonle Bassac,Condo,FALSE,residential,https://www.realestate.com.kh/229391/,en,11.5429863,104.923199
3332,236946,980000,3,3,226.8,"Three bedrooms duplex penthouse for Sale Location: Tonle Bassac, Chamkamorn, Phnom Penh Floor: 31th Unit: Duplex Size: 226.80sqm Price: $980,000 Bedroom: 3 Bathroom: 3 Promotion: 10% discount Pay off: 15% discount Included: bathroom kitchen aircon closet Managenment fee: $1.50/sqm Parking: $40/1car/month",Phnom Penh,Chamkarmon,Tonle Bassac,Penthouse,FALSE,residential,https://www.realestate.com.kh/236946/,en,11.5445,104.913586
1174,247997,350000,4,5,227,"comfortable living or a perfect business space in this fully-furnished Twins Villa available for sale. This spacious villa features 4 bedrooms and 5 bathrooms, offering plenty of space for family or office use. The property also includes a cozy living room and a modern kitchen for all your daily needs. Built on a generous 227m² land plot, the house itself measures 6m x 12m across 3 floors. Its East-facing design brings in natural morning light, creating a bright and welcoming atmosphere. The property comes with a Borey title and the transfer fee is included, making the buying process smooth and hassle-free. Located in a growing area, this villa is just a 10-minute drive from Chroy Changvar Bridge and is surrounded by many new borey projects, offering excellent potential for investment and convenience. Don't miss out on this great opportunity for living or business. Contact us today to schedule a viewing! Key Features: - Fully-furnished Twins Villa - 4 Bedrooms and 5 Bathrooms - Spacious Living Room and Modern Kitchen - Land Size: 227m² | House Size: 6m x 12m - 3 Floors | East-facing - Borey title with transfer fee included - 10 minutes from Chroy Changvar Bridge - Surrounded by new borey projects - Ideal for both living and business",Phnom Penh,Chroy Changvar,Preaek Lieb,Twin Villa,FALSE,residential,https://www.realestate.com.kh/247997/,en,11.658559,104.913169
1938,240140,1589000,,,227,"Presenting an exquisite real estate offering with meticulous attention to detail: Land and House Dimensions: 14 meters by 16 meters Total Land Area: 227 square meters Total Floors: 3 Ownership Information: Secure your investment with Freehold tenure, administered under the prestigious Land Management and Administration Project (LMap). Prime Location: Situated along the bustling main business thoroughfare, Street 315, in the esteemed Sangkat Boeung Kak 1, Khan Tuol Kork, Phnom Penh. This distinguished property combines optimal dimensions, ample space, and a coveted location, making it an exceptional opportunity in the realm of real estate. Seize the chance to explore the potential and secure a lasting investment in this highly sought-after address.",Phnom Penh,Toul Kork,Boeung Kak 1,Shophouse,FALSE,residential,https://www.realestate.com.kh/240140/,en,11.5817337,104.8973198
2294,252328,650000,,,227,"This house with hard title is now available for sale . It sits on a land size of 15.5m x 20m , with a total land area of 227 sqm . The property offers open space for residential living, renovation, or future development . Located near Chea Sim Samaki High School, Heng Ly Market, Somnong 12 Market , and surrounded by coffee shops, supermarkets, and restaurants , it is in a convenient area for daily life and long-term value. This is a good option for homebuyers or investors looking for space in a growing neighborhood. Contact us now to learn more or book a site visit. Key Features: - Land size: 15.5m x 20m - Total land area: 227 sqm - Hard title - Suitable for home or development - Near schools, markets, and shops",Phnom Penh,Toul Kork,Boeung Salang,House,FALSE,residential,https://www.realestate.com.kh/252328/,en,11.572623,104.89913
3535,249311,1500000,12,13,227.13,"This 4-story house is available for sale or rent near Ouressei Local Market . It is located in a busy commercial area , making it a great choice for living, business, or investment . The property is close to major landmarks, including the National Olympic Stadium, Olympic Market, Olympia Mall, and City Mall . The land size is 11.30m × 20.10m , and the house size is 8.50m × 15m . The house has 12 bedrooms and 13 bathrooms , making it suitable for large families, office spaces, or rental business opportunities. It also includes a living room, kitchen, and an elevator . The house faces east and has a hard title , ensuring secure ownership. The transfer fee is negotiable . The property is unfurnished , allowing customization based on your needs. This is a rare opportunity to own or rent a spacious property in a high-demand area. Contact us now to schedule a viewing. Key Features: • 4-Story house near Ouressei Local Market • Land size: 11.30m × 20.10m • House size: 8.50m × 15m • 12 Bedrooms I 13 Bathrooms • 1 Living room I 1 Kitchen I 1 Elevator • Hard title (Secure ownership) • Transfer fee: Negotiable • Unfurnished (Customizable) • Facing: East • Close to Olympic Stadium, Olympic Market, Olympia Mall, and City Mall",Phnom Penh,7 Makara,Boeung Prolit,House,FALSE,residential,https://www.realestate.com.kh/249311/,en,11.5539125,104.9154334
227,224156,1000000,5,5,228,"Borey Peng Hout Boeung Snor (Mestery Project) - Sale Price: $1,100,000 - Rental Price: $6,000/ month House size : 12m x19m Land size : 18m x25m Title : Borey title Bedroom : 05 Bathroom : 05 Living Room : 01 Kitchen : 02 Facing : North Floor : E0, E1, E2",Phnom Penh,Chbar Ampov,Nirouth,Villa,FALSE,residential,https://www.realestate.com.kh/224156/,en,11.52928,104.941454
