,address_subdivision,address_locality,address_line_2,h_id,category_name,type,price_per_m2,land_area,price,longitude,latitude,population
5361,Phnom Penh,Russey Keo,Chrang Chamres I,88658468abfffff,Flat,residential,1633.66,118,192771.88,104.87779620092174,11.62767298669783,5723.0
5362,Phnom Penh,Russey Keo,Chrang Chamres I,88658468abfffff,Flat,residential,1633.66,118,192771.88,104.87779620092174,11.62767298669783,5723.0
5363,Phnom Penh,Russey Keo,Chrang Chamres I,88658468abfffff,Flat,residential,1633.66,118,192771.88,104.87779620092174,11.62767298669783,5723.0
5364,Phnom Penh,Russey Keo,Chrang Chamres I,88658468abfffff,Flat,residential,1633.66,118,192771.88,104.87779620092174,11.62767298669783,5723.0
5365,Phnom Penh,Russey Keo,Tuol Sangke,88658468c5fffff,Condo,residential,2500.0,114,285000.0,104.89728789253125,11.59800930864344,4612.0
5366,Phnom Penh,Russey Keo,Tuol Sangke,88658468c5fffff,Condo,residential,2500.0,114,285000.0,104.89728789253125,11.59800930864344,4612.0
5367,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a5dfffff,Shophouse,residential,2240.9,102,228571.80000000002,104.97274424797101,11.520162875611407,1099.0
5368,Phnom Penh,Sen Sok,Krang Thnong,8865846f05fffff,Villa,residential,897.44,48,43077.12,104.84965618786718,11.567836452161092,2987.0
5369,Phnom Penh,Sen Sok,Krang Thnong,8865846f05fffff,Villa,residential,897.44,48,43077.12,104.84965618786718,11.567836452161092,2987.0
5370,Phnom Penh,Toul Kork,Boeung Kak 2,8865846a83fffff,Apartment,residential,2590.09,70,181306.30000000002,104.8958353059225,11.556747833259859,29015.0
5371,Phnom Penh,Toul Kork,Boeung Kak 2,8865846a83fffff,Apartment,residential,2590.09,70,181306.30000000002,104.8958353059225,11.556747833259859,29015.0
5372,Phnom Penh,Sen Sok,Kouk Khleang,8865846f67fffff,Land/Development,residential,850.0,40,34000.0,104.8596509167886,11.569896814445677,4408.0
5373,Phnom Penh,Dangkao,Dangkao,88658461c5fffff,House,residential,416.67,54,22500.18,104.88659977213446,11.489562962164436,1386.0
5374,Phnom Penh,Dangkao,Dangkao,88658461c5fffff,House,residential,416.67,54,22500.18,104.88659977213446,11.489562962164436,1386.0
5375,Phnom Penh,Chamkarmon,Tonle Bassac,8865846aa9fffff,Condo,residential,3580.45,56,200505.19999999998,104.91571559708623,11.573655172870971,16037.0
5376,Phnom Penh,Chamkarmon,Tonle Bassac,8865846aa9fffff,Condo,residential,3580.45,56,200505.19999999998,104.91571559708623,11.573655172870971,16037.0
5377,Phnom Penh,Chamkarmon,Tonle Bassac,8865846aa9fffff,Condo,residential,3580.45,56,200505.19999999998,104.91571559708623,11.573655172870971,16037.0
5378,Phnom Penh,Chamkarmon,Tonle Bassac,8865846aa9fffff,Condo,residential,3580.45,56,200505.19999999998,104.91571559708623,11.573655172870971,16037.0
5379,Phnom Penh,Chamkarmon,Tonle Bassac,8865846aa9fffff,Condo,residential,3580.45,56,200505.19999999998,104.91571559708623,11.573655172870971,16037.0
5380,Phnom Penh,Chamkarmon,Tonle Bassac,8865846aa9fffff,Condo,residential,3580.45,56,200505.19999999998,104.91571559708623,11.573655172870971,16037.0
5381,Phnom Penh,Chamkarmon,Tonle Bassac,8865846aa9fffff,Condo,residential,3580.45,56,200505.19999999998,104.91571559708623,11.573655172870971,16037.0
5382,Phnom Penh,Chamkarmon,Tonle Bassac,8865846aa9fffff,Condo,residential,3580.45,56,200505.19999999998,104.91571559708623,11.573655172870971,16037.0
5383,Phnom Penh,Chamkarmon,Tonle Bassac,8865846aa9fffff,Condo,residential,3580.45,56,200505.19999999998,104.91571559708623,11.573655172870971,16037.0
5384,Phnom Penh,Chamkarmon,Tonle Bassac,8865846aa9fffff,Condo,residential,3580.45,56,200505.19999999998,104.91571559708623,11.573655172870971,16037.0
5385,Phnom Penh,Chamkarmon,Tonle Bassac,8865846aa9fffff,Condo,residential,3580.45,56,200505.19999999998,104.91571559708623,11.573655172870971,16037.0
5386,Phnom Penh,Por Sen Chey,Kamboul,8865846ee5fffff,Flat,residential,1009.62,68,68654.16,104.76707793344848,11.532000615969867,140.0
5387,Phnom Penh,Por Sen Chey,Chaom Chau 1,8865846f19fffff,Retreat,residential,785.91,64,50298.24,104.82300323256851,11.551450056257634,3163.0
5388,Phnom Penh,Por Sen Chey,Chaom Chau 1,8865846f19fffff,Retreat,residential,785.91,64,50298.24,104.82300323256851,11.551450056257634,3163.0
5389,Phnom Penh,Meanchey,Boeung Tumpun 2,8865846a89fffff,Condo,residential,1155.96,106,122531.76000000001,104.91084641754182,11.542785476088604,21669.0
5390,Phnom Penh,Meanchey,Boeung Tumpun 2,8865846a89fffff,Condo,residential,1155.96,106,122531.76000000001,104.91084641754182,11.542785476088604,21669.0
5391,Phnom Penh,Meanchey,Boeung Tumpun 2,8865846a89fffff,Condo,residential,1155.96,106,122531.76000000001,104.91084641754182,11.542785476088604,21669.0
5392,Phnom Penh,Meanchey,Boeung Tumpun 2,8865846a89fffff,Condo,residential,1155.96,106,122531.76000000001,104.91084641754182,11.542785476088604,21669.0
5393,Phnom Penh,Por Sen Chey,Snaor,8865846c2bfffff,Villa,residential,260.71,56,14599.759999999998,104.77714416781409,11.585849122784444,105.0
5394,Phnom Penh,Por Sen Chey,Kakap,8865846f09fffff,Condo,residential,1793.4,50,89670.0,104.84677403544029,11.55415297180884,3331.0
5395,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d3fffff,House,residential,1611.11,100,161111.0,104.8624640634028,11.59343420489198,3707.0
5396,Phnom Penh,Sen Sok,Ou Baek K'am,8865846a91fffff,Villa,residential,4062.5,36,146250.0,104.88321533952447,11.545882572548647,15646.0
5397,Phnom Penh,Sen Sok,Ou Baek K'am,8865846a91fffff,Villa,residential,4062.5,36,146250.0,104.88321533952447,11.545882572548647,15646.0
5398,Phnom Penh,Por Sen Chey,Chaom Chau 1,8865846e6dfffff,Flat,residential,733.33,30,21999.9,104.83644059635819,11.516364766056512,8396.0
5399,Phnom Penh,Meanchey,Chak Angrae Kraom,886584610bfffff,Twin Villa,residential,2211.62,106,234431.72,104.92449012807286,11.492635633926108,26.0
5400,Phnom Penh,Chamkarmon,BKK 2,8865846a81fffff,Condo,residential,2941.18,62,182353.16,104.90100817522726,11.553222389185482,26838.0
5401,Phnom Penh,Chamkarmon,BKK 2,8865846a81fffff,Condo,residential,2941.18,62,182353.16,104.90100817522726,11.553222389185482,26838.0
5402,Phnom Penh,Chamkarmon,BKK 2,8865846a81fffff,Condo,residential,2941.18,62,182353.16,104.90100817522726,11.553222389185482,26838.0
5403,Phnom Penh,Chamkarmon,BKK 2,8865846a81fffff,Condo,residential,2941.18,62,182353.16,104.90100817522726,11.553222389185482,26838.0
5404,Phnom Penh,Chamkarmon,BKK 2,8865846a81fffff,Condo,residential,2941.18,62,182353.16,104.90100817522726,11.553222389185482,26838.0
5405,Phnom Penh,Chamkarmon,BKK 2,8865846a81fffff,Condo,residential,2941.18,62,182353.16,104.90100817522726,11.553222389185482,26838.0
5406,Phnom Penh,Meanchey,Chak Angrae Kraom,886584610dfffff,Land/Development,residential,1674.6,100,167460.0,104.93887417822624,11.492616458144635,5303.0
5407,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d5fffff,condo,residential,195.4,88,17195.2,104.87715991418713,11.599405964074249,2630.0
5408,Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846f67fffff,Land/Development,residential,724.4,112,81132.8,104.86321164794067,11.575641937246745,4408.0
5409,Phnom Penh,Chamkarmon,Tonle Bassac,8865846ae1fffff,Condo,residential,2832.42,42,118961.64,104.93238334022791,11.556910016254934,20064.0
5410,Phnom Penh,Chamkarmon,Tonle Bassac,8865846ae1fffff,Condo,residential,2832.42,42,118961.64,104.93238334022791,11.556910016254934,20064.0
5411,Phnom Penh,Chamkarmon,Tonle Bassac,8865846ae1fffff,Condo,residential,2832.42,42,118961.64,104.93238334022791,11.556910016254934,20064.0
5412,Phnom Penh,Chamkarmon,Tonle Bassac,8865846ae1fffff,Condo,residential,2832.42,42,118961.64,104.93238334022791,11.556910016254934,20064.0
5413,Phnom Penh,Chamkarmon,Tonle Bassac,8865846ae1fffff,Condo,residential,2832.42,42,118961.64,104.93238334022791,11.556910016254934,20064.0
5414,Phnom Penh,Dangkao,Cheung Aek,886584602dfffff,Land/Development,residential,1300.0,34,44200.0,104.91403089698329,11.471798280727121,567.0
5415,Phnom Penh,Chroy Changvar,Preaek Ta Sek,88658469d7fffff,Unit,residential,1234.38,44,54312.72,104.90161435542014,11.64905282934981,1716.0
5416,Phnom Penh,Chroy Changvar,Preaek Ta Sek,88658469d7fffff,Unit,residential,1234.38,44,54312.72,104.90161435542014,11.64905282934981,1716.0
5417,Phnom Penh,Por Sen Chey,Kakab 1,8865846f0dfffff,Condo,residential,1388.89,88,122222.32,104.84710696135424,11.55677191010585,5105.0
5418,Phnom Penh,Chroy Changvar,Bak Kaeng,88658469ddfffff,Shophouse,residential,1429.95,62,88656.90000000001,104.91437592073993,11.642130466809418,3373.0
5419,Phnom Penh,Dangkao,Dangkao,88658461c5fffff,Retreat,residential,1322.75,112,148148.0,104.88570578214198,11.49815962907811,1386.0
5420,Phnom Penh,Dangkao,Dangkao,88658461c5fffff,Retreat,residential,1322.75,112,148148.0,104.88570578214198,11.49815962907811,1386.0
5421,Phnom Penh,Chroy Changvar,Preaek Lieb,88658469ddfffff,Shophouse,residential,1941.85,112,217487.19999999998,104.92129978645694,11.643653789758403,3373.0
5422,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a5dfffff,Villa,residential,1879.52,44,82698.88,104.96724223641905,11.518792853399733,1099.0
5423,Phnom Penh,Sen Sok,Khmuonh,88658468d7fffff,Land/Development,residential,1300.0,60,78000.0,104.86549618709638,11.597920721487649,4758.0
5424,Phnom Penh,Sen Sok,Kouk Khleang,8865846d65fffff,Land/Development,residential,459.77,48,22068.96,104.84030510201167,11.627339502086155,1383.0
5425,Phnom Penh,Prek Pnov,Ponhea Pon,8865846d5dfffff,Unit,residential,766.36,38,29121.68,104.81778517760189,11.59674218790811,2903.0
5426,Phnom Penh,Chamkarmon,Tonle Bassac,8865846a17fffff,Offices,commercial,2668.36,104,277509.44,104.94443649826958,11.5454298707649,5336.0
5427,Phnom Penh,Chamkarmon,Tonle Bassac,8865846a17fffff,Offices,commercial,2668.36,104,277509.44,104.94443649826958,11.5454298707649,5336.0
5428,Phnom Penh,Chbar Ampov,Preaek Aeng,88658478bbfffff,Land/Development,residential,280.3,44,12333.2,104.97285165500269,11.495587837494753,314.0
5429,Phnom Penh,Chbar Ampov,Preaek Aeng,88658478bbfffff,Land/Development,residential,280.3,44,12333.2,104.97285165500269,11.495587837494753,314.0
5430,Phnom Penh,Chbar Ampov,Preaek Aeng,88658478bbfffff,Land/Development,residential,280.3,44,12333.2,104.97285165500269,11.495587837494753,314.0
5431,Phnom Penh,Chamkarmon,Tonle Bassac,8865846acdfffff,Condo,residential,2078.3,58,120541.40000000001,104.92811578482421,11.535373658734722,5626.0
5432,Phnom Penh,Chamkarmon,Tonle Bassac,8865846acdfffff,Condo,residential,2078.3,58,120541.40000000001,104.92811578482421,11.535373658734722,5626.0
5433,Phnom Penh,Chamkarmon,Tonle Bassac,8865846acdfffff,Condo,residential,2078.3,58,120541.40000000001,104.92811578482421,11.535373658734722,5626.0
5434,Phnom Penh,Chbar Ampov,Kbal Kaoh,8865847887fffff,Land/Development,residential,360.0,46,16560.0,104.98937207059932,11.493407350652284,1135.0
5435,Phnom Penh,Sen Sok,Kouk Khleang,88658468d3fffff,Villa,residential,1039.26,64,66512.64,104.85818420553748,11.591594013230047,3707.0
5436,Phnom Penh,Sen Sok,Krang Thnong,8865846f29fffff,Villa,residential,512.5,70,35875.0,104.85221840376883,11.577130293553042,5234.0
5437,Phnom Penh,7 Makara,Veal Vong,8865846aa9fffff,Condo,residential,1797.03,78,140168.34,104.91379951505704,11.568384019436566,16037.0
5438,Phnom Penh,7 Makara,Veal Vong,8865846aa9fffff,Condo,residential,1797.03,78,140168.34,104.91379951505704,11.568384019436566,16037.0
5439,Phnom Penh,7 Makara,Veal Vong,8865846aa9fffff,Condo,residential,1797.03,78,140168.34,104.91379951505704,11.568384019436566,16037.0
5440,Phnom Penh,7 Makara,Veal Vong,8865846aa9fffff,Condo,residential,1797.03,78,140168.34,104.91379951505704,11.568384019436566,16037.0
5441,Phnom Penh,7 Makara,Veal Vong,8865846aa9fffff,Condo,residential,1797.03,78,140168.34,104.91379951505704,11.568384019436566,16037.0
5442,Phnom Penh,7 Makara,Veal Vong,8865846aa9fffff,Condo,residential,1797.03,78,140168.34,104.91379951505704,11.568384019436566,16037.0
5443,Phnom Penh,7 Makara,Veal Vong,8865846aa9fffff,Condo,residential,1797.03,78,140168.34,104.91379951505704,11.568384019436566,16037.0
5444,Phnom Penh,7 Makara,Veal Vong,8865846aa9fffff,Condo,residential,1797.03,78,140168.34,104.91379951505704,11.568384019436566,16037.0
5445,Phnom Penh,7 Makara,Veal Vong,8865846aa9fffff,Condo,residential,1797.03,78,140168.34,104.91379951505704,11.568384019436566,16037.0
5446,Phnom Penh,7 Makara,Veal Vong,8865846aa9fffff,Condo,residential,1797.03,78,140168.34,104.91379951505704,11.568384019436566,16037.0
5447,Phnom Penh,7 Makara,Veal Vong,8865846aa9fffff,Condo,residential,1797.03,78,140168.34,104.91379951505704,11.568384019436566,16037.0
5448,Phnom Penh,Sen Sok,Tuek Thla,8865846abbfffff,Apartment,residential,1968.25,42,82666.5,104.87923723607089,11.562718239330971,11443.0
5449,Phnom Penh,Chroy Changvar,Chroy Changvar,886586a699fffff,Villa,residential,341.33,30,10239.9,104.93048232316106,11.695847078526041,1681.0
5450,Phnom Penh,Sen Sok,Khmuonh,8865846d61fffff,Land/Development,residential,3666.67,82,300666.94,104.84329992553171,11.620491930111614,1339.0
5451,Phnom Penh,Sen Sok,Khmuonh,8865846d61fffff,Land/Development,residential,3666.67,82,300666.94,104.84329992553171,11.620491930111614,1339.0
5452,Phnom Penh,Sen Sok,Khmuonh,8865846d61fffff,Land/Development,residential,3666.67,82,300666.94,104.84329992553171,11.620491930111614,1339.0
5453,Phnom Penh,Russey Keo,Tuol Sangke,88658468a9fffff,Villa,residential,1478.26,86,127130.36,104.8849429560987,11.6275844210499,3341.0
5454,Phnom Penh,Russey Keo,Tuol Sangke,88658468a9fffff,Villa,residential,1478.26,86,127130.36,104.8849429560987,11.6275844210499,3341.0
5455,Phnom Penh,Meanchey,Boeung Tumpun,8865846acbfffff,Condo,residential,1153.85,106,122308.09999999999,104.91651464042515,11.527016802949227,27484.0
5456,Phnom Penh,Meanchey,Boeung Tumpun,8865846acbfffff,Condo,residential,1153.85,106,122308.09999999999,104.91651464042515,11.527016802949227,27484.0
5457,Phnom Penh,Meanchey,Boeung Tumpun,8865846acbfffff,Condo,residential,1153.85,106,122308.09999999999,104.91651464042515,11.527016802949227,27484.0
5458,Phnom Penh,Chbar Ampov,Nirouth,8865846127fffff,Shophouse,residential,3235.29,72,232940.88,104.93153212334462,11.527474259152433,8114.0
5459,Phnom Penh,Chbar Ampov,Nirouth,8865846127fffff,Shophouse,residential,3235.29,72,232940.88,104.93153212334462,11.527474259152433,8114.0
5460,Phnom Penh,Chbar Ampov,Nirouth,8865846127fffff,Shophouse,residential,3235.29,72,232940.88,104.93153212334462,11.527474259152433,8114.0
5461,Phnom Penh,Chbar Ampov,Nirouth,8865846127fffff,Shophouse,residential,3235.29,72,232940.88,104.93153212334462,11.527474259152433,8114.0
5462,Phnom Penh,Chbar Ampov,Nirouth,8865846127fffff,Shophouse,residential,3235.29,72,232940.88,104.93153212334462,11.527474259152433,8114.0
5463,Phnom Penh,Chroy Changvar,Bak Kaeng,886586a69bfffff,Unit,residential,1080.4,116,125326.40000000001,104.92694557183071,11.699780346940267,67.0
5464,Phnom Penh,Dangkao,Prey Sa,886584618dfffff,Shophouse,residential,3048.78,70,213414.6,104.88079609772642,11.499902352872242,653.0
5465,Phnom Penh,Dangkao,Prey Sa,886584618dfffff,Shophouse,residential,3048.78,70,213414.6,104.88079609772642,11.499902352872242,653.0
5466,Phnom Penh,Chroy Changvar,Preaek Lieb,8865846837fffff,Villa,residential,1331.85,92,122530.2,104.91764746776995,11.632270195651627,2575.0
5467,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468ddfffff,Land/Development,residential,790.0,70,55300.0,104.88436957206373,11.589542427654518,3193.0
5468,Phnom Penh,Meanchey,Boeung Tumpun,8865846ad9fffff,Warehouse,commercial,817.61,88,71949.68000000001,104.90331283010556,11.520920668122574,18627.0
5469,Phnom Penh,Meanchey,Boeung Tumpun,8865846ad9fffff,Warehouse,commercial,817.61,88,71949.68000000001,104.90331283010556,11.520920668122574,18627.0
5470,Phnom Penh,Meanchey,Boeung Tumpun,8865846ad9fffff,Warehouse,commercial,817.61,88,71949.68000000001,104.90331283010556,11.520920668122574,18627.0
5471,Phnom Penh,Toul Kork,Boeung Salang,8865846a81fffff,House,residential,2171.43,76,165028.68,104.90314323549464,11.558720569767377,26838.0
5472,Phnom Penh,Toul Kork,Boeung Salang,8865846a81fffff,House,residential,2171.43,76,165028.68,104.90314323549464,11.558720569767377,26838.0
5473,Phnom Penh,Toul Kork,Boeung Salang,8865846a81fffff,House,residential,2171.43,76,165028.68,104.90314323549464,11.558720569767377,26838.0
5474,Phnom Penh,Toul Kork,Boeung Salang,8865846a81fffff,House,residential,2171.43,76,165028.68,104.90314323549464,11.558720569767377,26838.0
5475,Phnom Penh,Toul Kork,Boeung Salang,8865846a81fffff,House,residential,2171.43,76,165028.68,104.90314323549464,11.558720569767377,26838.0
5476,Phnom Penh,Toul Kork,Boeung Salang,8865846a81fffff,House,residential,2171.43,76,165028.68,104.90314323549464,11.558720569767377,26838.0
5477,Phnom Penh,Sen Sok,Khmuonh,8865846891fffff,Land/Development,residential,693.37,52,36055.24,104.85717217257222,11.60252884141412,1452.0
5478,Phnom Penh,Por Sen Chey,Kamboul,8865846f1bfffff,Land/Development,residential,250.0,56,14000.0,104.80825652866386,11.54330307227681,4190.0
5479,Phnom Penh,Por Sen Chey,Kamboul,8865846f1bfffff,Land/Development,residential,250.0,56,14000.0,104.80825652866386,11.54330307227681,4190.0
5480,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468c1fffff,Condo,residential,2343.75,58,135937.5,104.89603291819657,11.591520364199335,3083.0
5481,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468c1fffff,Condo,residential,2343.75,58,135937.5,104.89603291819657,11.591520364199335,3083.0
5482,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468c1fffff,Condo,residential,2343.75,58,135937.5,104.89603291819657,11.591520364199335,3083.0
5483,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468c1fffff,Condo,residential,2343.75,58,135937.5,104.89603291819657,11.591520364199335,3083.0
5484,Phnom Penh,Prek Pnov,Kouk Roka,886580d243fffff,Unit,residential,2753.74,46,126672.04,104.86455104428266,11.648044167757867,2626.0
5485,Phnom Penh,Prek Pnov,Kouk Roka,886580d243fffff,Unit,residential,2753.74,46,126672.04,104.86455104428266,11.648044167757867,2626.0
5486,Phnom Penh,Prek Pnov,Kouk Roka,886580d243fffff,Unit,residential,2753.74,46,126672.04,104.86455104428266,11.648044167757867,2626.0
5487,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468ddfffff,Unit,residential,2777.78,62,172222.36000000002,104.87773175462287,11.58901706002695,3193.0
5488,Phnom Penh,Meanchey,Chak Angrae Leu,8865846135fffff,Condo,residential,1894.07,90,170466.3,104.91990826993307,11.517487174345282,22376.0
5489,Phnom Penh,Meanchey,Chak Angrae Leu,8865846135fffff,Condo,residential,1894.07,90,170466.3,104.91990826993307,11.517487174345282,22376.0
5490,Phnom Penh,Meanchey,Chak Angrae Leu,8865846135fffff,Condo,residential,1894.07,90,170466.3,104.91990826993307,11.517487174345282,22376.0
5491,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468ddfffff,Shophouse,residential,2755.56,78,214933.68,104.87939052907016,11.587828185735402,3193.0
5492,Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846ab3fffff,Hotel,commercial,2271.39,86,195339.53999999998,104.88330110878944,11.574355188182091,4119.0
5493,Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846ab3fffff,Hotel,commercial,2271.39,86,195339.53999999998,104.88330110878944,11.574355188182091,4119.0
5494,Phnom Penh,Sen Sok,Krang Thnong,8865846f2dfffff,House,residential,1829.27,46,84146.42,104.85449263786136,11.57775729933071,4051.0
5495,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a4dfffff,Unit,residential,1199.36,86,103144.95999999999,104.99541189400638,11.530692871179182,2286.0
5496,Phnom Penh,Por Sen Chey,Kamboul,8865846c59fffff,CommercialShophouse,commercial,952.28,36,34282.08,104.77368168135008,11.534870254424774,672.0
5497,Phnom Penh,Russey Keo,Chrang Chamres 2,88658468edfffff,Twin Villa,residential,1564.63,64,100136.32,104.91398056940602,11.61822813943536,5598.0
5498,Phnom Penh,Russey Keo,Chrang Chamres 2,88658468edfffff,Twin Villa,residential,1564.63,64,100136.32,104.91398056940602,11.61822813943536,5598.0
5499,Phnom Penh,Chamkarmon,Tonle Bassac,8865846a17fffff,Apartment,residential,2586.36,36,93108.96,104.942040094417,11.551710652244473,5336.0
5500,Phnom Penh,Chamkarmon,Tonle Bassac,8865846a17fffff,Apartment,residential,2586.36,36,93108.96,104.942040094417,11.551710652244473,5336.0
5501,Phnom Penh,Por Sen Chey,Chaom Chau 3,88658461b9fffff,Flat,residential,1445.58,54,78061.31999999999,104.85362681844106,11.508969842264147,10596.0
5502,Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846ab3fffff,Condo,residential,1785.71,116,207142.36000000002,104.87738410792255,11.571467915559062,4119.0
5503,Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846ab3fffff,Condo,residential,1785.71,116,207142.36000000002,104.87738410792255,11.571467915559062,4119.0
5504,Phnom Penh,Por Sen Chey,Samraong Kraom,8865846c6dfffff,Land/Development,residential,192.78,66,12723.48,104.8059639345661,11.56848439013157,874.0
5505,Phnom Penh,Chamkarmon,BKK 1,8865846a89fffff,Warehouse,commercial,3938.73,92,362363.16,104.9076695715623,11.546459658099126,21669.0
5506,Phnom Penh,Chamkarmon,BKK 1,8865846a89fffff,Warehouse,commercial,3938.73,92,362363.16,104.9076695715623,11.546459658099126,21669.0
5507,Phnom Penh,Chamkarmon,BKK 1,8865846a89fffff,Warehouse,commercial,3938.73,92,362363.16,104.9076695715623,11.546459658099126,21669.0
5508,Phnom Penh,Chamkarmon,BKK 1,8865846a89fffff,Warehouse,commercial,3938.73,92,362363.16,104.9076695715623,11.546459658099126,21669.0
5509,Phnom Penh,Por Sen Chey,Kamboul,8865846e29fffff,Villa,residential,535.71,32,17142.72,104.81235938568621,11.528495289482843,557.0
5510,Phnom Penh,Por Sen Chey,Kamboul,8865846e29fffff,Villa,residential,535.71,32,17142.72,104.81235938568621,11.528495289482843,557.0
5511,Phnom Penh,Chroy Changvar,Chroy Changvar,8865846859fffff,Land,commercial,1700.0,44,74800.0,104.94150083371592,11.576366106837432,2125.0
5512,Phnom Penh,Por Sen Chey,Kakab 1,8865846f0dfffff,Land,commercial,400.0,88,35200.0,104.85493979702926,11.560936330966417,5105.0
5513,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d5fffff,Twin Villa,residential,2002.68,36,72096.48,104.87703242469809,11.59179191458589,2630.0
5514,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a5dfffff,House,residential,229.17,66,15125.22,104.97343709220439,11.527194639270608,1099.0
5515,Phnom Penh,7 Makara,Mittapheap,8865846aabfffff,House,residential,1230.77,74,91076.98,104.90378879574367,11.574685244604066,17436.0
5516,Phnom Penh,7 Makara,Mittapheap,8865846aabfffff,House,residential,1230.77,74,91076.98,104.90378879574367,11.574685244604066,17436.0
5517,Phnom Penh,7 Makara,Mittapheap,8865846aabfffff,House,residential,1230.77,74,91076.98,104.90378879574367,11.574685244604066,17436.0
5518,Phnom Penh,7 Makara,Mittapheap,8865846aabfffff,House,residential,1230.77,74,91076.98,104.90378879574367,11.574685244604066,17436.0
5519,Phnom Penh,7 Makara,Mittapheap,8865846aabfffff,House,residential,1230.77,74,91076.98,104.90378879574367,11.574685244604066,17436.0
5520,Phnom Penh,7 Makara,Mittapheap,8865846aabfffff,House,residential,1230.77,74,91076.98,104.90378879574367,11.574685244604066,17436.0
5521,Phnom Penh,7 Makara,Mittapheap,8865846aabfffff,House,residential,1230.77,74,91076.98,104.90378879574367,11.574685244604066,17436.0
5522,Phnom Penh,Por Sen Chey,Kakap,8865846d5bfffff,Villa,residential,1899.83,60,113989.79999999999,104.80018408916189,11.585716059253986,1775.0
5523,Phnom Penh,Por Sen Chey,Kakap,8865846d5bfffff,Villa,residential,1899.83,60,113989.79999999999,104.80018408916189,11.585716059253986,1775.0
5524,Phnom Penh,Sen Sok,Khmuonh,88658468bbfffff,Shophouse,residential,1100.0,106,116600.0,104.85793694512944,11.621507258579921,5035.0
5525,Phnom Penh,Por Sen Chey,Phleung Chheh Roteh,8865846e67fffff,Flat,residential,892.86,68,60714.48,104.8220942242934,11.519846662677422,12502.0
5526,Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d5fffff,Villa,residential,3424.66,66,226027.56,104.87631709476739,11.59812119644758,2630.0
5527,Phnom Penh,Sen Sok,Kouk Khleang,8865846f29fffff,Land/Development,residential,799.62,76,60771.12,104.8529351937777,11.572113879357042,5234.0
5528,Phnom Penh,Daun Penh,Boeng Reang,8865846ae1fffff,Condo,residential,1953.12,38,74218.56,104.92967497907361,11.562399481927232,20064.0
5529,Phnom Penh,Daun Penh,Boeng Reang,8865846ae1fffff,Condo,residential,1953.12,38,74218.56,104.92967497907361,11.562399481927232,20064.0
5530,Phnom Penh,Daun Penh,Boeng Reang,8865846ae1fffff,Condo,residential,1953.12,38,74218.56,104.92967497907361,11.562399481927232,20064.0
5531,Phnom Penh,Daun Penh,Boeng Reang,8865846ae1fffff,Condo,residential,1953.12,38,74218.56,104.92967497907361,11.562399481927232,20064.0
5532,Phnom Penh,Daun Penh,Boeng Reang,8865846ae1fffff,Condo,residential,1953.12,38,74218.56,104.92967497907361,11.562399481927232,20064.0
5533,Phnom Penh,Por Sen Chey,Chaom Chau,88658461abfffff,Apartment,residential,2166.67,70,151666.9,104.86698983979008,11.523006239397668,12029.0
5534,Phnom Penh,Por Sen Chey,Chaom Chau,88658461abfffff,Apartment,residential,2166.67,70,151666.9,104.86698983979008,11.523006239397668,12029.0
5535,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a4bfffff,Flat,residential,857.14,90,77142.6,104.97712106144408,11.522375601039608,2020.0
5536,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a4bfffff,Flat,residential,857.14,90,77142.6,104.97712106144408,11.522375601039608,2020.0
5537,Phnom Penh,Chamkarmon,Tumnob Tuek,8865846a8bfffff,Shophouse,residential,2168.67,84,182168.28,104.90354856155162,11.547871122690562,29434.0
5538,Phnom Penh,Chamkarmon,Tumnob Tuek,8865846a8bfffff,Shophouse,residential,2168.67,84,182168.28,104.90354856155162,11.547871122690562,29434.0
5539,Phnom Penh,Chamkarmon,Tumnob Tuek,8865846a8bfffff,Shophouse,residential,2168.67,84,182168.28,104.90354856155162,11.547871122690562,29434.0
5540,Phnom Penh,Chamkarmon,Tumnob Tuek,8865846a8bfffff,Shophouse,residential,2168.67,84,182168.28,104.90354856155162,11.547871122690562,29434.0
