,address_subdivision,address_locality,address_line_2,h_id,price_per_m2,land_area,price,longitude,latitude
5171,Phnom Penh,Saensokh,Tuek Thla,8865846f45fffff,2421.1,116,280847.6,104.86065821496123,11.55103313745844
5172,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846a33fffff,2654.66,36,95567.76,104.93786509591384,11.565462149585793
5173,Phnom Penh,Chraoy Chongvar,Preaek Lieb,88658469ddfffff,1813.04,62,112408.48,104.91757821604865,11.635161329073453
5174,Phnom Penh,Saensokh,Krang Thnong,8865846f27fffff,2003.62,68,136246.16,104.84157688411513,11.590278211784815
5175,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846a93fffff,3387.74,84,284570.16,104.87633279869438,11.55062689905546
5176,Phnom Penh,Chbar Ampov,Veal Sbov,886584616dfffff,1685.68,48,80912.64,104.9673188078669,11.499884347383356
5177,Phnom Penh,Pur SenChey,Kakab,8865846f0dfffff,1222.55,68,83133.4,104.84767535788521,11.55770395753342
5178,Phnom Penh,Pur SenChey,Chaom Chau,8865846f0bfffff,1884.73,98,184703.54,104.83779904719664,11.55479860362089
5179,Phnom Penh,Pur SenChey,Chaom Chau,8865846f4bfffff,792.24,44,34858.56,104.84975008981361,11.532048523165079
5180,Phnom Penh,Doun Penh,Srah Chak,8865846853fffff,1861.06,76,141440.56,104.92751657814277,11.584124488717134
5181,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846f4dfffff,2953.56,106,313077.36,104.86324481465692,11.539942419114656
5182,Phnom Penh,Pur SenChey,Samraong Kraom,8865846f17fffff,244.62,76,18591.12,104.8141360663104,11.56343926247201
5183,Phnom Penh,Dangkao,Pong Tuek,886584619bfffff,159.9,34,5436.6,104.83546579579618,11.494345265864583
5184,Phnom Penh,Chbar Ampov,Preaek Pra,8865846121fffff,1879.38,86,161626.68000000002,104.93538168442001,11.517366113348256
5185,Phnom Penh,Praek Pnov,Kouk Roka,8865846d49fffff,869.81,80,69584.79999999999,104.83154115909294,11.595399003652442
5186,Phnom Penh,Chraoy Chongvar,Preaek Lieb,8865846839fffff,986.17,78,76921.26,104.92667609126023,11.617908272378193
5187,Phnom Penh,Pur SenChey,Chaom Chau,88658461abfffff,2053.44,78,160168.32,104.86695810306315,11.51959620230936
5188,Phnom Penh,Chraoy Chongvar,Preaek Lieb,8865846983fffff,2168.37,36,78061.31999999999,104.90494860609634,11.663898504225104
5189,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468c5fffff,2654.32,66,175185.12000000002,104.90107326032489,11.606080851101257
5190,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a4bfffff,576.61,104,59967.44,104.98036650949376,11.52658896308711
5191,Phnom Penh,Chbar Ampov,Nirouth,8865846a53fffff,2898.7,106,307262.19999999995,104.95350925078773,11.522949547843584
5192,Phnom Penh,Pur SenChey,Samraong Kraom,8865846d5bfffff,1249.67,68,84977.56,104.80298608663286,11.584714975385756
5193,Phnom Penh,Dangkao,Preaek Kampues,886584600dfffff,591.09,102,60291.18,104.9051125580122,11.445184745409664
5194,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468e7fffff,1148.03,56,64289.68,104.89867998196452,11.621978925691032
5195,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846855fffff,980.81,44,43155.64,104.94475359147249,11.585879226422566
5196,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,886584681dfffff,3736.59,32,119570.88,104.92768650954248,11.599869795079412
5197,Phnom Penh,Pur SenChey,Samraong Kraom,8865846c69fffff,589.86,74,43649.64,104.80672322695487,11.569051766898994
5198,Phnom Penh,Praek Pnov,Ponhea Pon,886580d28dfffff,1580.65,46,72709.90000000001,104.80094735939397,11.671790678176698
5199,Phnom Penh,Pur SenChey,Chaom Chau,8865846f57fffff,802.46,60,48147.600000000006,104.83085514471189,11.543038591179133
5200,Phnom Penh,Doun Penh,Chey Chummeah,8865846a33fffff,2441.12,88,214818.56,104.93857807418668,11.5656660644038
5201,Phnom Penh,Pur SenChey,Trapeang Krasang,8865846f1bfffff,235.05,104,24445.2,104.81511277746218,11.553206509710215
5202,Phnom Penh,Praek Pnov,Kouk Roka,8865846d55fffff,1114.74,58,64654.92,104.81259460732547,11.600855499288416
5203,Phnom Penh,Pur SenChey,Ovlaok,8865846c33fffff,143.0,88,12584.0,104.75221685213243,11.590555536216376
5204,Phnom Penh,Praek Pnov,Kouk Roka,8865846f37fffff,1672.08,104,173896.32,104.8192067607203,11.582907608852807
5205,Phnom Penh,Pur SenChey,Kamboul,8865846e31fffff,211.41,58,12261.78,104.78819957902104,11.522093974505957
5206,Phnom Penh,Chraoy Chongvar,Preaek Lieb,88658469bdfffff,291.23,56,16308.880000000001,104.90663348963153,11.682083032018273
5207,Phnom Penh,Dangkao,Dangkao,8865846027fffff,414.6,78,32338.800000000003,104.90006929628326,11.480016243057776
5208,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468ddfffff,1708.33,114,194749.62,104.87625856486903,11.59166268149714
5209,Phnom Penh,Chbar Ampov,Nirouth,8865846a57fffff,3042.24,98,298139.51999999996,104.96218096616369,11.537603563758934
5210,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f2dfffff,1106.42,40,44256.8,104.85611559496064,11.583922793311569
5211,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468e5fffff,1886.5,106,199969.0,104.9072362202772,11.623867414586003
5212,Phnom Penh,Pur SenChey,Kamboul,8865846c1bfffff,202.34,68,13759.12,104.74776047355321,11.554770027703801
5213,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846839fffff,1014.2,56,56795.200000000004,104.9250059753022,11.611699218514804
5214,Phnom Penh,Mean Chey,Chak Angrae Kraom,886584610dfffff,1786.52,90,160786.8,104.93557004399517,11.495581843892007
5215,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846a91fffff,3661.76,106,388146.56,104.88096403785366,11.545534153815755
5216,Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,1705.83,90,153524.69999999998,104.96569251992958,11.522749437739163
5217,Phnom Penh,Dangkao,Spean Thma,886584603bfffff,2178.46,108,235273.68,104.8716891315555,11.455787151661813
5218,Phnom Penh,Saensokh,Tuek Thla,8865846f6bfffff,1384.46,56,77529.76000000001,104.86332948749468,11.556761300707205
5219,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468c3fffff,2126.16,56,119064.95999999999,104.89074067299319,11.592847248538652
5220,Phnom Penh,Dangkao,Prey Sa,886584619bfffff,170.33,104,17714.32,104.84017965803619,11.494064241934097
5221,Phnom Penh,Dangkao,Cheung Aek,8865846029fffff,1806.16,48,86695.68000000001,104.90688818985844,11.46075863278414
5222,Phnom Penh,Chbar Ampov,Preaek Aeng,88658478b7fffff,1514.71,82,124206.22,104.97278165332509,11.515718548566792
5223,Phnom Penh,Dangkao,Dangkao,8865846137fffff,1829.34,114,208544.75999999998,104.91383604116966,11.526341564508378
5224,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a43fffff,1726.15,36,62141.4,104.97745416051335,11.529763000121005
5225,Phnom Penh,Pur SenChey,Samraong Kraom,8865846f1bfffff,177.81,64,11379.84,104.81541548922064,11.546615869180862
5226,Phnom Penh,Chamkar Mon,Tuol Tumpung Ti Muoy,8865846acbfffff,1495.49,46,68792.54,104.91315646039996,11.534068584368098
5227,Phnom Penh,Russey Keo,Tuol Sangke,8865846aa5fffff,2741.95,38,104194.09999999999,104.91728889474686,11.586340020824357
5228,Phnom Penh,Pur SenChey,Chaom Chau,8865846e6dfffff,832.48,52,43288.96,104.83839142647163,11.516696428195077
5229,Phnom Penh,Saensokh,Khmuonh,88658468a3fffff,1704.2,68,115885.6,104.87886469631451,11.636185560247391
5230,Phnom Penh,Dangkao,Preaek Kampues,8865846001fffff,1036.98,38,39405.24,104.88901720896975,11.44508336792847
5231,Phnom Penh,Tuol Kouk,Boeng Kak Ti Muoy,88658468c9fffff,1076.84,64,68917.76,104.89830912484265,11.590389948240361
5232,Phnom Penh,Chbar Ampov,Preaek Pra,886584616dfffff,1505.86,36,54210.96,104.96607919755914,11.503207210069696
5233,Phnom Penh,Tuol Kouk,Boeng Kak Ti Muoy,8865846aa7fffff,1577.23,62,97788.26,104.90836520961095,11.584982457943438
5234,Phnom Penh,Praek Pnov,Kouk Roka,8865846d45fffff,475.11,36,17103.96,104.83304024799986,11.610134469922814
5235,Phnom Penh,Mean Chey,Chak Angrae Kraom,886584613dfffff,2602.62,112,291493.44,104.9212742434308,11.511122264806119
5236,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846121fffff,2204.12,74,163104.88,104.9404830404254,11.522794393846185
5237,Phnom Penh,Chraoy Chongvar,Preaek Lieb,886584698bfffff,3035.65,36,109283.40000000001,104.90607463528592,11.655464545322499
5238,Phnom Penh,Chamkar Mon,Tonle Basak,8865846a13fffff,3714.06,32,118849.92,104.93246913966188,11.544451782098546
5239,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a55fffff,1509.14,64,96584.96,104.96866180710187,11.535277250925565
5240,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846ad3fffff,2238.08,60,134284.8,104.88428991867382,11.533287142477619
5241,Phnom Penh,Dangkao,Preaek Kampues,886584600bfffff,989.36,58,57382.88,104.89104456034883,11.44278322376221
5242,Phnom Penh,Doun Penh,Chakto Mukh,8865846a33fffff,2422.06,90,217985.4,104.94623404030652,11.566628097534016
5243,Phnom Penh,Dangkao,Dangkao,88658461e7fffff,773.11,86,66487.46,104.8910189903263,11.516183408150459
5244,Phnom Penh,Chamkar Mon,Tonle Basak,8865846a17fffff,1668.7,68,113471.6,104.94494056193636,11.554209061257296
5245,Phnom Penh,Pur SenChey,Chaom Chau,88658461b7fffff,561.93,114,64060.02,104.84430326702544,11.533588007473696
5246,Phnom Penh,Mean Chey,Boeng Tumpun,8865846ad5fffff,1168.89,52,60782.280000000006,104.90596868358874,11.542323580754584
5247,Phnom Penh,Dangkao,Spean Thma,88658460e5fffff,1049.56,70,73469.2,104.86115401692155,11.460281153659357
5248,Phnom Penh,Pur SenChey,Kantaok,8865846e6bfffff,2382.55,62,147718.1,104.81784342195095,11.51266254453546
5249,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f23fffff,2185.66,40,87426.4,104.83842273475936,11.587650735929996
5250,Phnom Penh,Doun Penh,Srah Chak,8865846aa1fffff,2842.94,42,119403.48,104.91456157799362,11.574673711051606
5251,Phnom Penh,Dangkao,Cheung Aek,88658461cdfffff,661.75,66,43675.5,104.89407140934917,11.489855927730407
5252,Phnom Penh,Dangkao,Cheung Aek,886584611bfffff,3943.72,60,236623.19999999998,104.90387327037324,11.484541908057306
5253,Phnom Penh,Saensokh,Khmuonh,8865846899fffff,3296.87,74,243968.38,104.85993151559464,11.594243818661145
5254,Phnom Penh,Praek Pnov,Kouk Roka,8865846d61fffff,3461.74,118,408485.31999999995,104.84212034154493,11.619528321141246
5255,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846851fffff,2113.67,68,143729.56,104.93864475496714,11.578081432745655
5256,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846137fffff,2384.52,54,128764.08,104.91342678443036,11.519767852738143
5257,Phnom Penh,Chbar Ampov,Kbal Kaoh,8865847993fffff,1261.34,112,141270.08,104.99964520294252,11.533298041096296
5258,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886580d369fffff,740.72,92,68146.24,104.91455187930875,11.715789991187954
5259,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846ab7fffff,4002.72,40,160108.8,104.88384131048167,11.58287556688879
5260,Phnom Penh,Praek Pnov,Kouk Roka,8865846d5dfffff,638.39,104,66392.56,104.82219105840267,11.59693578332446
5261,Phnom Penh,Dangkao,Dangkao,8865846adbfffff,1875.12,64,120007.68,104.89044919959363,11.528444591140891
5262,Phnom Penh,Doun Penh,Srah Chak,8865846819fffff,2432.13,118,286991.34,104.92621493914089,11.58662378035909
5263,Phnom Penh,Pur SenChey,Chaom Chau,8865846f53fffff,1280.66,88,112698.08,104.82437939575729,11.54345909625732
5264,Phnom Penh,Dangkao,Dangkao,8865846ad9fffff,1078.41,56,60390.96000000001,104.89775554001744,11.518292213730842
5265,Phnom Penh,Pur SenChey,Snaor,8865846c2bfffff,247.69,94,23282.86,104.77605130801194,11.587515858818689
5266,Phnom Penh,Pur SenChey,Trapeang Krasang,8865846c29fffff,388.4,110,42724.0,104.79353576344357,11.585714811786298
5267,Phnom Penh,Pur SenChey,Chaom Chau,8865846e23fffff,1781.07,112,199479.84,104.79831541831692,11.535917265836435
5268,Phnom Penh,Russey Keo,Tuol Sangke,886584681bfffff,1898.33,62,117696.45999999999,104.9110843473716,11.591075413457798
5269,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658469dbfffff,2599.56,82,213163.91999999998,104.9060840011581,11.634237143590429
5270,Phnom Penh,Mean Chey,Boeng Tumpun,8865846137fffff,2120.49,38,80578.62,104.9085737350854,11.521338449465912
5271,Phnom Penh,Praek Pnov,Kouk Roka,8865846d59fffff,895.85,82,73459.7,104.816656482938,11.585991183508192
5272,Phnom Penh,Pur SenChey,Chaom Chau,8865846f59fffff,5583.66,104,580700.64,104.8398660892504,11.524754839774422
5273,Phnom Penh,Mean Chey,Chak Angrae Kraom,886584610bfffff,2252.71,44,99119.24,104.92501540737301,11.492198293439097
5274,Phnom Penh,Pur SenChey,Kakab,8865846f0bfffff,1650.29,36,59410.44,104.8352132839525,11.54841214477463
5275,Phnom Penh,Russey Keo,Tuol Sangke,88658468c9fffff,2888.41,80,231072.8,104.90317834200007,11.587732866867906
5276,Phnom Penh,Dangkao,Prey Sa,88658461e3fffff,1244.61,34,42316.74,104.88038317785619,11.507779751806966
5277,Phnom Penh,Tuol Kouk,Boeng Kak Ti Pir,8865846abdfffff,5242.77,78,408936.06000000006,104.8956486991668,11.573352760687943
5278,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846f45fffff,1088.75,78,84922.5,104.8650335568813,11.547946026622359
5279,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846ad5fffff,1177.13,98,115358.74,104.9055905588386,11.542980119224046
5280,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a51fffff,3008.33,120,360999.6,104.96576424084282,11.52274294789637
5281,Phnom Penh,Pur SenChey,Boeng Thum,886584653bfffff,126.8,96,12172.8,104.7415199863032,11.47133873621981
5282,Phnom Penh,Pur SenChey,Chaom Chau,8865846e6bfffff,2369.85,116,274902.6,104.82597070267958,11.505986752908527
5283,Phnom Penh,Tuol Kouk,Phsar Depou Ti Muoy,8865846abdfffff,2655.34,30,79660.20000000001,104.90056723700955,11.566919822969654
5284,Phnom Penh,Pur SenChey,Kamboul,8865846ee5fffff,1126.6,76,85621.59999999999,104.77340339679319,11.526256578923771
5285,Phnom Penh,Pur SenChey,Kakab,8865846f6bfffff,1364.75,36,49131.0,104.86219721467937,11.55840515662796
5286,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d5fffff,3082.83,94,289786.02,104.88041265119368,11.59690919545312
5287,Phnom Penh,Saensokh,Krang Thnong,8865846d69fffff,2307.71,80,184616.8,104.8422561544439,11.61803798453643
5288,Phnom Penh,Dangkao,Prey Veaeng,88658460a9fffff,934.09,54,50440.86,104.84293250659638,11.465911878713229
5289,Phnom Penh,Dangkao,Dangkao,88658461e9fffff,1649.34,108,178128.72,104.89339600941787,11.49729380428952
5290,Phnom Penh,Chbar Ampov,Veal Sbov,88658478b7fffff,1815.38,72,130707.36000000002,104.97066406403738,11.516559883218525
5291,Phnom Penh,Russey Keo,Chrang Chamreh Ti Muoy,88658468a3fffff,1373.76,78,107153.28,104.87956530774953,11.630598654199439
5292,Phnom Penh,Saensokh,Tuek Thla,8865846a93fffff,2276.01,50,113800.50000000001,104.8753974143376,11.55188231138725
5293,Phnom Penh,Dangkao,Prey Sa,88658461c7fffff,1962.4,80,156992.0,104.88494920324594,11.498217020432309
5294,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468cbfffff,1794.14,70,125589.8,104.8858366051978,11.583681997097614
5295,Phnom Penh,Saensokh,Khmuonh,8865846883fffff,1338.59,42,56220.78,104.87278738335166,11.611531979941612
5296,Phnom Penh,Pur SenChey,Chaom Chau,88658461a1fffff,1655.48,58,96017.84,104.87383670691055,11.52564622515759
5297,Phnom Penh,Dangkao,Kong Noy,88658460c5fffff,89.34,78,6968.52,104.84835147204899,11.442962781993543
5298,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886586a691fffff,719.47,50,35973.5,104.92686113730956,11.709613945964259
5299,Phnom Penh,Pur SenChey,Kamboul,8865846c59fffff,213.58,92,19649.36,104.77594895844186,11.536718250436444
5300,Phnom Penh,Dangkao,Tien,88658460c5fffff,116.88,98,11454.24,104.85028275534755,11.441356273945978
5301,Phnom Penh,Saensokh,Tuek Thla,8865846f4dfffff,3148.65,50,157432.5,104.86473696484383,11.542201426309939
5302,Phnom Penh,Pur SenChey,Kakab,8865846f57fffff,965.04,92,88783.68,104.8300110370495,11.541670489873345
5303,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a41fffff,1519.45,60,91167.0,104.9840845785728,11.529163170548612
5304,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f21fffff,766.81,36,27605.159999999996,104.85257889668021,11.586109646844404
5305,Phnom Penh,Pur SenChey,Kakab,8865846f19fffff,720.42,64,46106.88,104.82095468819311,11.547044817269763
5306,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f25fffff,521.52,72,37549.44,104.85778609449673,11.585798929632462
5307,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f67fffff,826.62,50,41331.0,104.86110735770697,11.570980288629045
5308,Phnom Penh,Chbar Ampov,Nirouth,8865846a1bfffff,2508.43,82,205691.25999999998,104.94032341281769,11.529689663237834
5309,Phnom Penh,Pur SenChey,Kakab,8865846f01fffff,1133.33,32,36266.56,104.84057965076484,11.557966948206579
5310,Phnom Penh,Chbar Ampov,Kbal Kaoh,8865847887fffff,402.48,70,28173.600000000002,104.99415574663558,11.495363990350132
5311,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f65fffff,834.66,108,90143.28,104.86914837667076,11.573469357644203
5312,Phnom Penh,Pur SenChey,Kakab,8865846f55fffff,397.96,68,27061.28,104.84402870285228,11.548089928218879
5313,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846105fffff,2108.05,60,126483.00000000001,104.93494079603083,11.50664048185756
5314,Phnom Penh,Chbar Ampov,Nirouth,8865846a59fffff,2217.11,30,66513.3,104.96150838118817,11.515847776435345
5315,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846acdfffff,4198.95,54,226743.3,104.92918778746028,11.53614154394319
5316,Phnom Penh,Chbar Ampov,Preaek Pra,8865846165fffff,1964.86,120,235783.19999999998,104.95489555593073,11.505046549667677
5317,Phnom Penh,Chbar Ampov,Nirouth,8865846a0bfffff,3603.9,36,129740.40000000001,104.96465580615441,11.537424509758182
5318,Phnom Penh,Saensokh,Krang Thnong,8865846f35fffff,559.98,64,35838.72,104.82660885456559,11.584927631449528
5319,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846a99fffff,4792.16,52,249192.32,104.8805181367679,11.535886669012083
5320,Phnom Penh,Chbar Ampov,Nirouth,886584612dfffff,2831.94,66,186908.04,104.9443816726418,11.51885433798041
5321,Phnom Penh,Dangkao,Dangkao,88658461cdfffff,1354.48,104,140865.92,104.89221494904339,11.48008758267503
5322,Phnom Penh,Pur SenChey,Kakab,8865846f11fffff,1617.35,58,93806.29999999999,104.81921393126753,11.557314425896966
5323,Phnom Penh,Pur SenChey,Kakab,8865846f07fffff,524.64,66,34626.24,104.8397985853575,11.565858246911734
5324,Phnom Penh,Mean Chey,Chak Angrae Leu,886584612bfffff,1355.19,46,62338.740000000005,104.92949972100385,11.509029550004996
5325,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468e9fffff,1219.54,90,109758.59999999999,104.90244624261031,11.604759884854882
5326,Phnom Penh,Mean Chey,Boeng Tumpun,8865846addfffff,4777.26,88,420398.88,104.9088098023371,11.53248317721079
5327,Phnom Penh,Pur SenChey,Trapeang Krasang,8865846c69fffff,665.5,60,39930.0,104.80383847083175,11.564847463527837
5328,Phnom Penh,Chraoy Chongvar,Preaek Ta Sek,88658469b9fffff,2338.85,48,112264.79999999999,104.90700527829539,11.676816357180169
5329,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886586a693fffff,602.78,116,69922.48,104.91624180588371,11.708860394168372
5330,Phnom Penh,Saensokh,Krang Thnong,8865846f07fffff,448.49,90,40364.1,104.83853905019838,11.563834719393512
5331,Phnom Penh,Dangkao,Dangkao,886584618dfffff,3218.01,48,154464.48,104.87560409315725,11.507135205563447
5332,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846135fffff,1566.84,34,53272.56,104.91706271176028,11.52202470589454
5333,Phnom Penh,Chraoy Chongvar,Kaoh Dach,886584698dfffff,1038.84,74,76874.15999999999,104.92908336385516,11.656715369559707
5334,Phnom Penh,Chbar Ampov,Kbal Kaoh,8865846a49fffff,340.32,88,29948.16,104.98801314680256,11.523759816540974
5335,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f27fffff,1772.59,50,88629.5,104.84824643552079,11.594576807680841
5336,Phnom Penh,Pur SenChey,Kamboul,8865846c5dfffff,471.35,64,30166.4,104.77930566253225,11.54393279991237
5337,Phnom Penh,Doun Penh,Srah Chak,8865846aa7fffff,2080.48,108,224691.84,104.90472578052943,11.587376066174768
5338,Phnom Penh,Pur SenChey,Chaom Chau,8865846183fffff,2353.82,78,183597.96000000002,104.86062151731923,11.508806278812148
5339,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a43fffff,1692.35,30,50770.5,104.97616813347989,11.531356703111628
5340,Phnom Penh,Tuol Kouk,Boeng Kak Ti Pir,88658468cbfffff,1667.77,106,176783.62,104.88745887129828,11.586636334570251
5341,Phnom Penh,Pur SenChey,Kakab,8865846f1dfffff,1194.9,94,112320.6,104.82577147865388,11.554859642341162
5342,Phnom Penh,Dangkao,Dangkao,88658461c7fffff,1778.31,96,170717.76,104.87819620654403,11.498765586816788
5343,Phnom Penh,Pur SenChey,Chaom Chau,8865846f55fffff,418.41,82,34309.62,104.84168398084367,11.548621627438793
5344,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846121fffff,2283.44,106,242044.64,104.93479235411995,11.52017307162223
5345,Phnom Penh,Chbar Ampov,Preaek Aeng,8865847993fffff,1225.94,108,132401.52000000002,105.00223844793112,11.540221645064495
5346,Phnom Penh,Dangkao,Prey Veaeng,88658460adfffff,418.27,112,46846.24,104.84881506994377,11.469261950289868
5347,Phnom Penh,Russey Keo,Chrang Chamreh Ti Pir,88658468a9fffff,1059.35,100,105934.99999999999,104.89058776035449,11.62843936110964
5348,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a4bfffff,645.23,90,58070.700000000004,104.98375714035755,11.522336267591001
5349,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846107fffff,2247.67,44,98897.48000000001,104.93150079245329,11.4997309058288
5350,Phnom Penh,Mean Chey,Stueng Mean Chey,88658461a1fffff,1771.15,88,155861.2,104.8707087812633,11.530803886385183
5351,Phnom Penh,Dangkao,Cheung Aek,8865846153fffff,2319.0,108,250452.0,104.91931413938043,11.477787905036768
5352,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d7fffff,1466.75,84,123207.0,104.87015264474007,11.595836578086526
5353,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f05fffff,880.85,56,49327.6,104.84473487118193,11.571125023598292
5354,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468edfffff,1544.84,30,46345.2,104.91134211009299,11.618140692089103
5355,Phnom Penh,Dangkao,Prey Veaeng,886584619bfffff,188.18,120,22581.600000000002,104.83937818291002,11.485730750129113
5356,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846819fffff,3963.38,96,380484.48,104.91841301987897,11.587154398287735
5357,Phnom Penh,Saensokh,Phnom Penh Thmei,886584689dfffff,697.52,98,68356.95999999999,104.86750358721939,11.608218387498829
5358,Phnom Penh,Chamkar Mon,Tonle Basak,8865846ae9fffff,978.85,62,60688.700000000004,104.93546566302055,11.551113688688526
5359,Phnom Penh,Pur SenChey,Kakab,8865846f45fffff,2095.91,44,92220.04,104.86320189106702,11.552415227962673
5360,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846853fffff,1376.63,94,129403.22000000002,104.92223142400539,11.586483814381513
5361,Phnom Penh,Chbar Ampov,Chhbar Ampov Ti Muoy,8865846a1bfffff,2114.57,30,63437.100000000006,104.94215436109882,11.531494281440176
5362,Phnom Penh,Chraoy Chongvar,Bak Kaeng,88658469adfffff,211.71,114,24134.940000000002,104.92759256591411,11.681949532131831
5363,Phnom Penh,Mean Chey,Stueng Mean Chey,88658461a7fffff,1145.4,120,137448.0,104.86918442550395,11.533077208775339
5364,Phnom Penh,Russey Keo,Ruessei Kaev,88658468e9fffff,1085.82,40,43432.799999999996,104.90161622684143,11.603912998140714
5365,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468dbfffff,4665.51,68,317254.68,104.86510046122658,11.58614691862685
5366,Phnom Penh,Saensokh,Khmuonh,8865846d69fffff,2534.69,100,253469.0,104.83863991906289,11.610963235468219
5367,Phnom Penh,Chraoy Chongvar,Preaek Lieb,88658469d5fffff,1294.96,66,85467.36,104.90963466658049,11.644862981643275
5368,Phnom Penh,Pur SenChey,Kakab,8865846f4bfffff,696.97,68,47393.96,104.85093945014009,11.535010037822001
5369,Phnom Penh,Chbar Ampov,Veal Sbov,88658478bbfffff,258.49,100,25849.0,104.97109591713416,11.49669584339109
5370,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d9fffff,2034.8,82,166853.6,104.87973849142307,11.576138551123329
5371,Phnom Penh,Pur SenChey,Snaor,8865846c07fffff,1194.46,36,43000.56,104.77168706133085,11.577131385899559
5372,Phnom Penh,Saensokh,Khmuonh,8865846d45fffff,491.35,110,54048.5,104.84035177230716,11.612281943571903
5373,Phnom Penh,Pur SenChey,Chaom Chau,88658461b9fffff,1400.4,76,106430.40000000001,104.85433171862181,11.516781547090833
5374,Phnom Penh,Praek Pnov,Ponsang,886580d2d9fffff,294.7,36,10609.199999999999,104.78205337316167,11.647360542135928
5375,Phnom Penh,Chraoy Chongvar,Preaek Lieb,8865846831fffff,3882.94,120,465952.8,104.92429248220643,11.623675888824474
5376,Phnom Penh,Dangkao,Preaek Kampues,8865846005fffff,331.87,50,16593.5,104.89607136471335,11.451313776419772
5377,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a0bfffff,3431.73,108,370626.84,104.96423732808398,11.540204932406299
5378,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d3fffff,1340.38,116,155484.08000000002,104.86626858286995,11.592427399721192
5379,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846157fffff,2346.85,98,229991.3,104.9157644291706,11.479164462132118
5380,Phnom Penh,Pur SenChey,Chaom Chau,8865846f5bfffff,738.84,62,45808.08,104.82827447725248,11.534640777614143
5381,Phnom Penh,Pur SenChey,Chaom Chau,8865846195fffff,102.62,80,8209.6,104.85265696974895,11.501779896040315
5382,Phnom Penh,Saensokh,Tuek Thla,8865846f69fffff,1910.14,64,122248.96,104.86603817519085,11.561819472101782
5383,Phnom Penh,Praek Pnov,Preaek Phnov,886580d243fffff,2031.26,72,146250.72,104.85628303758466,11.65561305047644
5384,Phnom Penh,Saensokh,Tuek Thla,8865846f6dfffff,2338.87,88,205820.56,104.87855179341904,11.56530565922282
