n_gas_station_in_1km_to_2km,n_borey_in_3km_to_5km,n_pre_school_in_1km,address_line_2,n_atm_in_1km_to_2km,n_super_market_in_1km,n_resturant_in_1km_to_2km,h_id,n_atm_in_3km_to_5km,population,near_Phnom_Penh_Airport_in_km,n_pre_school_in_1km_to_2km,n_cafe_in_1km,near_Phsar_kandal_in_km,n_seven_eleven_in_1km_to_2km,n_university_in_2km_to_3km,n_atm_5km,n_atm_in_1km,near_AEON_Mall_3_in_km,n_university_in_3km_to_5km,price_per_m2
15,25,0,28,8,0,0,718,56,6234.0,2,3,2,7,2,14,80,0,9,58,2676.51
0,0,0,9,0,0,0,267,0,485.0,9,0,0,19,0,0,0,0,15,0,176.37
0,2,0,31,0,0,0,522,0,224.0,6,0,0,16,0,0,0,0,16,0,1283.99
2,5,0,69,0,0,0,117,0,1281.0,14,0,0,13,1,0,0,0,4,0,227.22
1,4,0,35,0,0,0,43,0,2260.0,11,0,1,12,0,0,0,0,19,0,979.68
0,1,0,66,0,0,0,595,0,151.0,12,0,0,21,0,0,0,0,24,0,191.74
0,1,0,40,0,0,0,285,0,609.0,11,0,0,19,0,0,0,0,13,0,219.66
0,5,0,94,0,0,0,491,0,402.0,5,0,0,15,0,0,0,0,16,0,361.81
5,5,0,107,0,0,0,435,32,1099.0,14,2,0,6,4,1,32,0,7,4,966.35
0,10,0,34,0,0,0,744,0,793.0,16,0,0,10,0,0,0,0,7,0,483.36
0,2,0,64,0,0,0,121,0,1886.0,10,0,0,16,0,0,0,0,10,0,416.79
0,8,0,68,0,0,0,770,0,1821.0,17,0,0,9,0,0,0,0,8,1,656.38
0,1,0,33,0,0,0,818,0,811.0,21,0,0,14,0,0,0,0,24,0,174.8
1,0,0,65,0,0,0,63,0,652.0,13,0,0,19,0,0,0,0,24,0,137.38
8,13,0,24,0,0,0,329,24,3341.0,10,3,0,8,2,1,24,0,16,6,1294.53
0,5,0,39,0,0,0,563,0,6.0,9,0,0,13,0,0,0,0,19,0,722.95
5,9,1,36,4,0,0,355,60,3972.0,10,4,1,6,2,0,68,0,15,10,1197.76
7,11,0,44,40,1,11,416,341,5336.0,11,12,6,2,3,5,557,4,7,23,2141.65
1,6,0,73,0,0,0,46,0,13.0,13,0,0,11,1,0,0,0,20,0,586.53
2,10,0,39,0,0,0,529,0,1010.0,4,0,0,13,0,0,0,0,15,0,849.72
7,9,0,89,0,0,0,37,0,138.0,11,0,0,10,1,0,0,0,18,2,833.22
1,1,0,66,0,0,0,606,0,421.0,11,0,0,19,0,0,0,0,22,0,150.94
0,3,0,77,0,0,0,248,0,206.0,14,0,0,17,0,0,0,0,8,0,197.41
0,1,0,50,0,0,0,551,0,807.0,10,0,0,20,0,0,0,0,21,0,104.88
3,20,0,27,0,0,0,233,0,1076.0,9,0,0,9,0,0,0,0,2,1,1205.1
2,5,0,69,0,0,0,118,0,2183.0,14,0,0,13,0,0,0,0,4,0,220.97
0,1,0,74,0,0,0,739,0,40.0,22,0,0,14,0,0,0,0,12,0,336.99
2,10,0,64,0,0,0,656,0,855.0,7,0,0,14,1,0,0,0,9,1,357.84
9,10,1,78,4,0,0,358,149,4080.0,9,7,1,5,3,4,181,0,14,50,1949.19
16,16,1,85,0,0,0,219,123,23564.0,5,1,4,6,1,5,139,0,6,69,2952.15
0,4,0,77,0,0,0,250,0,288.0,15,0,0,18,0,0,0,0,8,0,210.95
7,7,0,32,0,0,0,626,0,1404.0,4,0,0,14,1,0,0,0,11,0,1046.76
1,0,0,66,0,0,0,600,0,378.0,13,0,0,20,0,0,0,0,24,0,231.82
0,0,0,33,0,0,0,824,0,764.0,19,0,0,12,0,0,0,0,22,0,219.91
1,9,0,39,0,0,0,573,0,2026.0,5,0,0,13,0,0,0,0,16,0,907.89
1,4,0,33,0,0,0,387,4,166.0,14,0,0,8,2,1,4,0,18,2,180.45
2,2,0,81,0,0,0,560,0,24.0,7,0,0,14,0,0,0,0,18,0,348.36
12,11,3,78,42,4,2,345,402,8699.0,8,18,4,3,2,40,553,20,12,46,2849.35
1,0,0,65,0,0,0,56,0,330.0,14,0,0,20,0,0,0,0,25,0,137.64
4,3,0,51,0,0,0,624,0,918.0,5,0,0,14,0,1,0,0,12,0,459.94
9,3,0,52,0,0,0,716,8,1823.0,3,1,0,10,2,0,8,0,13,11,2276.19
3,5,0,73,0,0,0,33,0,186.0,13,0,0,12,2,0,0,0,20,0,587.95
0,2,0,0,0,0,0,802,0,1390.0,23,0,0,17,0,0,0,0,27,0,700.74
8,16,0,52,0,0,0,322,28,2868.0,5,1,1,8,0,1,32,0,14,31,2363.06
0,0,0,40,0,0,0,278,0,455.0,12,0,0,20,0,0,0,0,14,0,291.22
0,6,0,64,0,0,0,137,0,95.0,9,0,0,15,0,0,0,0,8,0,441.41
5,8,0,35,0,0,0,41,0,3094.0,9,1,0,11,3,0,0,0,18,0,980.06
1,2,0,81,0,0,0,560,0,24.0,7,0,0,14,0,0,0,0,18,0,353.37
2,5,0,31,0,0,0,647,0,1272.0,4,0,0,15,0,0,0,0,14,1,1382.73
2,8,0,34,0,0,0,758,0,1936.0,17,0,0,8,0,1,0,0,9,0,577.3
3,0,0,74,0,0,0,255,0,2920.0,17,0,0,12,0,0,0,0,6,0,408.95
0,1,0,39,0,0,0,565,0,1.0,9,0,0,15,0,0,0,0,19,0,707.03
7,23,0,85,4,3,0,721,52,10778.0,3,2,2,7,1,12,64,0,8,57,2472.69
0,0,0,65,0,0,0,51,0,742.0,14,0,0,19,0,0,0,0,25,0,161.42
0,2,0,79,0,0,0,153,0,753.0,12,0,0,18,0,0,0,0,10,0,620.61
0,1,0,66,0,0,0,610,0,380.0,9,0,0,18,0,0,0,0,20,0,267.47
3,7,0,77,0,0,0,111,0,663.0,13,0,0,15,1,0,0,0,6,0,276.71
1,2,0,66,0,0,0,609,0,28.0,9,0,0,17,0,0,0,0,20,0,160.04
7,20,0,27,0,0,0,476,125,20104.0,6,2,2,6,3,7,149,0,4,24,1853.16
3,3,0,73,0,0,0,47,0,228.0,13,0,0,12,1,0,0,0,21,0,536.98
0,1,0,66,0,0,0,548,0,232.0,12,0,0,21,0,0,0,0,23,0,184.19
0,0,0,65,0,0,0,67,0,387.0,12,0,0,18,0,0,0,0,23,0,142.58
6,21,0,27,0,0,0,243,108,4237.0,7,1,2,6,1,4,120,0,4,20,1763.33
0,2,0,66,0,0,0,558,0,21.0,8,0,0,16,0,0,0,0,20,0,206.32
2,2,0,34,0,0,0,788,0,543.0,18,0,0,9,0,0,0,0,11,0,581.18
2,9,0,81,0,0,0,533,0,874.0,3,0,0,13,1,0,0,0,15,0,540.38
0,0,0,66,0,0,0,604,0,45.0,14,0,0,21,0,0,0,0,25,0,188.73
0,0,0,66,0,0,0,595,0,151.0,13,0,0,21,0,0,0,0,24,0,191.82
0,4,0,76,0,0,0,137,0,95.0,9,0,0,15,0,0,0,0,9,0,256.49
9,12,2,36,0,0,0,354,79,2822.0,9,3,1,6,1,6,103,0,14,30,1274.83
2,3,0,44,4,0,0,196,8,5394.0,13,1,2,7,0,0,12,0,4,2,1377.67
7,10,1,78,4,0,0,359,95,5598.0,10,4,0,5,1,1,107,0,14,11,1649.4
0,3,0,34,0,0,0,785,0,204.0,20,0,0,12,0,0,0,0,11,1,469.38
1,12,0,34,0,0,0,750,4,1061.0,15,0,0,9,0,0,4,0,6,0,556.56
0,5,0,73,0,0,0,46,0,13.0,14,0,1,12,0,0,0,0,21,0,550.86
0,1,0,34,0,0,0,747,0,4.0,18,0,0,12,0,0,0,0,8,0,375.97
0,0,0,80,0,0,0,5,0,530.0,16,0,0,17,0,0,0,0,25,0,251.01
0,4,0,79,0,0,0,157,0,1497.0,10,0,0,15,0,0,0,0,8,0,671.59
7,12,1,44,0,2,0,417,390,3794.0,12,2,6,4,3,4,438,0,6,19,1937.55
6,8,0,41,0,1,0,708,20,987.0,3,1,3,9,1,5,28,0,12,24,1404.62
0,1,0,37,0,0,0,150,0,484.0,13,0,0,18,0,0,0,0,10,0,103.18
0,0,0,66,0,0,0,618,0,280.0,11,0,0,18,0,0,0,0,22,0,156.5
3,10,0,77,0,0,0,87,0,109.0,12,0,0,14,1,0,0,0,6,0,181.7
10,26,1,98,4,2,0,721,56,10778.0,3,2,0,7,2,15,68,0,8,59,2250.57
4,7,0,72,0,0,0,193,0,509.0,13,0,0,8,1,0,4,0,4,0,596.56
0,7,0,79,0,0,0,156,0,587.0,10,0,0,15,0,0,0,0,7,0,817.42
0,4,0,39,0,0,0,552,0,747.0,8,0,0,13,0,0,0,0,18,0,821.2
2,5,0,51,0,0,0,628,0,1243.0,5,0,0,14,0,1,0,0,11,0,459.53
2,1,0,69,0,0,0,81,0,680.0,11,0,0,13,1,0,0,0,3,0,223.81
0,0,0,9,0,0,0,274,0,445.0,12,0,0,22,0,0,0,0,18,0,167.44
5,7,0,41,0,0,0,704,16,1460.0,4,1,0,9,2,1,16,0,13,19,1313.09
0,0,0,80,0,0,0,1,0,4.0,18,0,0,20,0,0,0,0,27,0,198.02
0,4,0,76,0,0,0,137,0,95.0,9,0,0,15,0,0,0,0,9,0,328.34
2,7,0,81,0,0,0,530,0,137.0,6,0,0,14,1,0,0,0,17,0,349.69
7,7,0,26,218,0,74,306,178,4318.0,11,6,1,1,7,10,601,0,10,54,2500.24
0,3,0,31,0,0,0,497,0,483.0,9,0,0,19,0,0,0,0,19,0,1052.03
0,6,0,90,0,0,0,161,0,299.0,10,0,0,15,0,0,0,0,7,0,251.09
0,5,0,90,0,0,0,147,0,751.0,12,0,0,16,0,0,0,0,8,0,210.42
5,16,0,75,0,0,0,228,0,1470.0,7,0,0,10,1,0,0,0,4,2,676.07
0,6,0,34,0,0,0,749,0,45.0,19,0,0,11,0,0,0,0,9,0,461.23
0,15,0,76,0,0,0,159,0,666.0,9,0,0,14,0,0,0,0,7,0,270.71
0,1,0,66,0,0,0,608,0,50.0,10,0,0,18,0,0,0,0,21,0,202.25
0,4,0,67,0,0,0,140,0,57.0,9,0,0,17,0,0,0,0,12,0,1157.3
0,2,0,34,0,0,0,787,0,18.0,21,0,0,13,0,0,0,0,11,0,432.05
1,0,0,65,0,0,0,77,0,292.0,16,0,0,22,0,0,0,0,27,0,140.01
2,7,0,31,0,0,0,513,0,8072.0,4,0,0,14,1,0,0,0,15,1,1133.44
10,26,0,27,0,0,0,247,56,1943.0,8,1,1,7,1,1,56,0,3,12,1707.69
0,0,0,65,0,0,0,60,0,635.0,13,0,0,17,0,0,0,0,23,0,148.77
0,3,0,31,0,0,0,514,0,3039.0,5,0,0,15,0,0,0,0,16,0,1004.72
1,8,0,39,0,0,0,575,0,1347.0,6,0,0,13,0,0,0,0,17,0,752.29
7,25,1,27,0,0,0,247,56,1943.0,7,0,3,7,0,1,56,0,3,12,1697.52
16,23,0,85,8,1,0,718,56,6234.0,2,3,0,7,2,11,68,0,8,61,2736.45
3,10,0,69,0,0,0,105,0,476.0,11,0,0,13,1,0,0,0,4,0,283.45
0,2,0,40,0,0,0,131,0,151.0,11,0,0,18,0,0,0,0,11,0,241.44
14,10,0,15,8,0,0,176,196,9638.0,10,4,1,5,1,1,228,0,4,22,2435.74
7,19,0,35,0,0,0,320,20,2826.0,7,1,0,8,1,0,24,0,15,14,1293.46
0,0,0,82,0,0,0,490,0,227.0,7,0,0,16,0,0,0,0,17,0,182.23
18,25,2,85,4,1,0,444,108,11748.0,3,2,1,6,0,20,140,4,8,57,2853.27
0,0,0,65,0,0,0,49,0,523.0,14,0,0,18,0,0,0,0,24,0,159.82
3,3,0,32,0,0,0,643,0,2288.0,4,0,0,14,1,1,0,0,13,0,1095.76
4,0,0,69,0,0,0,80,0,878.0,12,0,0,13,2,0,0,0,3,0,284.14
0,1,0,65,0,0,0,20,0,42.0,13,0,0,15,0,0,0,0,22,0,150.98
3,3,0,73,0,0,0,47,0,228.0,13,0,0,12,1,0,0,0,21,0,528.26
0,0,0,33,0,0,0,822,0,715.0,20,0,0,14,0,0,0,0,24,0,215.99
1,0,0,65,0,0,0,63,0,652.0,13,0,0,19,0,0,0,0,24,0,165.0
13,17,3,85,12,1,0,474,329,25121.0,6,3,5,5,0,15,401,4,6,75,3371.58
14,25,2,98,8,2,0,733,72,12095.0,3,2,6,7,2,13,100,0,9,56,2473.57
0,12,0,76,0,0,0,138,0,1304.0,8,0,0,13,0,0,0,0,7,0,312.48
2,5,0,73,0,0,0,33,0,186.0,13,0,0,11,1,0,0,0,20,0,608.4
0,12,0,76,0,0,0,134,0,811.0,7,0,0,13,0,0,0,0,7,0,276.26
1,18,0,83,0,0,0,101,0,92.0,9,0,0,11,0,0,0,0,4,1,251.98
4,6,0,94,0,0,0,513,0,8072.0,4,0,0,14,1,0,0,0,14,1,502.42
0,0,0,33,0,0,0,818,0,811.0,20,0,0,14,0,0,0,0,23,0,171.71
19,13,1,18,64,1,12,414,386,3446.0,10,23,7,3,5,9,545,0,6,23,2587.1
7,13,0,17,0,0,0,670,0,9223.0,4,0,0,12,2,1,0,0,9,0,1581.85
0,6,0,39,0,0,0,579,0,2903.0,5,0,0,12,0,0,0,0,15,1,933.89
22,20,2,98,32,1,0,443,395,15646.0,5,9,4,5,5,57,471,4,7,34,2980.21
0,1,0,0,0,0,0,806,0,627.0,20,0,0,15,0,0,0,0,24,0,724.49
0,0,0,80,0,0,0,25,0,930.0,15,0,0,17,0,0,0,0,24,0,215.87
9,15,0,35,0,0,0,322,32,2868.0,5,2,1,8,0,1,36,0,14,37,1361.15
7,13,0,24,0,0,0,329,24,3341.0,10,3,0,8,2,1,24,0,16,6,1277.97
2,8,2,26,60,2,22,308,280,1037.0,11,1,3,2,0,8,565,4,11,41,2467.31
5,23,1,19,0,0,0,229,0,1386.0,8,0,0,9,2,1,0,0,3,1,574.43
6,2,0,32,0,0,0,626,0,1404.0,4,0,0,14,1,1,0,0,12,0,1071.15
19,12,1,52,4,1,0,708,28,987.0,2,0,3,8,2,5,36,0,12,29,2383.86
0,9,0,34,0,0,0,770,0,1821.0,16,0,0,9,0,0,0,0,8,1,629.46
2,4,0,82,0,0,0,501,0,1075.0,7,0,0,15,0,0,0,0,19,0,180.6
0,0,0,80,0,0,0,27,0,1599.0,15,0,0,17,0,0,0,0,25,0,283.76
0,4,0,82,0,0,0,504,0,105.0,7,0,0,16,0,0,0,0,18,0,146.64
1,0,0,66,0,0,0,602,0,689.0,13,0,0,19,0,0,0,0,23,0,234.8
8,14,0,28,0,0,0,702,4,2554.0,1,0,0,11,1,0,4,0,12,9,1873.69
10,4,1,44,4,0,1,181,120,8223.0,12,2,0,5,1,1,128,0,4,11,1696.16
2,15,0,27,0,0,0,233,0,1076.0,9,0,1,10,0,0,0,0,2,1,1192.95
8,14,0,41,0,1,0,706,20,524.0,4,1,1,9,2,2,20,0,13,20,1468.69
14,16,1,52,8,1,0,731,139,3626.0,4,6,2,6,2,32,183,0,11,34,2899.91
0,2,0,50,0,0,0,511,0,450.0,9,0,0,18,0,0,0,0,20,0,93.11
1,1,0,66,0,0,0,613,0,608.0,11,0,0,19,0,0,0,0,22,0,202.31
3,13,0,77,0,0,0,87,0,109.0,11,0,0,14,1,0,0,0,5,0,182.99
0,0,0,40,0,0,0,126,0,1131.0,12,0,0,20,0,0,0,0,13,0,221.29
7,12,0,17,0,0,0,727,4,11948.0,2,0,0,11,1,0,4,0,11,0,1712.87
0,2,0,0,0,0,0,803,0,641.0,23,0,0,17,1,0,0,0,27,0,528.13
7,9,3,44,0,1,0,417,282,3794.0,12,0,5,4,3,4,318,0,6,17,1851.14
0,0,0,65,0,0,0,66,0,3.0,11,0,0,17,0,0,0,0,22,0,141.88
0,8,0,79,0,0,0,156,0,587.0,10,0,0,14,0,0,0,0,7,0,693.94
0,0,0,9,0,0,0,259,0,90.0,14,0,0,22,0,0,0,0,17,0,190.41
0,1,0,50,0,0,0,674,0,1077.0,10,0,0,20,0,0,0,0,19,0,104.72
2,2,0,41,0,0,0,712,4,1887.0,4,0,0,11,0,0,4,0,14,6,1155.83
0,6,0,69,0,0,0,108,0,220.0,16,0,0,15,0,0,0,0,6,0,192.71
0,0,0,33,0,0,0,822,0,715.0,20,0,0,14,0,0,0,0,24,0,180.78
1,4,0,73,0,0,0,46,0,13.0,13,0,0,12,1,0,0,0,20,0,563.29
2,4,0,67,0,0,0,139,0,375.0,9,0,0,16,0,0,0,0,11,0,1127.62
1,10,0,39,0,0,0,578,0,1775.0,5,0,0,13,1,0,0,0,16,0,825.86
10,12,0,17,0,0,0,202,24,4396.0,5,0,0,8,2,1,24,0,5,10,1843.84
0,1,0,0,0,0,0,812,0,560.0,20,0,0,15,0,0,0,0,25,0,714.84
3,1,0,74,0,0,0,253,0,1385.0,16,0,0,11,1,0,0,0,5,0,458.07
23,15,1,85,32,1,1,474,377,25121.0,6,12,2,5,4,15,465,4,6,79,3454.98
0,0,0,74,0,0,0,798,0,257.0,23,0,0,16,0,0,0,0,12,0,408.03
0,3,0,64,0,0,0,137,0,95.0,9,0,0,15,0,0,0,0,9,0,333.64
2,5,0,39,0,0,0,576,0,143.0,6,0,0,13,0,0,0,0,17,0,732.46
0,1,0,50,0,0,0,494,0,484.0,8,0,0,18,0,0,0,0,19,0,93.53
0,3,0,33,0,0,0,403,0,313.0,18,0,0,12,0,0,0,0,21,0,179.38
3,6,0,31,0,0,0,513,0,8072.0,4,0,0,14,1,0,0,0,14,1,1133.89
0,2,0,31,0,0,0,496,0,145.0,8,0,0,18,0,0,0,0,18,0,1243.93
0,0,0,67,0,0,0,285,0,609.0,11,0,0,19,0,0,0,0,13,0,1101.89
8,20,0,75,0,1,0,205,4,653.0,6,1,1,9,1,1,4,0,4,7,754.58
0,3,0,33,0,0,0,393,4,1020.0,15,0,0,8,0,0,4,0,17,2,196.01
2,13,0,107,0,0,0,409,396,25.0,13,0,0,3,1,3,412,0,9,16,1386.32
7,14,0,36,0,0,0,356,72,2904.0,10,5,0,6,0,2,76,0,15,11,1223.79
1,8,0,19,0,0,0,192,0,6.0,12,0,0,11,1,0,0,0,2,0,463.74
4,9,0,69,0,0,0,105,0,476.0,11,0,0,12,1,0,0,0,4,0,251.59
0,0,0,9,0,0,0,261,0,176.0,15,0,0,23,0,0,0,0,18,0,190.24
0,2,0,31,0,0,0,675,0,527.0,8,0,0,18,0,0,0,0,18,0,910.23
0,5,0,33,0,0,0,405,0,1086.0,16,0,0,10,0,0,0,0,20,1,184.13
2,15,0,14,4,0,0,166,64,2745.0,10,0,1,6,0,1,68,0,2,7,2336.63
0,1,0,66,0,0,0,610,0,380.0,9,0,0,18,0,0,0,0,20,0,242.47
0,7,0,69,0,0,0,251,0,413.0,15,0,0,14,0,0,0,0,5,0,208.3
0,3,0,77,0,0,0,250,0,288.0,15,0,0,18,0,0,0,0,8,0,195.5
1,7,0,70,0,0,0,385,0,5.0,15,0,0,12,1,0,0,0,21,0,1703.67
1,8,0,81,0,0,0,578,0,1775.0,5,0,0,14,1,0,0,0,17,0,372.31
17,20,1,11,20,0,5,477,305,24762.0,7,9,1,5,3,12,373,0,4,53,2712.05
18,22,1,85,8,0,0,718,56,6234.0,2,1,0,7,3,11,68,0,9,58,2720.24
2,5,0,39,0,0,0,713,4,2058.0,4,0,0,12,1,0,4,0,15,1,906.76
0,0,0,9,0,0,0,269,0,61.0,10,0,0,20,0,0,0,0,15,0,156.92
2,4,0,64,0,0,0,139,0,375.0,9,0,0,16,0,0,0,0,11,0,321.71
4,7,0,51,0,0,0,653,0,466.0,6,0,0,15,1,0,0,0,11,1,447.41
0,7,0,73,0,0,0,375,0,161.0,13,0,0,10,0,0,0,0,19,2,568.43
1,12,0,76,0,0,0,235,0,165.0,7,0,0,12,0,0,0,0,6,0,262.75
5,18,0,27,0,0,0,228,0,1470.0,8,0,0,10,1,0,0,0,4,1,1348.11
5,9,2,36,0,0,0,355,48,3972.0,11,1,0,6,2,1,52,0,15,6,1227.65
0,8,0,73,0,0,0,373,0,107.0,12,0,0,9,0,0,0,0,18,2,650.97
0,5,0,31,0,0,0,513,0,8072.0,5,0,0,15,0,0,0,0,15,1,1221.35
2,9,0,81,0,0,0,515,0,3053.0,4,0,0,14,1,0,0,0,15,1,462.67
1,0,0,66,0,0,0,601,0,31.0,13,0,0,20,0,0,0,0,24,0,187.3
30,12,5,84,89,7,8,453,192,36545.0,8,15,14,2,7,26,645,34,10,38,3782.74
2,4,0,81,0,0,0,528,0,364.0,5,0,0,14,1,0,0,0,16,0,375.59
0,3,0,33,0,0,0,402,0,240.0,16,0,0,10,2,0,0,0,20,1,160.92
7,11,0,17,0,0,0,666,0,5999.0,3,0,0,11,2,0,0,0,9,0,1734.1
0,2,0,80,0,0,0,17,0,287.0,12,0,0,15,0,0,0,0,22,0,276.39
1,3,0,82,0,0,0,501,0,1075.0,7,0,0,15,0,0,0,0,18,0,236.8
4,17,0,75,0,0,0,228,0,1470.0,8,0,0,11,1,0,0,0,4,1,662.92
2,9,0,34,0,0,0,746,0,1135.0,17,0,0,10,0,0,0,0,8,1,546.93
0,0,0,65,0,0,0,60,0,635.0,13,0,0,17,0,0,0,0,23,0,142.38
11,12,1,52,0,0,0,703,32,2709.0,3,2,2,8,2,7,40,0,12,40,2582.11
2,2,0,67,0,0,0,287,0,689.0,10,0,0,18,0,0,0,0,12,0,1150.49
0,7,0,69,0,0,0,106,0,54.0,15,0,0,14,0,0,0,0,5,0,264.7
0,1,0,50,0,0,0,550,0,94.0,11,0,0,21,0,0,0,0,22,0,88.49
0,5,0,37,0,0,0,151,0,409.0,13,0,0,16,0,0,0,0,8,0,130.38
0,0,0,65,0,0,0,49,0,523.0,14,0,0,19,0,0,0,0,25,0,136.95
0,1,0,0,0,0,0,71,0,1.0,19,0,0,14,0,0,0,0,24,0,740.05
1,12,0,19,0,0,0,190,4,118.0,11,0,4,10,1,0,4,0,0,1,542.0
1,0,0,65,0,0,0,55,0,188.0,15,0,0,21,0,0,0,0,26,0,131.4
2,3,0,82,0,0,0,499,0,607.0,6,0,0,15,0,0,0,0,17,0,239.68
0,0,0,50,0,0,0,543,0,543.0,12,0,0,22,0,0,0,0,22,0,91.69
1,0,0,74,0,0,0,252,0,4009.0,17,0,1,12,0,0,0,0,6,0,454.29
1,5,0,69,0,0,0,83,0,730.0,13,0,1,15,0,0,0,0,6,0,265.26
2,3,0,68,0,0,0,422,0,3141.0,15,1,0,7,0,0,0,0,8,0,816.82
2,9,0,81,0,0,0,515,0,3053.0,4,0,0,14,1,0,0,0,15,1,390.89
1,4,0,39,0,0,0,574,0,855.0,6,0,0,14,0,0,0,0,17,0,799.21
0,1,0,74,0,0,0,736,0,129.0,23,0,0,15,0,0,0,0,14,0,409.99
1,0,0,50,0,0,0,615,0,489.0,10,0,0,19,0,0,0,0,21,0,105.44
3,9,0,81,0,0,0,515,0,3053.0,3,0,0,13,1,0,0,0,14,1,395.97
0,1,0,66,0,0,0,548,0,232.0,12,0,0,21,0,0,0,0,22,0,189.87
4,5,0,44,0,0,0,431,40,1701.0,14,2,1,6,2,1,40,0,7,5,1558.25
0,3,0,33,0,0,0,390,0,29.0,15,0,0,9,2,0,0,0,19,1,235.48
1,12,0,34,0,0,0,753,4,564.0,15,0,0,9,0,0,4,0,5,0,644.58
7,10,0,17,0,0,0,218,24,12029.0,5,0,0,8,1,3,24,0,6,13,1955.36
0,3,0,51,0,0,0,629,0,675.0,6,0,0,15,0,0,0,0,12,1,387.94
0,3,0,82,0,0,0,501,0,1075.0,6,0,0,15,0,0,0,0,18,0,233.91
2,3,0,83,0,0,0,81,0,680.0,12,0,0,13,1,0,0,0,4,0,229.83
2,5,0,74,0,0,0,755,4,1508.0,16,0,0,11,1,0,4,0,5,0,467.39
2,3,0,34,0,0,0,762,0,1302.0,18,0,0,10,0,0,0,0,9,1,471.43
1,0,0,50,0,0,0,547,0,185.0,11,0,0,20,0,0,0,0,22,0,92.11
2,9,0,81,0,0,0,529,0,1010.0,4,0,0,13,0,0,0,0,15,0,538.43
1,7,0,70,0,0,0,396,4,2956.0,13,1,1,8,0,1,4,0,18,2,1824.65
0,4,0,90,0,0,0,151,0,409.0,13,0,0,17,0,0,0,0,8,0,201.08
1,1,0,74,0,0,0,255,0,2920.0,18,0,0,13,0,0,0,0,7,0,359.46
3,4,0,39,0,0,0,713,4,2058.0,4,0,0,11,1,0,4,0,15,1,996.37
0,0,0,65,0,0,0,49,0,523.0,14,0,0,18,0,0,0,0,24,0,194.79
0,4,0,51,0,0,0,629,0,675.0,7,0,0,16,0,0,0,0,12,1,342.32
1,7,0,64,0,0,0,133,0,161.0,7,0,0,14,1,0,0,0,9,1,350.84
8,18,0,85,0,0,0,216,64,10208.0,3,2,3,7,2,8,72,0,7,51,2587.76
0,1,0,33,0,0,0,819,0,65.0,21,0,0,15,0,0,0,0,25,0,162.83
0,9,0,39,0,0,0,555,0,596.0,7,0,0,13,0,0,0,0,17,0,749.03
0,4,0,74,0,0,0,747,0,4.0,19,0,0,12,0,0,0,0,9,0,346.34
0,1,0,50,0,0,0,536,0,14.0,12,0,0,22,0,0,0,0,23,0,89.28
0,5,0,90,0,0,0,147,0,751.0,12,0,0,16,0,0,0,0,8,0,233.71
0,1,0,82,0,0,0,488,0,499.0,7,0,0,16,0,0,0,0,18,0,179.79
0,7,0,107,0,0,0,767,4,490.0,15,0,0,7,0,0,4,0,6,1,954.25
18,14,0,100,51,1,3,297,282,29575.0,9,10,0,3,2,11,569,12,12,66,2246.68
0,0,0,65,0,0,0,57,0,384.0,12,0,0,17,0,0,0,0,23,0,197.48
3,13,0,83,0,0,0,104,0,557.0,11,0,0,14,1,0,0,0,5,0,226.54
2,11,0,34,0,0,0,746,0,1135.0,17,0,0,10,0,0,0,0,7,1,482.7
1,2,0,80,0,0,0,10,0,995.0,12,0,1,13,1,0,0,0,21,0,298.34
0,0,0,65,0,0,0,52,0,888.0,14,0,0,18,0,0,0,0,24,0,139.96
0,0,0,65,0,0,0,59,0,391.0,13,0,0,16,0,0,0,0,23,0,147.69
7,16,0,75,0,0,0,202,8,4396.0,5,0,0,9,1,0,8,0,5,8,788.53
7,13,2,24,0,0,0,329,32,3341.0,10,1,4,7,0,1,32,0,16,5,1475.63
7,11,1,44,4,2,0,417,415,3794.0,11,4,2,4,3,6,487,0,6,18,2021.34
0,2,0,0,0,0,0,379,0,13.0,18,0,0,13,2,0,0,0,23,0,577.81
0,1,0,50,0,0,0,549,0,426.0,10,0,0,20,0,0,0,0,20,0,92.5
0,2,0,37,0,0,0,146,0,665.0,13,0,0,18,0,0,0,0,10,0,102.89
3,25,0,17,0,0,0,223,8,11389.0,2,0,0,9,1,1,8,0,8,11,1762.17
1,7,0,15,0,0,1,180,108,12487.0,11,1,2,6,0,1,116,0,3,13,2046.4
0,1,0,0,0,0,0,811,0,67.0,18,0,0,14,2,0,0,0,23,0,733.57
0,3,0,70,0,0,0,381,0,1753.0,16,0,1,12,0,0,0,0,21,0,1681.08
3,17,0,75,0,0,0,205,4,653.0,6,1,1,9,1,0,4,0,4,8,733.34
24,24,0,98,16,0,0,446,336,16032.0,4,10,3,5,2,52,400,4,8,29,2920.01
1,21,0,27,0,0,0,233,0,1076.0,9,1,0,9,0,1,0,0,2,1,1274.88
1,15,0,83,0,0,0,231,0,1182.0,9,0,0,10,0,0,0,0,3,1,227.02
0,1,0,31,0,0,0,522,0,224.0,7,0,0,17,0,0,0,0,17,0,972.15
2,18,0,35,0,0,0,319,8,294.0,6,1,0,9,1,0,8,0,15,2,1201.26
0,2,0,80,0,0,0,19,0,292.0,13,0,0,15,1,0,0,0,22,0,294.83
0,4,0,70,0,0,0,381,0,1753.0,16,0,1,12,0,0,0,0,21,0,1646.74
3,4,0,67,0,0,0,139,0,375.0,9,0,0,16,1,0,0,0,11,0,1142.26
