latitude,longitude,population,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_in_3km_to_5km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_in_3km_to_5km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_3km_to_5km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_in_3km_to_5km,n_resturant_in_3km_to_5km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,mean,median,max,min,category_name_Business,category_name_CommercialShophouse,category_name_Condo,category_name_Factory,category_name_Flat,category_name_Food/Hospitality,category_name_Hotel,category_name_House,category_name_Land,category_name_Land/Development,category_name_Offices,category_name_Penthouse,category_name_Retail,category_name_Retreat,category_name_ServicedApartment,category_name_Shophouse,category_name_Studio,category_name_Terrace,category_name_Twin Villa,category_name_Unit,category_name_Villa,category_name_Warehouse,category_name_condo,category_name_other,category_name_project,category_name_residential,price_per_m2
11,104,23239,46,29,80,29,26,75,37,25,20,33,31,27,21,29,16,34,58,30,27,23,76,53,3009,2815,6428,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4271.788990825688
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,1827,1107,4375,325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4268.292682926829
11,104,7618,29,40,88,26,43,69,51,48,58,28,55,53,16,36,12,37,42,80,23,50,58,94,2376,2000,6000,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4262.295081967213
11,104,16252,33,44,76,20,26,82,22,21,9,38,27,46,22,32,20,28,46,8,25,29,27,31,3818,2963,8333,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4261.080233718113
11,104,8223,9,7,50,12,5,31,0,19,17,1,18,32,5,22,3,13,9,22,1,28,0,28,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4251.063829787234
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2867,2500,6000,546,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4239.130434782609
11,104,18375,31,33,82,24,26,70,45,53,65,23,48,19,11,28,18,28,59,83,21,38,39,109,2999,3159,4999,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4239.130434782609
11,104,4075,8,21,74,7,13,64,10,76,61,8,51,38,10,29,2,29,50,82,6,54,31,112,2047,1754,6461,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4237.5
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4235.294117647059
11,104,23239,39,32,76,29,27,67,49,36,42,30,42,24,13,25,17,38,61,65,22,30,52,89,3614,3925,6250,212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4233.654876741693
11,104,16037,45,56,58,23,38,75,21,5,7,30,16,32,19,26,20,31,35,3,24,21,33,18,1643,901,4229,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4229.893162393163
11,104,16252,32,40,80,14,30,78,29,21,8,35,33,53,19,33,16,33,60,8,27,31,29,34,2955,2986,5555,1111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4220.640569395018
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2945,2878,6465,254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4218.75
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2730,2129,8500,370,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4217.687074829932
11,104,5039,16,44,106,24,57,86,29,69,81,15,67,56,8,48,21,41,32,114,18,70,29,138,3431,3152,4615,2417,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200.8403361344535
11,104,18375,31,33,82,24,26,70,45,53,65,23,48,19,11,28,18,28,59,83,21,38,39,109,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200.0
11,104,20882,25,66,85,39,47,74,50,25,72,31,47,48,13,41,20,39,23,91,44,48,71,86,2935,2727,5000,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4200.0
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,3614,3925,6250,212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4198.473282442748
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2376,2000,6000,108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4188.034188034188
11,104,28799,35,40,71,14,40,82,21,10,8,34,27,49,16,31,23,30,51,9,18,27,26,26,2763,2589,5000,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4187.604690117253
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,1707,1460,4625,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4184.615384615385
11,104,23239,45,28,81,30,20,71,43,27,27,30,34,26,18,28,17,34,59,46,24,26,65,66,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4171.717171717171
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,3009,2815,6428,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4171.428571428572
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2867,2500,6000,546,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4166.666666666667
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,3309,3387,4285,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4166.666666666667
11,104,13220,26,36,105,32,44,77,35,64,75,16,69,55,10,40,23,39,32,108,13,68,41,122,2807,2500,6333,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4166.666666666667
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4166.666666666667
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,2730,2129,8500,370,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4166.666666666667
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2867,2500,6000,546,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4166.666666666667
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2376,2000,6000,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4166.666666666667
11,104,1551,2,3,11,3,1,28,0,0,0,0,0,0,1,3,0,2,1,0,0,2,0,0,2183,2358,4166,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4166.666666666667
11,104,7618,29,42,90,23,43,76,51,45,64,19,63,58,8,40,14,46,36,98,21,59,58,100,2376,2000,6000,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4166.666666666667
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2867,2500,6000,546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4149.348837209303
11,104,18149,49,35,71,17,38,79,35,11,8,24,29,38,17,34,12,40,56,5,18,23,64,29,2867,2500,6000,546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4149.348837209303
11,104,15107,30,43,104,38,40,76,54,31,63,43,42,60,15,39,24,38,28,83,29,53,76,81,2794,2816,4716,1300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4146.678591755427
11,104,18375,31,33,82,24,26,70,45,53,65,23,48,19,11,28,18,28,59,83,21,38,39,109,2945,2878,6465,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4142.857142857143
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,3614,3925,6250,212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4130.434782608696
11,104,16252,33,44,76,20,26,82,22,21,9,38,27,46,22,32,20,28,46,8,25,29,27,31,2817,2113,6222,555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4130.434782608696
11,104,18375,31,33,82,24,26,70,45,53,65,23,48,19,11,28,18,28,59,83,21,38,39,109,2999,3159,4999,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4130.434782608696
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4128.191200434547
11,104,8037,14,45,81,24,35,66,24,70,67,13,64,37,12,38,12,35,38,96,11,52,29,120,2082,1748,6333,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4125.0
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,3009,2815,6428,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4124.122527121889
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2049,1991,5972,203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4118.165784832451
11,104,16252,32,40,80,14,30,78,29,21,8,35,33,53,19,33,16,33,60,8,27,31,29,34,2955,2986,5555,1111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4099.009900990099
11,104,13220,25,42,88,32,36,73,42,60,67,19,66,51,8,38,16,41,36,103,12,64,46,116,2376,2000,6000,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4090.277777777778
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4081.851393188855
11,104,20064,36,51,65,14,42,76,29,11,6,23,30,39,11,33,13,39,56,3,14,24,42,24,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4080.5880532342926
11,104,11327,19,29,86,10,26,71,24,67,22,22,58,60,9,35,6,37,70,29,27,47,70,60,2047,1754,6461,170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4074.074074074074
11,104,15646,13,18,87,20,25,104,7,55,16,11,40,51,6,37,15,53,50,12,6,41,8,46,2471,2289,5212,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4062.5
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,1827,1107,4375,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4062.5
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,1827,1107,4375,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4062.5
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,3614,3925,6250,212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4062.5
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,3309,3387,4285,1684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4051.2820512820513
11,104,86,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1729,1434,4050,473,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050.0
11,104,23239,46,30,81,29,32,76,36,23,28,35,30,34,22,28,19,38,62,40,27,24,69,60,2730,2129,8500,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4048.23428079242
11,104,11327,19,29,86,10,26,71,24,67,22,22,58,60,9,35,6,37,70,29,27,47,70,60,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4042.7350427350425
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,3009,2815,6428,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032.258064516129
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4031.0077519379847
11,104,5351,27,37,87,17,26,63,54,30,15,17,53,60,14,32,10,33,64,16,26,34,47,36,2047,1754,6461,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4027.777777777778
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,3309,3387,4285,1684,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4027.777777777778
11,104,3342,8,4,50,7,8,27,0,14,13,0,15,28,2,17,3,10,8,21,0,20,1,20,2377,2103,6435,457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4017.857142857143
11,104,28799,35,40,71,14,40,82,21,10,8,34,27,49,16,31,23,30,51,9,18,27,26,26,2714,2571,4910,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4017.857142857143
11,104,28799,35,40,71,14,40,82,21,10,8,34,27,49,16,31,23,30,51,9,18,27,26,26,2714,2571,4910,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4017.857142857143
11,104,11327,10,29,89,11,19,72,20,69,25,22,56,51,10,35,6,32,66,32,28,46,77,69,2047,1754,6461,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4010.6214689265535
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,3614,3925,6250,212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,3614,3925,6250,212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0
11,104,5039,16,44,106,24,57,86,29,69,81,15,67,56,8,48,21,41,32,114,18,70,29,138,2807,2500,6333,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4000.0
11,104,13796,40,32,76,25,23,71,51,26,35,31,39,27,14,27,18,33,56,57,26,25,61,74,2945,2878,6465,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000.0
11,104,5039,16,42,104,26,52,87,30,69,82,16,67,57,11,51,21,41,29,116,20,71,30,138,2935,2727,5000,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4000.0
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2421,2050,6363,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4000.0
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2945,2878,6465,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4000.0
11,104,24762,17,33,87,16,34,61,13,88,56,22,54,35,10,41,20,38,60,66,14,54,17,105,2269,1833,6400,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000.0
11,104,7618,29,41,94,25,40,74,51,45,67,18,66,58,9,40,18,42,36,102,21,60,56,103,2376,2000,6000,108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0
11,104,4621,9,19,61,14,24,78,0,14,11,4,25,29,2,22,12,30,57,0,10,17,4,21,2066,1888,6222,195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,3949,3775,6388,1318,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0
11,104,4083,3,11,58,7,3,31,2,30,39,2,34,37,2,29,3,17,11,57,3,35,1,56,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4000.0
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2049,1991,5972,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4000.0
11,104,5039,16,44,106,24,57,86,29,69,81,15,67,56,8,48,21,41,32,114,18,70,29,138,2807,2500,6333,700,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,3529,3418,6388,147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,1707,1460,4625,300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0
11,104,5039,16,44,106,24,57,86,29,69,81,15,67,56,8,48,21,41,32,114,18,70,29,138,2807,2500,6333,700,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.0
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,2049,1991,5972,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3997.5
11,104,18149,55,42,68,33,33,76,19,10,6,30,22,36,28,29,21,38,58,3,24,21,66,24,3529,3418,6388,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3990.0
11,104,15107,30,43,104,38,40,76,54,31,63,43,42,60,15,39,24,38,28,83,29,53,76,81,3291,3134,4929,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3989.36170212766
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,3060,2028,6461,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3984.9624060150377
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,1827,1107,4375,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3984.375
11,104,5351,27,37,87,17,26,63,54,30,15,17,53,60,14,32,10,33,64,16,26,34,47,36,2047,1754,6461,170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3984.375
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2730,2129,8500,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3975.9036144578313
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,1974,1688,5921,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3968.253968253968
11,104,23239,46,33,80,27,31,76,38,24,33,30,35,34,20,25,22,36,64,53,27,27,59,70,2730,2129,8500,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3953.488372093024
11,104,18375,26,35,83,19,19,68,30,66,66,23,51,22,5,35,13,32,51,87,21,42,26,120,3614,3925,6250,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3944.773175542406
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,3529,3418,6388,147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3939.39393939394
11,104,21669,30,61,70,29,46,66,50,19,52,29,33,31,20,27,25,36,42,70,27,41,69,74,3009,2815,6428,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3938.730853391685
11,104,8037,14,45,81,24,35,66,24,70,67,13,64,37,12,38,12,35,38,96,11,52,29,120,2139,1834,5138,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3935.185185185185
11,104,3342,8,4,36,4,10,20,0,6,10,1,5,13,1,8,3,7,6,9,0,9,0,11,2377,2103,6435,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3927.6485788113696
11,104,23239,34,34,81,25,24,70,51,34,47,32,38,28,15,25,17,39,57,71,23,33,55,90,3529,3418,6388,147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3925.619834710744
11,104,16032,14,21,107,27,29,112,7,67,27,19,43,43,6,38,23,42,28,23,11,49,9,89,2421,2050,6363,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3921.052631578948
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,3009,2815,6428,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3918.918918918919
11,104,7658,33,37,68,9,43,63,51,24,14,30,36,26,18,27,15,31,52,13,35,17,81,51,2945,2878,6465,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3918.4952978056426
11,104,13796,35,37,67,12,41,63,45,31,14,30,37,23,18,28,15,30,52,13,34,18,80,53,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3918.4952978056426
11,104,7658,29,51,59,10,50,55,45,26,12,30,35,28,15,31,14,26,54,6,35,16,88,37,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3918.4952978056426
11,104,7658,27,55,63,7,54,62,40,23,10,30,32,29,14,33,11,33,52,4,29,20,77,33,2945,2878,6465,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3918.4952978056426
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,1932,1849,3913,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3913.0434782608695
11,104,8037,16,50,82,23,50,59,38,65,66,19,64,46,11,38,12,42,42,97,16,56,55,102,2807,2500,6333,700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3913.0434782608695
11,104,8037,16,50,82,23,50,59,38,65,66,19,64,46,11,38,12,42,42,97,16,56,55,102,2807,2500,6333,700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3913.0434782608695
11,104,13796,44,31,72,27,21,71,50,30,37,28,42,26,15,27,17,31,57,57,26,26,61,76,2945,2878,6465,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3912.4668435013264
11,104,8037,14,45,81,24,35,66,24,70,67,13,64,37,12,38,12,35,38,96,11,52,29,120,1909,1661,5347,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3906.25
11,104,7658,32,49,62,9,53,57,44,22,12,29,32,27,16,34,15,31,54,4,30,20,89,33,2867,2500,6000,546,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3906.25
11,104,23239,36,37,85,20,35,76,49,22,47,30,38,33,14,22,21,35,62,68,29,35,59,83,3614,3925,6250,212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3906.25
11,104,23197,21,35,125,20,43,100,27,74,88,22,61,61,10,49,24,48,34,117,18,76,20,148,1707,1460,4625,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3904.7619047619046
