n_university_in_1km_to_2km,near_AEON_Mall_2_in_km,n_hospital_in_3km_to_5km,n_atm_in_1km,n_hotel_in_1km_to_2km,n_university_in_2km_to_3km,near_Phnom_Penh_Airport_in_km,n_borey_5km,n_cafe_5km,n_cafe_in_1km,address_line_2,n_bank_in_1km,n_university_in_3km_to_5km,n_hotel_in_1km,n_university_in_1km,n_pre_school_in_1km,nearest_atm,h_id,n_super_market_in_1km,near_Koh_Pich_in_km,n_hotel_in_2km_to_3km,n_hospital_in_2km_to_3km,near_AEON_Mall_3_in_km,n_hospital_in_1km,price_per_m2
35,1,72,20,2,25,7,25,161,10,-1,4,39,2,7,10,0,-1,5,6,7,24,11,1,4208.86
0,16,0,0,0,0,12,1,0,0,-1,0,0,0,0,0,0,-1,0,23,0,0,22,0,90.25
0,7,0,0,2,0,1,17,26,1,-1,0,7,0,0,0,0,-1,0,12,2,0,12,0,551.07
0,8,0,0,0,0,14,4,6,0,-1,0,0,0,0,0,0,-1,0,15,0,0,21,0,563.38
0,15,0,0,0,0,8,5,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,10,0,1182.42
1,9,0,0,3,0,2,17,19,2,-1,0,0,0,0,0,0,-1,0,13,1,0,12,0,1811.62
0,14,0,0,0,0,14,0,1,1,-1,0,0,0,0,0,0,-1,0,22,0,0,24,0,140.11
0,14,0,0,0,0,8,3,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,18,0,1235.64
0,14,0,0,0,0,9,3,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,20,0,92.86
0,17,0,0,0,0,10,0,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,14,0,150.52
0,16,0,0,0,0,10,2,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,20,0,104.95
0,12,0,0,0,0,9,2,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,20,0,197.66
0,11,12,0,0,1,10,21,66,2,-1,0,7,0,0,0,0,-1,0,5,2,1,2,0,2318.48
0,11,0,0,0,0,4,15,13,2,-1,0,0,0,1,0,0,-1,0,13,1,0,10,0,1508.07
0,6,0,0,0,0,3,12,19,0,-1,0,5,0,0,0,0,-1,0,13,0,0,14,0,980.04
0,5,0,0,0,0,10,10,15,2,-1,0,1,0,0,0,0,-1,0,12,0,0,18,0,827.74
0,18,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,14,0,1132.25
0,13,1,0,0,1,15,15,17,0,-1,0,0,0,0,0,0,-1,0,5,0,1,7,0,959.87
0,11,0,0,0,1,4,8,9,0,-1,0,0,0,0,0,0,-1,0,14,2,0,13,0,1184.2
0,13,0,0,0,0,13,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,24,0,223.1
1,11,1,0,0,0,7,39,27,1,-1,0,5,0,0,0,0,-1,1,8,0,0,3,0,1400.87
0,12,0,0,0,0,19,2,1,0,-1,0,0,0,0,0,0,-1,0,15,0,0,22,0,188.07
0,5,4,0,1,6,2,16,39,0,-1,0,16,0,0,1,0,-1,1,11,3,0,12,0,1393.09
0,11,22,0,0,0,13,15,56,6,-1,0,9,0,0,1,0,-1,0,3,0,1,7,0,1561.91
0,2,0,0,0,1,9,25,46,1,-1,0,10,0,0,0,0,-1,0,10,0,0,15,0,1375.94
0,3,0,0,0,1,9,23,35,4,-1,0,6,0,0,0,0,-1,0,10,0,0,16,0,1354.79
0,12,0,0,0,0,6,4,3,0,-1,0,0,0,0,0,0,-1,0,17,0,0,16,0,410.01
0,16,0,0,0,0,11,7,2,0,-1,0,0,0,0,0,0,-1,0,14,0,0,7,0,773.42
0,13,0,0,0,0,10,1,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,22,0,195.64
4,2,68,0,1,6,9,20,114,0,-1,0,63,0,1,3,0,-1,0,6,4,4,13,0,1960.33
5,2,71,0,3,8,8,22,116,1,-1,0,70,0,1,2,0,-1,1,7,1,3,13,0,1513.08
0,10,30,4,1,1,11,18,89,1,-1,0,15,0,0,1,0,-1,0,3,2,1,4,0,2134.07
2,3,64,8,1,8,10,20,111,2,-1,0,58,0,1,2,0,-1,0,6,4,4,13,0,2353.29
0,17,0,0,0,0,10,4,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,10,0,726.69
0,12,1,0,0,0,13,15,44,2,-1,0,2,0,0,0,0,-1,0,4,0,1,5,1,729.99
0,9,7,0,0,2,6,36,39,1,-1,0,9,0,0,0,0,-1,1,8,0,0,4,0,866.62
0,11,0,0,0,0,13,0,2,0,-1,0,0,0,0,0,0,-1,0,19,0,0,23,0,139.87
0,13,0,0,0,0,6,7,7,0,-1,0,1,0,0,0,0,-1,0,15,1,0,11,0,396.67
0,18,0,0,0,0,12,2,0,0,-1,0,0,0,0,0,0,-1,0,17,0,0,10,0,762.65
37,4,9,55,12,31,7,25,192,12,-1,22,27,2,16,1,4,-1,2,4,62,39,9,13,4858.0
20,6,8,74,34,41,8,22,183,17,-1,19,41,3,4,9,12,-1,12,2,45,17,7,19,6743.04
0,13,0,0,0,0,6,22,5,0,-1,0,1,0,0,0,0,-1,0,13,0,0,8,0,569.18
14,4,35,0,6,24,3,34,110,1,-1,0,44,0,8,0,0,-1,1,8,5,2,10,0,2929.95
0,15,0,0,0,0,7,7,4,1,-1,0,1,0,0,0,0,-1,0,16,0,0,11,0,1447.48
5,1,77,0,4,36,8,23,133,3,-1,0,46,0,3,2,8,-1,1,6,2,4,12,0,4299.17
0,11,0,0,0,0,5,6,3,0,-1,0,0,0,0,0,0,-1,0,16,0,0,16,0,1017.27
0,14,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,23,0,186.37
1,14,2,0,0,0,16,13,13,0,-1,0,0,0,0,0,0,-1,0,5,0,0,8,0,875.42
0,18,0,0,0,0,12,4,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,9,0,160.07
0,15,0,0,0,0,13,0,1,0,-1,0,0,0,0,0,0,-1,0,23,0,0,25,0,188.75
0,16,0,0,0,0,12,12,3,1,-1,0,0,0,0,0,0,-1,0,12,0,0,5,0,254.45
0,2,3,0,0,5,9,24,64,0,-1,0,13,0,1,1,0,-1,0,9,0,0,14,0,1390.29
0,14,0,0,0,0,9,2,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,20,0,92.96
0,10,29,0,1,2,12,17,85,1,-1,0,12,0,0,2,0,-1,0,3,2,1,5,0,1683.53
0,14,0,0,0,0,11,1,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,22,0,209.79
0,12,0,0,0,0,5,5,6,0,-1,0,1,0,0,0,0,-1,0,16,0,0,14,0,1043.71
0,6,0,0,0,0,5,13,10,0,-1,0,1,0,0,0,0,-1,0,14,0,0,16,0,794.06
0,10,42,0,0,1,13,15,69,0,-1,0,13,0,0,0,0,-1,0,2,1,1,9,0,1349.91
0,14,0,0,0,0,7,3,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,17,0,1097.78
39,3,32,8,8,23,7,25,192,15,-1,5,31,3,19,10,12,-1,5,5,38,48,10,5,3804.51
0,18,0,0,0,0,12,0,0,0,-1,0,0,0,0,0,0,-1,0,23,0,0,22,0,114.54
0,14,0,0,0,0,18,0,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,27,0,200.33
2,4,8,0,0,1,11,18,51,1,-1,0,9,0,0,0,0,-1,0,8,0,0,15,0,706.38
0,14,0,0,0,0,21,3,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,25,0,724.79
30,5,13,16,9,40,7,26,181,5,-1,1,37,0,6,3,8,-1,3,3,45,37,7,6,4385.81
0,6,3,0,1,0,1,18,32,1,-1,0,19,0,0,0,0,-1,0,11,3,0,12,0,1334.01
0,12,0,0,1,1,5,17,6,0,-1,0,0,0,0,0,0,-1,0,14,0,0,10,0,467.96
0,9,1,0,0,0,4,36,32,0,-1,0,12,0,0,0,0,-1,0,9,1,1,6,0,770.14
0,15,0,0,0,0,10,21,4,0,-1,0,0,0,0,0,0,-1,0,13,0,0,6,0,230.62
0,9,6,0,0,3,5,35,33,0,-1,0,13,0,0,0,0,-1,0,8,0,1,5,0,1927.47
1,6,0,0,0,0,14,9,11,0,-1,0,2,0,0,0,0,-1,0,9,1,0,17,0,1762.63
0,20,0,0,0,0,13,0,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,17,0,188.76
0,11,10,0,0,0,12,15,63,1,-1,0,6,0,0,0,0,-1,0,4,1,1,4,0,775.05
1,11,3,0,0,0,8,34,39,0,-1,0,9,0,0,1,0,-1,0,7,0,0,2,0,1595.27
1,10,49,0,2,1,10,21,104,5,-1,0,21,0,0,0,0,-1,0,3,2,2,4,0,2320.31
0,14,0,0,0,0,8,21,5,0,-1,0,0,0,0,0,0,-1,0,12,0,0,6,0,767.11
0,11,26,0,1,1,12,17,86,1,-1,0,13,0,0,2,0,-1,0,3,2,2,5,1,825.14
0,17,0,0,0,0,12,5,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,8,0,128.58
0,17,0,0,0,0,12,1,0,0,-1,0,0,0,0,0,0,-1,0,23,0,0,22,0,92.04
0,18,0,0,0,0,20,5,1,0,-1,0,1,0,0,0,0,-1,0,9,0,0,10,0,562.54
36,3,18,41,13,29,7,26,194,8,-1,9,30,0,18,3,4,-1,4,4,58,36,9,13,3959.65
9,6,21,16,6,38,7,24,175,11,-1,0,51,0,5,6,8,-1,6,3,29,53,6,7,3492.33
5,2,53,0,0,5,9,21,104,2,-1,0,57,0,0,2,0,-1,0,7,3,0,13,0,1434.0
0,11,0,0,0,1,4,6,6,0,-1,0,0,0,0,0,0,-1,0,15,1,0,13,0,1595.67
0,11,17,4,0,0,12,16,75,1,-1,0,9,0,0,0,0,-1,0,4,3,0,4,1,2575.64
6,4,8,4,1,11,2,29,61,2,-1,0,41,2,0,0,0,-1,1,9,8,1,11,0,2354.66
6,4,56,12,30,11,10,17,153,3,-1,0,67,3,1,0,8,-1,2,4,33,35,11,3,3987.93
0,11,0,0,0,0,4,8,7,0,-1,0,1,0,0,0,0,-1,0,16,0,0,15,0,435.93
0,14,1,0,0,0,14,15,25,0,-1,0,0,0,0,0,0,-1,0,6,0,1,5,0,575.45
0,17,0,0,0,0,20,5,1,0,-1,0,1,0,0,0,0,-1,0,9,0,0,11,0,520.04
1,3,7,0,3,7,4,24,71,4,-1,0,52,1,1,0,0,-1,0,10,3,1,12,0,2627.48
0,10,0,0,0,0,17,4,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,23,0,571.51
0,15,0,0,0,0,11,1,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,22,0,192.04
0,15,0,0,0,0,10,20,7,0,-1,0,0,0,0,0,0,-1,0,12,0,0,4,0,273.34
0,2,6,0,3,1,6,27,65,1,-1,0,51,0,0,0,0,-1,0,10,1,0,14,0,1284.33
0,11,1,0,0,0,6,32,15,0,-1,0,2,0,0,0,0,-1,0,10,0,0,6,0,702.73
0,11,0,0,0,0,6,5,3,0,-1,0,0,0,0,0,0,-1,0,17,0,0,17,0,324.35
0,18,0,0,0,0,10,0,2,0,-1,0,0,0,0,0,0,-1,0,20,0,0,15,0,195.8
10,5,14,86,19,14,10,11,166,15,-1,12,63,26,3,2,103,-1,7,2,13,36,9,12,4900.61
0,17,0,0,0,0,10,2,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,11,0,1241.43
0,19,0,0,0,0,13,1,0,0,-1,0,0,0,0,0,0,-1,0,17,0,0,10,0,78.49
0,12,0,0,0,0,19,3,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,24,0,585.82
0,15,0,0,0,0,11,20,8,0,-1,0,0,0,0,0,0,-1,0,11,0,0,4,0,259.5
0,16,0,0,0,0,9,0,2,0,-1,0,0,0,0,0,0,-1,0,19,0,0,15,0,839.07
0,11,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,22,0,152.44
0,13,0,0,0,0,21,2,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,24,0,168.15
16,6,59,8,1,41,6,27,179,2,-1,0,49,0,3,4,8,-1,0,4,5,46,7,4,4890.63
0,17,0,0,0,0,10,4,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,10,0,317.52
0,15,2,0,0,0,15,17,19,0,-1,0,0,0,0,0,0,-1,0,7,0,0,6,0,673.35
0,15,0,0,0,0,10,2,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,21,0,75.81
2,9,74,0,5,6,11,19,121,2,-1,0,21,0,0,1,0,-1,0,1,13,19,6,0,4960.66
0,12,0,0,0,0,17,0,2,0,-1,0,0,0,0,0,0,-1,0,20,0,0,26,0,204.15
0,12,0,0,1,1,5,12,7,0,-1,0,0,0,0,0,0,-1,0,14,0,0,10,0,459.47
14,6,11,140,37,9,10,15,174,18,-1,10,58,31,6,12,12,-1,19,1,9,22,8,18,5518.52
30,5,5,52,18,41,7,26,180,11,-1,17,31,0,7,6,8,-1,7,3,62,27,8,19,5141.8
0,11,1,0,0,0,5,31,14,0,-1,0,2,0,0,0,0,-1,0,11,0,0,6,0,744.29
20,3,49,4,6,36,4,35,120,5,-1,0,30,1,9,1,0,-1,2,7,4,2,10,3,2939.11
0,17,0,0,0,0,11,1,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,20,0,103.49
0,5,0,0,0,0,8,8,8,0,-1,0,0,0,0,0,0,-1,0,14,0,0,17,0,939.57
0,5,0,0,0,0,12,13,15,0,-1,0,2,0,0,0,0,-1,0,12,0,0,18,0,581.94
0,4,0,0,0,2,11,15,23,0,-1,0,1,0,0,1,0,-1,0,11,0,0,17,0,1066.51
0,16,1,0,0,0,15,7,10,0,-1,0,0,0,0,0,0,-1,0,8,0,0,5,0,438.94
0,19,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,16,0,149.87
0,13,0,0,0,0,13,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,24,0,194.83
1,9,2,0,1,0,2,23,28,0,-1,0,6,1,0,0,0,-1,0,11,3,0,9,0,1741.49
25,3,52,20,5,17,6,27,183,13,-1,4,34,1,27,10,0,-1,2,5,12,42,10,3,3789.96
1,6,0,0,0,0,14,9,15,1,-1,0,2,0,0,0,0,-1,0,10,1,0,17,0,1760.32
1,6,0,0,1,0,13,10,13,0,-1,0,2,0,0,0,0,-1,0,11,0,0,18,0,1926.29
12,5,80,4,2,62,5,32,170,4,-1,0,32,0,3,2,0,-1,1,6,4,17,7,0,3328.33
0,16,0,0,0,0,13,0,0,0,-1,0,0,0,0,0,0,-1,0,23,0,0,24,0,149.9
0,9,1,0,3,0,2,15,21,2,-1,0,0,0,1,0,0,-1,0,12,2,0,10,0,1539.24
0,19,0,0,0,0,21,2,0,0,-1,0,0,0,0,0,0,-1,0,11,0,0,11,0,337.51
1,7,14,0,2,9,3,35,70,3,-1,0,52,0,0,0,0,-1,1,8,2,1,7,0,2517.65
34,5,5,96,62,34,8,23,186,12,-1,29,34,9,4,2,49,-1,13,3,14,21,9,26,6140.12
0,6,0,0,0,0,4,12,19,0,-1,0,3,0,0,0,0,-1,0,13,0,0,14,0,878.79
0,1,8,0,1,1,7,28,69,4,-1,0,61,0,0,0,0,-1,0,9,3,0,14,0,2813.94
0,19,0,0,0,0,20,1,0,0,-1,0,0,0,0,0,0,-1,0,11,0,0,10,0,331.65
6,7,75,0,0,10,6,35,125,3,-1,0,74,0,1,1,0,-1,1,5,0,5,5,0,2581.88
1,9,63,0,2,4,11,20,105,3,-1,4,20,1,0,2,0,-1,0,2,7,10,5,0,2546.58
31,2,74,4,3,36,5,31,141,2,-1,0,27,1,3,2,4,-1,3,7,7,7,10,0,3278.31
1,9,75,0,3,5,12,14,118,1,-1,0,20,0,0,0,0,-1,0,1,11,8,8,0,2064.25
0,18,0,0,0,0,13,4,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,8,0,199.53
0,14,0,0,0,0,9,21,5,0,-1,0,0,0,0,0,0,-1,0,13,0,0,6,0,266.24
5,2,77,8,1,37,8,23,134,4,-1,0,48,2,2,2,0,-1,5,6,11,14,12,0,2209.22
0,6,0,0,0,0,2,17,27,1,-1,0,8,0,0,0,0,-1,0,12,3,0,13,0,1342.03
0,11,0,0,1,1,5,22,10,1,-1,0,0,0,0,0,0,-1,0,12,0,0,9,0,1556.19
0,10,0,0,0,0,6,5,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,17,0,237.87
0,15,0,0,0,0,19,4,1,0,-1,0,1,0,0,0,0,-1,0,8,0,0,13,0,579.63
0,18,0,0,0,0,15,9,3,0,-1,0,0,0,0,0,0,-1,0,12,0,0,5,0,207.42
0,9,0,0,0,0,16,5,4,1,-1,0,0,0,0,0,0,-1,0,14,1,0,21,0,1759.41
0,14,0,0,0,0,11,1,0,0,-1,0,0,0,0,0,0,-1,0,21,0,0,22,0,194.87
0,18,0,0,0,0,11,2,1,0,-1,0,0,0,0,0,0,-1,0,18,0,0,12,0,323.9
0,16,0,0,0,0,11,2,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,21,0,76.33
4,8,75,12,4,11,9,30,151,9,-1,4,50,1,1,6,0,-1,2,3,6,21,5,0,4681.84
0,14,0,0,0,0,8,3,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,19,0,94.7
0,12,0,0,0,0,10,1,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,21,0,197.91
0,16,0,0,0,0,18,8,4,0,-1,0,1,0,0,0,0,-1,0,8,0,0,8,0,480.89
1,9,58,0,2,2,10,23,111,0,-1,0,27,0,0,0,0,-1,0,3,3,7,4,0,2308.33
3,5,6,0,4,12,2,32,73,5,-1,0,56,0,4,2,4,-1,0,9,3,5,10,0,2365.85
3,8,77,0,0,10,7,32,125,0,-1,0,36,0,0,0,0,-1,0,5,2,7,4,0,2615.24
0,11,0,0,0,0,9,2,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,21,0,238.36
0,14,0,0,0,0,7,2,3,0,-1,0,0,0,0,0,0,-1,0,18,0,0,16,0,1192.0
0,11,0,0,0,0,6,5,3,0,-1,0,0,0,0,0,0,-1,0,17,0,0,17,0,236.66
1,9,73,0,5,6,11,18,116,2,-1,0,20,0,0,0,0,-1,2,1,11,13,7,0,4980.97
1,4,1,0,0,1,12,17,37,1,-1,0,7,0,0,0,0,-1,0,8,0,0,15,0,2242.59
0,13,1,0,0,0,13,15,35,1,-1,0,1,0,0,0,0,-1,1,5,0,0,3,0,1927.89
8,7,60,12,6,13,8,30,161,8,-1,4,61,1,1,4,12,-1,5,3,9,37,5,0,5258.53
0,5,0,0,0,0,7,11,10,0,-1,0,0,0,0,0,0,-1,0,13,0,0,17,0,872.75
0,7,0,0,0,0,14,8,12,0,-1,0,0,0,0,0,0,-1,0,14,0,0,20,0,562.87
0,9,0,0,2,1,2,13,19,2,-1,0,0,0,0,0,0,-1,0,13,2,0,12,0,1646.58
0,21,0,0,0,0,14,0,0,0,-1,0,0,0,0,0,0,-1,0,23,0,0,18,0,145.1
0,7,0,0,0,0,12,5,11,1,-1,0,0,0,0,0,0,-1,0,15,0,0,20,0,1078.16
0,15,0,0,0,0,11,1,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,22,0,185.61
0,13,0,0,0,0,8,3,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,18,0,1234.95
11,7,40,32,12,10,9,28,162,13,-1,0,57,1,2,10,4,-1,4,2,23,49,6,6,4341.11
1,7,10,0,3,6,3,38,55,1,-1,0,38,0,0,0,0,-1,2,8,4,1,8,1,2166.56
0,5,0,0,0,0,5,13,13,0,-1,0,1,0,0,0,0,-1,0,13,1,0,16,0,1018.0
0,15,0,0,0,0,8,2,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,17,0,911.16
0,6,0,0,0,0,12,12,12,0,-1,0,2,0,0,0,0,-1,0,13,0,0,19,0,692.34
0,16,0,0,0,0,11,7,2,0,-1,0,0,0,0,0,0,-1,0,14,0,0,7,0,670.7
40,4,5,87,49,30,8,24,186,8,-1,15,33,4,4,1,40,-1,10,3,32,21,8,26,4775.35
1,4,1,0,0,1,12,16,33,1,-1,0,7,0,1,0,0,-1,0,8,0,0,15,0,2063.87
0,11,0,0,0,0,18,3,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,23,0,548.69
46,2,79,4,5,16,6,31,167,2,-1,0,33,0,11,7,4,-1,3,6,5,15,10,1,3385.88
0,13,0,0,0,0,17,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,26,0,280.51
22,4,6,125,58,40,8,20,184,25,-1,47,35,8,9,6,54,-1,14,3,12,23,9,31,7407.9
11,5,11,159,44,40,9,14,176,17,-1,30,44,19,10,4,77,-1,14,3,13,16,9,31,9126.6
39,5,7,40,16,33,7,27,181,7,-1,16,33,0,8,6,8,-1,5,3,65,30,8,19,4892.33
0,18,0,0,0,0,18,1,6,0,-1,0,0,0,0,0,0,-1,0,10,0,0,7,0,315.25
8,5,14,0,2,14,2,32,73,0,-1,0,58,1,0,1,0,-1,1,8,4,3,9,0,2699.78
0,8,0,0,0,0,5,12,5,0,-1,0,0,0,0,0,0,-1,0,15,0,0,16,0,858.8
0,15,0,0,0,0,22,3,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,26,0,526.28
0,14,0,0,0,0,10,23,11,1,-1,0,0,0,0,0,0,-1,0,10,0,0,3,0,1154.1
0,4,0,0,0,0,7,15,23,0,-1,0,1,0,0,0,0,-1,0,12,1,0,16,0,1147.16
0,16,0,0,0,0,9,2,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,18,0,906.24
0,11,0,0,0,0,18,3,1,0,-1,0,0,0,0,0,0,-1,0,14,0,0,22,0,177.66
0,10,2,0,0,0,5,35,22,0,-1,0,8,0,0,0,0,-1,0,9,1,0,6,0,619.19
0,9,0,0,0,0,7,3,0,0,-1,0,0,0,0,0,0,-1,0,17,0,0,18,0,417.41
0,13,0,0,0,0,7,3,3,0,-1,0,0,0,0,0,0,-1,0,18,0,0,17,0,205.46
19,5,7,122,62,38,8,18,182,18,-1,42,43,13,3,8,60,-1,17,2,6,14,8,38,7959.82
0,7,0,0,0,0,12,6,11,0,-1,0,0,0,0,0,0,-1,0,14,0,0,20,0,701.48
0,6,0,0,0,0,10,5,10,0,-1,0,0,0,0,0,0,-1,0,14,0,0,19,0,758.76
0,5,0,0,0,0,10,7,10,0,-1,0,0,0,0,0,0,-1,0,14,0,0,18,0,1010.92
0,10,24,4,1,1,11,18,87,2,-1,0,14,0,0,0,0,-1,0,4,2,0,3,0,2125.34
10,5,17,124,17,12,10,14,165,17,-1,20,66,30,3,3,98,-1,10,2,13,29,10,17,8751.82
0,11,1,0,0,0,11,22,49,0,-1,0,3,0,0,0,0,-1,0,5,0,1,2,0,2190.31
0,19,0,0,0,0,12,0,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,14,0,1086.35
0,16,0,0,0,0,11,13,3,0,-1,0,0,0,0,0,0,-1,0,13,0,0,6,0,228.6
2,6,58,8,44,10,11,11,142,1,-1,0,55,0,1,1,0,-1,1,3,23,33,11,1,2595.18
0,8,0,0,0,0,15,8,8,0,-1,0,0,0,0,0,0,-1,0,14,1,0,20,0,631.89
0,8,0,0,0,0,4,14,11,0,-1,0,0,0,0,0,0,-1,0,14,0,0,15,0,950.32
26,5,9,25,11,46,7,26,180,10,-1,1,33,0,5,6,8,-1,4,3,63,32,7,17,6265.0
1,3,7,0,3,11,3,26,72,3,-1,0,55,1,1,1,0,-1,0,10,3,1,12,0,2686.71
0,9,0,0,0,0,6,10,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,17,0,429.35
0,11,0,0,0,0,14,1,3,0,-1,0,0,0,0,0,0,-1,0,19,0,0,24,0,289.96
0,15,0,0,0,0,8,5,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,10,0,1215.65
0,11,7,0,0,1,14,13,37,1,-1,0,6,0,0,0,0,-1,0,3,0,0,8,0,983.24
0,13,0,0,0,0,9,2,0,0,-1,0,0,0,0,0,0,-1,0,20,0,0,20,0,173.81
31,5,62,4,0,44,5,31,182,3,-1,0,32,1,5,4,0,-1,1,5,8,37,8,1,3600.64
0,6,0,0,0,0,11,5,11,1,-1,0,0,0,0,0,0,-1,0,14,0,0,20,0,1079.32
0,12,0,0,1,1,5,17,5,0,-1,0,0,0,0,0,0,-1,0,14,0,0,10,0,465.9
0,18,0,0,0,0,18,1,6,0,-1,0,0,0,0,0,0,-1,0,10,0,0,7,0,372.32
0,15,0,0,0,0,22,3,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,26,0,550.07
0,14,0,0,0,0,12,14,16,0,-1,0,0,0,0,0,0,-1,0,8,0,0,1,0,597.09
0,1,2,0,1,0,7,28,53,1,-1,0,44,0,0,0,0,-1,0,10,2,0,14,0,1337.83
0,15,0,0,0,0,9,18,5,0,-1,0,0,0,0,0,0,-1,0,13,0,0,7,0,857.24
0,13,0,0,0,0,20,3,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,24,0,717.03
1,8,77,4,4,12,9,28,132,8,-1,4,30,0,1,1,0,-1,3,3,6,17,4,0,2802.65
2,4,0,0,0,1,11,20,31,0,-1,0,4,0,0,1,0,-1,0,9,0,0,16,0,673.75
26,1,76,4,3,33,6,29,147,4,-1,0,39,1,3,9,0,-1,5,7,6,11,11,0,4289.01
0,8,0,0,0,0,13,3,7,1,-1,0,0,0,0,0,0,-1,0,16,0,0,21,0,229.66
0,13,0,0,0,0,20,3,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,24,0,714.62
0,11,0,0,0,0,13,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,23,0,142.09
0,13,1,0,0,0,13,15,28,0,-1,0,0,0,0,0,0,-1,1,6,0,0,4,0,1946.3
0,5,0,0,0,0,10,8,11,1,-1,0,0,0,0,0,0,-1,0,14,0,0,18,0,713.79
0,5,0,0,0,0,3,14,28,0,-1,0,9,0,0,0,0,-1,0,12,2,0,14,0,2266.59
0,13,0,0,0,0,8,25,7,0,-1,0,0,0,0,0,0,-1,0,12,0,0,5,0,692.53
1,9,67,0,4,5,12,18,114,4,-1,0,19,0,0,0,0,-1,2,1,12,12,7,0,1938.98
0,18,0,0,0,0,17,1,7,0,-1,0,0,0,0,0,0,-1,0,10,0,0,6,0,414.54
0,11,0,0,0,0,7,4,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,19,0,278.28
0,15,0,0,0,0,22,3,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,27,0,526.03
0,10,0,0,2,0,3,13,14,2,-1,0,0,0,1,0,0,-1,0,14,0,0,11,0,1458.6
0,17,0,0,0,0,9,0,2,0,-1,0,0,0,0,0,0,-1,0,19,0,0,14,0,415.35
0,12,1,0,0,0,11,18,28,1,-1,0,2,0,0,0,0,-1,0,6,0,0,1,0,2077.52
0,19,0,0,0,0,22,2,0,0,-1,0,0,0,0,0,0,-1,0,11,0,0,12,0,545.5
1,8,11,0,0,5,5,34,58,0,-1,0,22,0,0,0,0,-1,0,7,0,1,5,0,957.23
24,3,59,0,5,38,4,36,136,2,-1,0,30,1,3,0,0,-1,1,7,4,3,9,2,3050.06
0,15,0,0,0,0,12,1,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,23,0,183.9
1,9,1,0,2,0,1,17,21,0,-1,0,4,0,0,0,0,-1,0,12,2,0,11,0,1695.23
0,12,0,0,0,1,4,6,6,0,-1,0,0,0,0,0,0,-1,0,15,1,0,13,0,1241.03
0,14,0,0,0,0,8,12,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,8,0,364.31
