n_atm_in_1km,n_university_in_2km_to_3km,n_gas_station_in_1km,n_borey_in_3km_to_5km,near_Phnom_Penh_Airport_in_km,near_Phsar_kandal_in_km,n_cafe_in_1km,address_line_2,n_university_in_3km_to_5km,n_mart_in_1km,n_pre_school_in_1km,nearest_atm,h_id,n_super_market_in_1km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,n_atm_5km,near_AEON_Mall_3_in_km,n_atm_in_1km_to_2km,n_hospital_in_1km,price_per_m2
0,0,0,12,10.00351992405094,13.833735988778708,0,72,0,0,0,0,164,0,0,0,0.0,5.99047788137979,0,0,886.7921838596002
0,0,0,3,12.916183820729591,15.821232832316376,0,80,0,0,0,0,91,0,0,0,0.0,7.975684180015545,0,0,143.64585198680604
0,0,0,2,8.980560073366705,18.89403567651941,0,43,0,0,0,0,502,0,0,0,0.0,19.90007572641325,0,0,47.65684222931301
0,0,0,7,13.00491093260676,10.985363635892966,0,66,0,0,0,0,377,0,0,0,0.0,19.01138101635673,0,0,373.2628921433133
0,1,0,10,13.06082032419727,2.98546517814646,0,37,14,0,0,0,415,0,8,390,399.0,9.04926679120443,0,0,1573.8552703194518
0,0,0,0,20.90868317808393,16.14881503770008,0,0,0,0,0,0,821,0,0,0,7.0,26.012596009112155,0,0,425.1466741790777
16,50,9,16,6.014175230483058,4.000745425792571,5,78,37,5,3,4,448,4,157,408,635.0,6.961414823226331,52,5,3849.4263643265786
0,1,2,11,9.996151714901368,8.102740243066766,1,79,6,0,0,0,332,0,0,16,19.0,15.859455131673032,0,0,681.3593415001295
0,0,0,4,5.051229424048216,15.17580372652848,0,25,1,0,0,0,653,0,0,0,0.0,14.075414943895096,0,0,657.9762512310891
0,0,0,7,10.973664056695698,15.255253968335271,0,76,0,0,0,0,162,0,0,0,0.0,7.159920302289551,0,0,161.9324359659557
0,0,0,0,16.938994845409354,18.13052432367376,0,73,0,0,0,0,3,0,0,0,0.0,26.121171545267323,0,0,286.0500329805683
0,0,0,20,9.916706591949316,12.995068631199288,0,76,0,0,0,0,101,0,0,0,0.0,4.9522523270804495,0,0,231.0627567995859
0,0,0,9,4.965468504607128,13.05552261354454,0,32,0,0,0,0,584,0,0,0,16.0,16.090712874095487,0,0,685.0439762138024
0,0,0,1,8.16183275693336,17.005141963807556,0,59,0,0,0,0,616,0,0,0,2.0,20.12752761030752,0,0,148.65660236278168
0,1,0,19,7.161217073083527,8.069425121190202,2,23,8,0,1,0,247,0,0,24,17.0,3.919674347073625,0,0,1344.1427884281757
0,0,1,15,5.223457798722793,12.097716292818012,1,68,1,0,0,0,212,0,0,0,15.0,8.113954329923818,0,0,465.0398721168752
0,0,0,12,14.902923947363924,9.105335290768078,0,65,0,0,0,0,201,0,0,4,5.0,4.93558110322806,0,0,143.44568870243393
0,0,0,2,10.00637652565478,15.950090795965744,0,57,0,0,0,0,122,0,0,0,0.0,9.740127033525935,0,0,338.7506819293251
0,0,0,0,12.03747496770524,21.97095517416261,0,43,0,0,0,0,546,0,0,0,1.0,22.048434750557472,0,0,74.7441759292366
0,0,1,13,6.9826035604162255,9.944750946972183,0,29,1,0,0,0,591,0,0,4,3.0,16.135359408911896,0,0,1583.9063316941713
0,4,1,14,7.982335043118799,6.048937402387899,1,21,54,0,1,0,324,0,8,95,105.0,13.92958145779104,4,0,1724.8970875553075
0,6,0,24,1.8711417873922271,8.02649155373439,0,15,29,0,0,0,729,0,8,24,34.0,9.155286230467912,0,0,1815.5299167769024
0,1,0,14,5.0578822879570975,8.19009135685901,1,45,28,0,0,0,713,0,0,28,23.0,14.029789679628667,0,0,3766.5924093597673
0,0,0,16,4.976449785662414,10.822851193867365,0,68,1,0,0,0,211,0,0,0,2.0,7.896954965170638,0,0,319.50077130527427
0,0,0,18,6.943685905035299,9.834681934841766,0,23,1,0,0,0,233,0,0,0,0.0,3.948868839862863,0,0,837.0264014974587
12,5,0,11,11.120110202675912,1.8904596699497929,4,81,25,2,0,0,428,2,293,219,573.0,8.033451258483325,53,1,4258.976217248075
0,1,1,15,9.014870439262369,7.084330223278622,3,20,10,0,2,0,336,0,0,40,34.0,14.921534563848306,0,0,1390.3292777861088
0,11,9,25,1.9161437359700115,7.04729720993226,4,24,58,0,2,4,743,0,12,60,72.0,10.025127919363284,4,0,2720.908639069424
0,5,3,11,7.97852353019323,4.918588833582295,4,45,70,0,1,0,349,1,20,253,278.0,13.009623610866909,12,0,3487.539159975589
0,1,2,15,7.912326548775903,7.237190773747493,0,21,11,0,0,0,321,0,4,36,46.0,15.016312878640596,0,0,1090.6036316136456
0,0,0,1,10.018824189050324,19.75244635018346,0,25,0,0,0,0,686,0,0,0,0.0,18.933804481956805,0,0,105.80733208159226
0,0,0,1,11.93945700354729,21.142676555137108,0,59,0,0,0,0,624,0,0,0,7.0,22.04804952042728,0,0,180.23833669152165
0,0,0,4,13.029213623963464,16.826391229521093,0,80,0,0,0,0,151,0,0,0,0.0,8.974192220998109,0,0,192.3623285750843
0,0,0,4,6.15022576912929,15.932904677008477,0,26,1,0,0,0,653,0,0,0,0.0,13.828825218575064,0,0,1401.967699084376
0,0,4,4,10.146256049707612,10.09310620492677,2,29,1,0,0,0,36,0,0,0,7.0,18.147009400863364,0,0,1008.049612450225
0,0,0,2,22.088624261104595,13.965391090982836,0,28,0,0,0,0,748,0,0,0,11.0,12.14387406622445,0,0,151.77375998106868
0,0,1,0,14.024737792393712,20.02148572061756,1,59,0,0,0,0,605,0,0,0,4.0,25.04628196412925,0,0,263.48273378023333
0,0,0,8,14.016604342430313,10.121345061191835,0,66,1,0,0,0,378,0,0,0,0.0,19.15447339340976,0,0,210.50460003120708
0,0,2,2,13.008837664024227,13.170940911158706,1,73,0,0,0,0,10,0,0,0,0.0,20.92361122587796,0,0,310.6129833821731
0,17,3,12,3.9665440527968734,6.988761673518159,3,45,54,1,2,0,358,0,12,60,78.0,11.994801525691749,8,0,2583.5059824115438
0,0,0,3,12.872793971901595,5.840052346887107,0,37,5,0,0,0,441,0,4,40,49.0,4.940755128211904,0,1,2384.4063564959365
0,0,0,0,12.884789289780196,18.17160431154433,0,58,0,0,0,0,63,0,0,0,0.0,22.756510076528944,0,0,124.01280305072318
0,0,0,3,16.923047526245956,13.978151786348922,0,0,0,0,0,0,71,0,0,0,0.0,22.976936190778616,0,0,89.71746209930309
0,0,1,3,12.064395576988302,12.03067720310803,1,64,0,0,0,0,14,0,0,0,0.0,19.96369970238911,0,0,755.8634289015774
0,1,6,14,8.855453542812945,7.860524415050452,1,20,6,0,0,0,337,0,0,16,6.0,16.073616473934106,0,0,1497.9423675711307
0,0,0,1,8.007083074969765,17.984037685630817,0,26,0,0,0,0,644,0,0,0,0.0,14.913649514531546,0,0,337.1951476920999
0,1,0,7,14.192264738461322,8.854334598275123,1,63,2,0,0,0,374,0,0,4,8.0,18.15822744341453,0,0,2324.780156014972
0,0,0,5,11.015467122357023,16.12605982406666,0,31,0,0,0,0,149,0,0,0,0.0,8.086770969975298,0,0,52.003422867646265
0,0,0,9,2.8118193305087757,13.111838210160297,0,82,1,0,0,0,522,0,0,0,1.0,14.082777722607068,0,0,332.8444965646413
4,33,14,18,4.945924493825176,4.88542311727673,6,78,56,0,3,0,454,2,32,338,386.0,7.001861872722234,16,0,2928.909949746079
22,30,3,14,7.036148978383834,1.9668929439856664,9,1,29,6,7,8,458,7,310,160,651.0,9.90928350257662,161,5,4349.294720567218
0,0,0,0,11.90866979947607,20.894567576695398,0,9,0,0,0,0,264,0,0,0,5.0,15.91232606526009,0,0,111.87237049482428
0,0,1,3,10.1374433193555,12.078237656920216,1,29,0,0,0,0,39,0,0,0,0.0,18.73867930842013,0,0,304.10945688101555
0,0,0,13,8.005331319057513,13.175583378249389,0,69,0,0,0,0,139,0,0,0,0.0,7.124142008606432,0,0,215.55701161776807
0,0,0,4,4.87334728991082,14.870181663540214,0,74,0,0,0,0,535,0,0,0,4.0,15.947658072090334,0,0,114.23772334980175
0,4,2,12,4.994530590842869,8.133078823885478,1,78,12,0,0,0,222,0,0,40,38.0,4.8757182355790185,0,0,1365.4056412014806
0,3,1,9,12.931350407667304,4.199670328392053,7,37,15,0,0,0,425,0,16,338,352.0,6.987450248635491,0,1,1628.577620066075
0,0,0,1,7.111919763378415,16.76326935988822,0,75,0,0,0,0,493,0,0,0,6.0,17.83586188188352,0,0,73.41553189215468
0,6,0,27,2.079969142900385,8.201549475500297,0,24,29,0,0,0,729,0,8,24,35.0,9.110889980597538,0,0,2574.717611648932
0,1,0,17,3.032613525811095,9.826065613170266,0,15,2,0,0,0,230,0,0,0,0.0,8.04591561027602,0,0,1634.832317656112
0,0,0,5,16.088126817377557,9.233586463013165,0,27,1,0,0,0,412,0,0,0,0.0,19.103764565369666,0,0,152.23784372810394
0,0,0,1,13.045691929709372,15.835986195351076,0,58,0,0,0,0,18,0,0,0,0.0,21.844603305346723,0,0,97.576814168215
0,2,0,17,10.213287309858655,6.035918968582282,0,12,13,0,0,0,190,0,8,84,97.0,2.087695380471638,4,0,2972.4174527511814
0,1,0,8,17.018195758457686,9.093030158367304,0,28,0,0,0,0,767,0,0,0,0.0,8.016537034653945,0,0,361.8757981457626
0,1,4,19,6.042261644622489,8.133772253839416,1,68,7,0,0,0,210,1,0,4,9.0,3.887478348328248,0,0,674.4314882710536
0,0,0,4,11.010970458551316,15.91064045109998,0,72,0,0,0,0,150,0,0,0,0.0,8.05393016931073,0,0,90.89768359635316
0,0,0,1,12.797761726449632,13.949110714770269,1,73,0,0,0,0,13,0,0,0,0.0,21.937483346730197,0,0,308.6600497763931
0,0,1,11,11.039863392431004,6.210969092967499,1,63,8,0,0,0,306,0,4,65,69.0,14.878372787914476,4,0,2246.8229727433627
0,0,0,0,11.934762388824156,20.14002768084404,0,60,0,0,0,0,292,0,0,0,1.0,13.920600410891003,0,0,569.8895612556964
0,0,0,0,12.92759926284523,20.007258181561763,0,33,0,0,0,0,286,0,0,0,9.0,13.88803403565838,0,0,79.72571702488807
0,0,1,8,5.007209221261675,13.834933486085005,0,82,0,0,0,0,534,0,0,0,-0.0,15.977547326651198,0,0,116.56813411742334
0,1,2,8,15.97347519380594,7.916314665066274,0,61,0,0,0,0,775,0,0,0,0.0,8.12886841805585,0,0,662.3046222071887
0,0,0,7,16.01556899178085,15.112705504275418,0,62,0,0,0,0,256,0,0,0,2.0,4.905989339600276,0,0,123.25494732313754
0,0,0,7,14.017178803085594,13.893189032696023,0,62,0,0,0,0,117,0,0,0,0.0,3.969498057553956,0,0,142.22907290964824
0,0,0,4,16.02688058548275,12.920688313509048,0,0,0,0,0,0,390,0,0,0,2.0,21.69990703751993,0,0,388.6886453692106
0,0,0,7,13.894773071203316,6.024332527193213,0,37,5,0,0,0,436,0,0,24,26.0,5.877486626808212,0,0,1216.6811691295395
0,0,0,0,20.979476542238093,14.036475392992752,0,67,0,0,0,0,786,0,0,0,0.0,11.04611108049211,0,0,64.7524936539477
0,0,0,18,0.0557404658403616,9.907873179780209,3,15,18,0,0,0,733,0,4,8,11.0,11.019107040428509,0,0,2104.687178041733
0,0,0,14,9.090656656419638,14.038337492895074,0,72,0,0,0,0,161,0,0,0,0.0,6.950023269073984,0,0,477.3923915899102
0,1,0,3,4.921211028173596,14.05969248016724,0,15,0,0,0,0,634,0,0,0,0.0,11.842687454482096,0,0,995.2693775993718
0,0,0,6,14.911915394912397,9.824565146639197,0,27,1,0,0,0,369,0,0,0,4.0,18.96358734441306,0,0,117.42450024389504
0,1,0,18,10.048826795631348,7.870081580931468,0,12,2,0,0,0,166,0,4,24,22.0,0.8008164113893284,0,0,2854.5896853606214
0,0,0,5,9.021885078217796,11.854021462851124,0,32,0,0,0,0,590,0,0,0,0.0,18.115803174129088,0,0,405.5269166879728
0,0,0,2,10.958388156755566,16.846329391621328,0,72,0,0,0,0,124,0,0,0,0.0,10.141947544758,0,0,651.668196361262
0,0,0,1,11.03211174845702,20.927900298666334,0,43,0,0,0,0,545,0,0,0,5.0,20.94076967413997,0,0,34.338832553142424
4,8,2,13,9.959945273852842,3.10838925535835,7,81,23,1,1,0,420,1,123,362,546.0,6.018795744502194,60,1,5152.480190790428
0,0,0,3,12.90875972609947,11.839729026768062,0,66,0,0,0,0,48,0,0,0,0.0,19.95264807453899,0,0,258.6552128543013
8,7,5,15,10.975658660325731,2.8582975137111704,3,22,52,1,0,0,304,1,115,370,526.0,11.919109267344194,28,0,2118.3134681783654
0,0,0,7,4.994904447383809,9.9349681468951,0,34,5,0,0,0,579,0,0,12,13.0,14.935179204125715,0,0,1495.5344168989202
0,0,0,3,12.11696021913077,17.033813462608354,0,72,0,0,0,0,123,0,0,0,0.0,9.165656788159836,0,0,262.23975010569745
0,0,0,1,10.051361422390244,17.80806290232823,0,60,0,0,0,0,293,0,0,0,0.0,13.010539778810596,0,0,972.6289917592997
0,0,1,9,4.056009129680952,12.823755959136186,0,74,0,0,0,0,540,0,0,0,0.0,14.99469300439379,0,0,463.1052668359056
0,1,1,14,4.943538313521861,12.065549542747496,1,68,0,0,0,0,214,0,0,0,8.0,8.079662142042437,0,0,622.3201217326479
0,0,0,0,9.980992905056322,17.81075773860552,0,59,0,0,0,0,617,0,0,0,4.0,21.01536297929078,0,0,178.29387422949333
0,0,0,0,13.807832353448015,20.842415786671324,0,59,0,0,0,0,604,0,0,0,4.0,25.13501309538947,0,0,40.24729854340354
4,38,3,26,3.892732696436637,6.143994557113227,5,86,34,0,1,0,744,3,20,143,180.0,10.244162616597702,16,1,1628.3237284270372
0,1,1,3,4.868691964553023,14.75041521683481,0,25,0,0,0,0,659,0,0,0,1.0,13.16386240886073,0,0,701.2053803084322
0,1,1,8,4.829998684782919,13.874259400045531,0,44,0,0,0,0,663,0,0,0,10.0,10.833623674105064,0,0,402.4802600327362
0,0,0,4,5.974621935387522,16.18149607499811,0,26,1,0,0,0,641,0,0,0,0.0,14.21340040438019,0,0,708.5224707158505
0,0,2,6,7.049538993466994,16.052844467825327,0,60,1,0,0,0,673,0,0,0,0.0,12.02630996104808,0,0,911.7185876044896
0,5,3,5,1.9453067783152664,8.970073762168967,0,34,17,0,1,0,716,1,4,16,36.0,13.112145901085256,0,0,1207.5628740329155
0,0,0,4,6.776323848016491,17.298047739749737,0,26,0,0,0,0,696,0,0,0,0.0,15.094930962072535,0,0,381.6165585246507
0,0,0,4,15.987900962936523,10.88523729717972,0,27,0,0,0,0,409,0,0,0,-0.0,20.03149040630286,0,0,119.38859542438782
0,0,5,14,9.01431680063106,7.015192134418746,1,20,11,0,1,0,320,0,0,40,38.0,15.118723969356672,0,0,1457.6411084372842
0,0,0,0,20.123916948239323,16.01244109941004,0,0,0,0,0,0,821,0,0,0,0.0,25.024432065972043,0,0,283.8765334228164
0,0,0,7,13.025465454604268,5.797466569258887,2,93,6,0,1,0,436,0,4,48,47.0,6.057069869258758,0,0,1079.2731094620162
0,0,0,0,10.867600273531052,16.916411476164743,0,59,0,0,0,0,67,0,0,0,3.0,21.894399169532296,0,0,16.28017658912315
0,1,1,7,2.9736549015165967,12.767453399929042,0,82,0,0,0,0,709,0,0,0,0.0,12.97739013159291,0,0,426.8193599728946
0,0,0,12,7.967082044930562,13.981870008035092,0,69,0,0,0,0,139,0,0,0,0.0,8.023031464396707,0,0,174.24971803364474
0,0,0,1,12.910516851021594,15.109077835928982,0,58,0,0,0,0,20,0,0,0,9.0,22.08058556338444,0,0,100.06019668087714
0,0,0,16,4.9190287010978935,13.081206521781544,0,15,1,0,0,0,662,0,0,0,0.0,9.098949547261626,0,0,1460.3256479514598
0,0,0,1,8.85774563286409,17.78526061278788,0,75,0,0,0,0,513,0,0,0,0.0,20.07291788425423,0,0,45.24168144646691
0,0,0,10,3.095559276406572,13.018600052026915,0,74,1,0,0,0,705,0,0,0,9.0,14.004688758825328,0,0,226.43992048734
0,0,0,0,13.038648722772171,19.041160518551475,0,59,0,0,0,0,64,0,0,0,0.0,23.904247754471765,0,0,220.87074714370775
12,11,8,23,7.994879045547061,3.914513115146528,9,91,60,3,6,8,476,3,92,433,572.0,4.997810024267582,24,0,4406.389111970519
0,5,1,13,7.940540530477653,5.976740224595696,2,21,57,0,1,0,324,0,12,101,124.0,14.184127136201184,4,0,1313.310081550099
0,5,5,12,7.913110304228057,5.913385165859831,2,29,43,0,1,0,324,1,12,78,91.0,14.044930227003034,0,0,1512.2686289159233
48,13,5,18,9.034035123758724,2.0047956488024323,12,5,55,5,12,24,490,11,276,108,626.0,6.959036069616361,165,10,3828.543908496686
0,0,2,9,1.8763733792442343,10.15154899358602,0,24,9,0,0,0,722,0,0,8,20.0,12.985236498613698,0,0,1950.4534202502696
0,0,0,1,12.976846850961111,17.952982052434383,0,31,0,0,0,0,152,0,0,0,0.0,10.100972378670551,0,0,93.56948448606482
0,4,0,14,8.980246615042292,5.919499441765337,0,30,11,0,2,0,361,0,12,78,82.0,14.871296325030618,0,0,1421.8319448035477
0,0,3,6,6.909004938217007,15.163063792423618,1,60,1,0,0,0,673,0,0,0,0.0,10.817496415825056,0,0,941.04032706613
0,0,0,2,9.02479944613977,17.887801487307154,0,75,0,0,0,0,518,0,0,0,-0.0,20.00175134609744,0,0,158.2219138850076
0,0,0,2,7.741305169425079,17.994081582126228,0,26,0,0,0,0,692,0,0,0,7.0,16.034681473964902,0,0,605.2886593619128
0,0,0,0,14.954457696228827,19.026964943546076,0,58,0,0,0,0,57,0,0,0,8.0,25.089913877874487,0,0,129.8778735825036
0,0,0,6,12.857047616635787,16.061615823795567,0,70,0,0,0,0,90,0,0,0,6.0,6.950990992061626,0,0,256.5110196087325
0,0,4,4,9.927259825609813,9.894844257539129,2,29,1,0,0,0,37,0,0,0,1.0,17.97330959144757,0,0,982.7231473341124
0,0,0,0,19.07942171734681,11.917243568880249,0,67,0,0,0,0,789,0,0,0,0.0,7.865740354040619,0,0,33.65554835535398
0,0,0,2,11.188988828378486,20.937155853844008,0,43,0,0,0,0,547,0,0,0,0.0,20.999368788130973,0,0,84.85729811469791
0,6,0,25,1.8503819864659647,7.777519929639908,0,24,26,0,0,0,729,0,8,24,28.0,8.703259549129774,0,0,2567.3566462081867
0,0,1,1,10.00150700464974,19.3203320594356,0,59,0,0,0,0,623,0,0,0,0.0,21.08957323009518,0,0,120.05556613848094
0,0,0,9,5.991114890379029,12.760592791011192,0,32,0,0,0,0,582,0,0,0,0.0,17.220304628858106,0,0,275.89372049391005
0,0,0,3,12.98155060185436,18.1560257953899,0,80,0,0,0,0,151,0,0,0,5.0,9.18077132423616,0,0,85.4781191296517
0,0,0,0,11.976136330843234,21.09050463211413,0,9,0,0,0,0,281,0,0,0,3.0,17.13683316212834,0,0,30.73054514276676
0,12,0,8,10.839837749958626,0.9811784088539054,2,14,43,0,0,0,426,1,212,180,620.0,8.959295222425512,217,0,5213.782800364747
0,1,1,2,15.064848932802567,6.128505932212582,0,61,1,0,0,0,430,0,0,8,3.0,7.765331249916242,0,0,983.2824122308316
0,0,0,0,9.939024386757978,18.827673046709428,0,60,0,0,0,0,287,0,0,0,6.0,14.09919396552509,0,0,912.1456742997932
8,24,11,11,7.000348692898091,2.869439982949027,4,2,37,3,10,8,466,2,193,382,642.0,9.998937156135195,46,0,3485.0475198047807
0,0,0,4,11.899024645981218,5.717410664163976,2,65,8,0,1,0,184,0,0,88,90.0,5.009618685051252,4,1,793.1244425452127
0,0,0,10,17.238104409104665,9.330552714531228,0,28,1,0,0,0,779,0,0,0,0.0,8.132440249752085,0,0,392.37825649896286
0,1,0,21,2.911446197772608,8.066603882231695,1,15,26,0,0,0,728,1,4,32,38.0,7.945152886478922,0,0,2097.510874246225
0,0,0,2,9.90343799066439,11.890872121181763,0,32,0,0,0,0,43,0,0,0,6.0,19.199883677662694,0,0,215.40404486280977
0,0,1,9,3.845430447603622,11.93806099184917,0,32,0,0,0,0,536,0,0,0,0.0,14.907295702665236,0,0,795.490209736535
0,0,1,8,14.145766429612108,8.865495613699409,4,67,0,0,0,0,191,0,0,4,0.0,3.156045099232724,0,0,302.71009265515914
0,0,0,4,16.021983412483003,8.901976300984783,0,27,1,0,0,0,396,0,0,0,0.0,18.06735127334949,0,0,22.997249530649068
0,1,5,9,2.0960595646591957,11.969768382506626,2,74,0,0,0,0,709,0,0,4,1.0,11.758071763996856,0,0,414.8577363207142
0,0,3,13,4.06721739357421,10.9581602303441,1,68,1,0,0,0,214,0,0,0,0.0,7.922165131793781,0,0,709.743438209771
0,0,0,3,5.008952049459885,14.954192291736211,0,15,1,0,0,0,635,0,0,0,0.0,12.967653179760196,0,0,600.3942294132697
0,0,0,0,15.108227708126158,21.91138215281357,0,59,0,0,0,0,610,0,0,0,11.0,26.047267254759472,0,0,143.77318345505591
0,0,0,7,13.044652044984216,9.870456515785442,0,66,2,0,0,0,382,0,0,0,3.0,18.93050693202804,0,0,443.27425191372896
0,0,0,9,14.070666598762577,11.129985540180437,0,63,1,0,0,0,378,0,0,0,0.0,19.884332230050287,0,0,438.2817865580877
0,1,1,2,15.054121156606072,6.124003461155239,0,93,1,0,0,0,430,0,0,8,4.0,7.886630619079528,0,0,934.8845616546096
4,8,2,18,8.953789370583598,3.850111800919212,2,81,27,1,0,0,475,1,44,331,391.0,4.0198651690421965,24,0,3593.218898975677
0,0,2,6,7.163097009312095,16.1054613761802,0,44,1,0,0,0,673,0,0,0,0.0,11.17767435805632,0,0,232.67419586021552
0,0,0,4,14.863950350883467,9.067320440432097,0,27,1,0,0,0,397,0,0,0,0.0,18.08469657716025,0,0,120.37051277928909
0,0,0,1,11.08208497343573,20.943167325127884,0,43,0,0,0,0,548,0,0,0,3.0,21.974878593049585,0,0,82.15881343903278
0,0,0,10,6.8550041910941655,11.09420335404805,0,34,1,0,0,0,592,0,0,0,0.0,17.088857591263604,0,0,862.2615194730452
0,0,0,4,5.912243538967997,15.96728835516874,0,26,1,0,0,0,641,0,0,0,0.0,13.083787697345656,0,0,451.9926582694187
0,0,0,2,22.05765686417834,16.977071617694566,0,0,0,0,0,0,815,0,0,0,0.0,25.85196030464327,0,0,357.76882542865974
0,0,0,1,8.926748250683179,16.92563935681497,0,59,0,0,0,0,515,0,0,0,0.0,20.01546664961697,0,0,136.48378601973448
0,1,0,5,12.047618912512444,9.16847312982397,0,66,2,0,0,0,402,0,0,4,7.0,17.06067103034318,0,0,455.7017957243692
12,23,4,17,4.993149200620297,3.9570823542946,11,84,25,3,4,8,468,2,111,470,634.0,8.886047137816506,32,2,1881.446920458192
0,0,0,7,12.890111861272151,5.851783481051564,1,37,3,0,0,0,440,0,4,16,10.0,6.034051118114498,0,0,562.0362426067087
0,0,0,6,4.995270350535524,13.884252564856654,0,74,0,0,0,0,510,0,0,0,3.0,17.15017110719088,0,0,313.87370383152506
0,10,2,16,6.94596046388154,4.991179250532518,1,11,66,0,0,0,478,0,24,302,357.0,4.898376263681167,28,0,1856.5678308643623
0,0,0,8,14.056581357196444,8.072654398364092,0,65,0,0,0,0,201,0,4,0,13.0,3.9084758942796665,0,0,715.5115322669188
0,0,2,2,13.057437610038033,13.880897798282106,1,73,0,0,0,0,11,0,0,0,0.0,21.94948335319756,0,0,319.0413983547362
0,0,0,2,11.990859128709705,17.8357143460785,0,72,0,0,0,0,155,0,0,0,14.0,9.969370249601209,0,0,106.62258373316855
0,0,0,5,5.969541492045291,15.759883445691491,0,25,1,0,0,0,658,0,0,0,1.0,14.011183468895188,0,0,1126.3580053763358
0,0,1,7,13.092412932861649,5.053401052153515,3,37,9,0,1,0,436,2,4,96,98.0,6.165414357560921,0,0,1641.8054915207565
12,18,11,18,5.9652495864996204,3.850015125765731,5,1,33,1,6,0,466,3,107,446,607.0,10.141900567854831,44,1,3244.223831999744
8,32,16,19,6.131962451161952,5.340634675610299,3,2,34,1,2,0,467,1,36,345,411.0,11.103497791363653,28,0,4211.623278532464
0,0,0,0,11.91555984317069,19.86745708137536,0,33,0,0,0,0,284,0,0,0,7.0,13.971821438336436,0,0,74.6733986556323
0,0,3,22,2.994579091067759,9.014838828070795,3,15,23,0,0,0,227,0,0,16,29.0,7.882409363459888,0,0,1992.9430081192515
4,22,1,25,3.0566574084132334,5.897758554786058,1,78,51,0,2,0,451,1,20,123,159.0,7.767314959134953,8,1,3119.1277860085
4,19,5,21,5.003178931812808,4.195710689109361,2,45,29,2,1,4,464,4,46,462,556.0,9.799433695581923,40,1,2173.7622911254457
0,0,0,21,8.912828590474223,10.189140388945283,0,17,1,0,0,0,238,0,0,0,0.0,2.046445913722801,0,0,395.1677937330171
0,0,1,5,14.05398021705788,12.981472422032391,0,17,0,0,0,0,119,0,0,0,12.0,3.1610409930890206,0,0,96.54494357255476
0,0,0,0,11.968849282243864,22.12408222051809,0,9,0,0,0,0,277,0,0,0,4.0,18.0626846128077,0,0,105.824567398638
4,37,14,19,5.073914935500119,5.276624359048222,5,78,53,0,3,0,454,2,36,355,417.0,7.023121136747396,24,0,2915.2735871275218
0,0,1,10,10.935294480282034,12.87059313739885,0,76,0,0,0,0,104,0,0,0,0.0,5.062888884774608,0,0,353.0071038268491
4,6,2,18,9.142566775134464,4.058425583755955,2,81,29,1,1,0,475,1,52,325,398.0,3.891165270758736,16,0,4114.753498999343
0,0,0,1,10.063997189868829,20.031608529837303,0,43,0,0,0,0,556,0,0,0,3.0,20.94901374741659,0,0,43.13973260285172
0,1,3,7,2.814396919100385,12.979783139960274,2,82,0,0,0,0,709,0,0,0,0.0,13.145496674175352,0,0,428.3068121375707
0,1,2,14,4.9819432715559575,12.992361815061114,0,44,0,0,0,0,679,0,0,0,7.0,10.03368385720856,0,0,377.07080301881166
0,0,0,12,5.88095056779896,11.915427072192273,0,32,0,0,0,0,574,0,0,0,5.0,15.934780078641277,0,0,660.9696868447056
0,0,1,6,17.013519457935747,7.946121191295476,0,61,0,0,0,0,800,0,0,0,0.0,10.231607267205634,0,0,439.887532765894
0,11,3,14,3.0030967558883743,8.152569167039182,0,45,52,0,2,0,715,1,8,52,61.0,11.972103686174934,4,0,3361.7486239794657
0,1,2,25,7.944819406738344,8.887399212655676,0,17,3,0,1,0,234,0,0,0,1.0,3.1432804151189746,0,0,351.2012720536706
0,1,1,17,4.850816860490042,8.181166821451733,1,29,26,0,0,0,330,0,0,28,29.0,13.904371734296875,0,0,1061.2250508794568
0,0,0,0,10.13884246722801,18.969145728655946,0,59,0,0,0,0,625,0,0,0,-0.0,21.184091775638223,0,0,129.40981027784957
0,0,0,0,21.83020492381273,15.010298556636718,0,67,0,0,0,0,811,0,0,0,0.0,10.926352883146478,0,0,53.06916367398039
0,1,3,22,6.918052584928208,6.911504510487759,2,23,12,0,1,0,246,1,0,48,34.0,3.066290406769256,0,0,1265.2765161478396
0,8,1,11,7.976206820357328,3.91098793910876,1,71,69,0,2,0,348,1,58,390,479.0,13.110151989696352,20,0,1332.8047997869935
0,0,0,10,7.988558510717678,10.920878246793288,0,29,0,0,0,0,593,0,0,0,2.0,17.110498326870303,0,0,932.617145937903
4,42,14,18,4.979117075334393,5.204829387101063,5,8,49,1,1,0,456,2,48,380,452.0,6.987715306379129,24,0,2410.6058111209627
0,1,0,6,15.945638409844785,8.162366542276501,0,28,0,0,0,0,775,0,0,4,4.0,7.021934249099518,0,0,580.7099928520347
0,0,1,23,6.938710271207028,8.99089750417937,0,68,4,0,0,0,208,0,0,0,0.0,3.850470012675866,0,0,659.6402949030445
0,8,2,17,6.123109822908625,5.058828672720495,1,11,73,0,0,0,478,0,32,265,322.0,5.0375530992979085,16,0,705.8354825526429
12,23,9,15,6.924837495748313,2.703652013061168,10,2,37,5,8,8,466,5,179,384,640.0,9.995350060721083,54,0,2752.2572460602805
12,24,3,16,6.08171072276842,2.901425346335493,4,86,24,2,4,8,468,3,161,436,648.0,9.188425867624836,36,2,1557.4332162684111
