Koh_Norea_5_10km,Phsar_Chas_nearest,Phsar_kandal_nearest,address_line_2,address_locality,h_id_price_min,n_atm_in_1km_to_2km,n_atm_in_3km_to_5km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,price_per_m2
0.0,0.0,0.0,66.0,2.0,241.3,0.0,0.0,0.0,0.0,607.77
0.0,0.0,0.0,93.0,1.0,715.18,0.0,4.0,0.0,0.0,802.75
0.0,0.0,0.0,37.0,1.0,1074.98,4.0,133.0,0.0,1.0,1690.29
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,1089.34
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,16.0,0.0,0.0,1892.37
1.0,0.0,0.0,30.0,9.0,857.44,4.0,104.0,2.0,4.0,1242.91
0.0,0.0,0.0,79.0,9.0,455.39,0.0,0.0,0.0,0.0,746.44
0.0,0.0,1.0,18.0,4.0,2734.46,287.0,96.0,16.0,16.0,6410.09
0.0,0.0,0.0,45.0,10.0,1492.51,0.0,44.0,0.0,1.0,2460.65
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,657.43
1.0,0.0,0.0,86.0,10.0,925.25,8.0,284.0,10.0,37.0,2879.39
0.0,0.0,0.0,33.0,3.0,52.93,0.0,0.0,0.0,0.0,226.93
0.0,0.0,0.0,64.0,6.0,115.88,0.0,0.0,0.0,0.0,740.46
0.0,0.0,1.0,7.0,4.0,3830.82,305.0,100.0,15.0,12.0,5443.97
0.0,0.0,0.0,63.0,2.0,465.53,0.0,0.0,0.0,0.0,1579.95
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,93.99
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,233.44
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,185.42
1.0,0.0,0.0,78.0,5.0,1549.48,8.0,146.0,4.0,7.0,2862.87
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,209.18
0.0,0.0,0.0,63.0,2.0,465.53,0.0,4.0,0.0,1.0,1707.11
1.0,0.0,0.0,78.0,5.0,1549.48,0.0,44.0,0.0,4.0,2442.32
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,359.83
1.0,0.0,0.0,2.0,11.0,2816.67,136.0,212.0,29.0,27.0,4296.38
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,544.1
0.0,0.0,0.0,81.0,0.0,2390.44,52.0,371.0,8.0,13.0,5402.91
1.0,0.0,0.0,67.0,1.0,56.41,0.0,4.0,0.0,0.0,479.11
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,193.72
0.0,0.0,0.0,29.0,10.0,491.0,0.0,4.0,0.0,0.0,1144.13
0.0,0.0,0.0,13.0,5.0,1899.58,0.0,132.0,0.0,1.0,2154.75
1.0,0.0,0.0,17.0,3.0,220.55,0.0,0.0,0.0,1.0,546.33
1.0,0.0,0.0,23.0,3.0,1049.67,0.0,20.0,0.0,2.0,1504.6
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,215.14
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,260.68
0.0,0.0,0.0,4.0,0.0,5672.4,106.0,264.0,8.0,19.0,7189.41
0.0,0.0,0.0,70.0,3.0,64.23,0.0,0.0,0.0,0.0,181.87
0.0,0.0,0.0,23.0,3.0,1049.67,0.0,0.0,0.0,0.0,1269.14
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,153.74
0.0,0.0,0.0,79.0,9.0,455.39,0.0,4.0,0.0,0.0,796.15
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,190.76
0.0,0.0,0.0,66.0,2.0,241.3,0.0,0.0,0.0,0.0,606.88
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,325.9
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,1002.93
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,0.0,1410.65
0.0,0.0,0.0,45.0,10.0,1492.51,0.0,40.0,0.0,2.0,2588.07
0.0,0.0,0.0,64.0,6.0,115.88,0.0,0.0,0.0,0.0,1013.85
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,839.02
1.0,0.0,0.0,65.0,1.0,174.47,0.0,0.0,0.0,0.0,584.3
1.0,0.0,0.0,22.0,2.0,1194.79,96.0,244.0,6.0,13.0,2519.54
0.0,0.0,0.0,34.0,10.0,765.17,0.0,12.0,0.0,0.0,1367.3
0.0,0.0,0.0,74.0,8.0,90.23,0.0,4.0,0.0,0.0,568.19
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,190.64
0.0,0.0,0.0,24.0,8.0,540.57,0.0,8.0,0.0,1.0,2084.42
0.0,0.0,0.0,20.0,9.0,856.89,0.0,0.0,0.0,0.0,1188.8
0.0,0.0,0.0,21.0,9.0,573.26,0.0,32.0,1.0,1.0,1334.33
1.0,0.0,0.0,67.0,1.0,56.41,0.0,4.0,0.0,0.0,458.72
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,268.14
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,735.72
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,296.94
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,193.54
0.0,0.0,0.0,28.0,1.0,196.17,0.0,4.0,0.0,1.0,666.85
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,215.49
0.0,0.0,0.0,81.0,0.0,2390.44,60.0,284.0,3.0,10.0,5739.56
0.0,0.0,0.0,24.0,8.0,540.57,0.0,4.0,0.0,0.0,2029.95
1.0,0.0,0.0,17.0,3.0,220.55,0.0,4.0,0.0,0.0,537.65
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,579.38
1.0,0.0,0.0,50.0,11.0,2401.48,74.0,342.0,36.0,23.0,3552.14
0.0,0.0,0.0,74.0,8.0,90.23,0.0,4.0,0.0,0.0,377.31
1.0,0.0,0.0,23.0,3.0,1049.67,0.0,92.0,2.0,6.0,1754.81
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,196.89
1.0,0.0,0.0,78.0,5.0,1549.48,0.0,152.0,3.0,5.0,2976.09
0.0,0.0,0.0,70.0,3.0,64.23,0.0,0.0,0.0,0.0,216.03
1.0,0.0,0.0,86.0,10.0,925.25,28.0,343.0,39.0,30.0,2953.58
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,228.74
0.0,0.0,0.0,70.0,3.0,64.23,0.0,0.0,0.0,0.0,260.27
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,339.31
1.0,0.0,0.0,45.0,10.0,1492.51,32.0,386.0,35.0,30.0,3268.02
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1112.38
0.0,0.0,0.0,66.0,2.0,241.3,0.0,24.0,1.0,1.0,674.01
0.0,0.0,0.0,16.0,1.0,1534.64,52.0,352.0,4.0,6.0,2672.89
1.0,0.0,0.0,77.0,4.0,2857.88,337.0,136.0,24.0,41.0,4556.54
0.0,0.0,0.0,76.0,3.0,82.58,0.0,0.0,0.0,0.0,247.55
0.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,330.31
1.0,0.0,0.0,67.0,1.0,56.41,0.0,4.0,0.0,0.0,487.96
0.0,0.0,0.0,37.0,1.0,1074.98,4.0,96.0,0.0,0.0,1709.92
0.0,0.0,0.0,74.0,8.0,90.23,0.0,0.0,0.0,0.0,350.78
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,889.64
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,94.67
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,165.49
0.0,0.0,0.0,93.0,1.0,715.18,0.0,24.0,0.0,0.0,943.56
0.0,0.0,0.0,37.0,1.0,1074.98,0.0,24.0,0.0,0.0,1381.25
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,103.29
1.0,0.0,0.0,28.0,1.0,196.17,0.0,4.0,0.0,0.0,528.34
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,138.22
0.0,0.0,0.0,29.0,10.0,491.0,0.0,32.0,0.0,1.0,1360.77
0.0,0.0,0.0,72.0,3.0,427.57,0.0,0.0,0.0,0.0,427.57
0.0,0.0,0.0,63.0,2.0,465.53,0.0,0.0,0.0,0.0,1658.51
0.0,0.0,0.0,44.0,8.0,268.68,0.0,0.0,0.0,0.0,356.5
0.0,0.0,0.0,61.0,1.0,351.44,0.0,12.0,1.0,0.0,833.71
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,1113.95
1.0,0.0,0.0,71.0,9.0,506.86,12.0,258.0,5.0,6.0,2293.81
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,180.91
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,199.71
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,193.64
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,595.75
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,230.5
1.0,0.0,0.0,28.0,1.0,196.17,0.0,4.0,0.0,0.0,537.18
1.0,0.0,0.0,23.0,3.0,1049.67,0.0,80.0,2.0,4.0,1732.22
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,238.39
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,1.0,0.0,1500.56
0.0,0.0,0.0,64.0,6.0,115.88,0.0,0.0,0.0,0.0,1226.01
1.0,0.0,0.0,86.0,10.0,925.25,24.0,317.0,33.0,31.0,2964.09
1.0,0.0,0.0,63.0,2.0,465.53,20.0,348.0,2.0,0.0,2517.08
1.0,0.0,0.0,22.0,2.0,1194.79,223.0,177.0,6.0,11.0,2730.68
0.0,0.0,0.0,33.0,3.0,52.93,0.0,0.0,0.0,0.0,258.41
0.0,0.0,0.0,60.0,3.0,671.48,0.0,0.0,0.0,0.0,1110.35
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1134.79
0.0,0.0,0.0,37.0,1.0,1074.98,0.0,386.0,0.0,1.0,1899.94
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,1.0,0.0,1204.51
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1163.06
0.0,0.0,0.0,33.0,3.0,52.93,0.0,0.0,0.0,0.0,212.89
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,571.36
0.0,0.0,0.0,93.0,1.0,715.18,0.0,4.0,0.0,0.0,807.74
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,302.87
0.0,0.0,0.0,33.0,3.0,52.93,0.0,0.0,0.0,0.0,221.31
0.0,0.0,0.0,31.0,3.0,30.05,0.0,0.0,0.0,0.0,101.64
0.0,0.0,0.0,76.0,3.0,82.58,0.0,0.0,0.0,0.0,282.77
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,682.71
1.0,0.0,0.0,24.0,8.0,540.57,8.0,108.0,12.0,20.0,2759.44
0.0,0.0,0.0,63.0,2.0,465.53,0.0,0.0,0.0,0.0,1586.1
1.0,0.0,0.0,30.0,9.0,857.44,12.0,147.0,5.0,5.0,1350.61
0.0,1.0,1.0,52.0,4.0,6229.85,159.0,104.0,8.0,26.0,10520.93
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,204.74
0.0,0.0,0.0,17.0,3.0,220.55,0.0,0.0,0.0,0.0,557.94
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,20.0,0.0,1.0,1869.21
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,1.0,529.93
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,864.3
0.0,0.0,0.0,37.0,1.0,1074.98,20.0,397.0,4.0,4.0,2116.82
1.0,0.0,0.0,12.0,5.0,1128.26,4.0,20.0,0.0,0.0,2051.18
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,390.87
0.0,1.0,1.0,52.0,4.0,6229.85,223.0,120.0,11.0,13.0,8731.39
0.0,0.0,0.0,70.0,3.0,64.23,0.0,0.0,0.0,0.0,238.06
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,174.71
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,285.55
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,92.3
0.0,0.0,0.0,93.0,1.0,715.18,0.0,24.0,0.0,0.0,970.65
1.0,0.0,0.0,45.0,10.0,1492.51,12.0,233.0,5.0,6.0,3014.97
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1078.14
0.0,0.0,0.0,4.0,0.0,5672.4,102.0,243.0,10.0,19.0,7210.89
1.0,0.0,0.0,78.0,5.0,1549.48,36.0,482.0,25.0,49.0,3527.38
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,939.12
0.0,0.0,0.0,80.0,3.0,45.52,0.0,0.0,0.0,0.0,264.71
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,89.11
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,357.05
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,1.0,0.0,1491.73
1.0,0.0,0.0,78.0,5.0,1549.48,0.0,178.0,5.0,5.0,3026.04
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,265.79
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,102.25
1.0,0.0,0.0,50.0,11.0,2401.48,89.0,316.0,22.0,28.0,3471.7
0.0,0.0,0.0,66.0,2.0,241.3,0.0,0.0,0.0,0.0,585.86
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,161.17
0.0,0.0,0.0,24.0,8.0,540.57,0.0,8.0,0.0,0.0,1944.57
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,76.21
0.0,0.0,0.0,91.0,0.0,3017.34,101.0,260.0,10.0,17.0,5821.63
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,362.6
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,341.58
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1044.76
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,163.61
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,1.0,1651.21
0.0,0.0,0.0,80.0,3.0,45.52,0.0,0.0,0.0,0.0,202.74
0.0,0.0,0.0,31.0,3.0,30.05,0.0,0.0,0.0,0.0,109.01
0.0,0.0,0.0,12.0,5.0,1128.26,4.0,120.0,0.0,2.0,2661.4
0.0,0.0,0.0,34.0,10.0,765.17,0.0,12.0,0.0,4.0,1433.23
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,141.1
0.0,0.0,0.0,44.0,8.0,268.68,0.0,0.0,1.0,0.0,426.35
0.0,0.0,0.0,12.0,5.0,1128.26,4.0,4.0,0.0,0.0,2031.83
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,205.22
0.0,0.0,0.0,37.0,1.0,1074.98,4.0,399.0,1.0,3.0,1916.87
0.0,0.0,0.0,45.0,10.0,1492.51,4.0,74.0,0.0,7.0,2747.09
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,1.0,628.57
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,952.83
0.0,0.0,0.0,87.0,0.0,2747.5,48.0,430.0,9.0,13.0,5254.24
0.0,0.0,0.0,63.0,2.0,465.53,0.0,0.0,0.0,0.0,1756.48
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,1.0,1586.36
1.0,0.0,0.0,28.0,1.0,196.17,0.0,4.0,0.0,0.0,526.55
1.0,0.0,0.0,1.0,11.0,2380.29,56.0,307.0,5.0,51.0,4453.71
0.0,0.0,0.0,18.0,4.0,2734.46,234.0,166.0,5.0,13.0,2734.46
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,389.74
0.0,0.0,0.0,34.0,10.0,765.17,0.0,4.0,0.0,0.0,1298.48
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,224.75
0.0,0.0,0.0,33.0,3.0,52.93,0.0,0.0,0.0,0.0,221.85
0.0,0.0,0.0,27.0,2.0,33.42,0.0,12.0,0.0,1.0,227.91
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,528.75
1.0,0.0,0.0,78.0,5.0,1549.48,48.0,386.0,11.0,23.0,3580.59
0.0,0.0,0.0,14.0,4.0,4333.33,243.0,96.0,15.0,13.0,7894.12
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,960.4
0.0,0.0,0.0,80.0,3.0,45.52,0.0,0.0,0.0,0.0,205.73
0.0,0.0,0.0,93.0,1.0,715.18,0.0,8.0,0.0,0.0,900.57
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,175.29
0.0,0.0,0.0,24.0,8.0,540.57,0.0,8.0,0.0,1.0,2186.81
0.0,0.0,0.0,66.0,2.0,241.3,0.0,4.0,0.0,1.0,676.88
0.0,0.0,0.0,60.0,3.0,671.48,0.0,0.0,0.0,0.0,1219.72
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,309.31
0.0,0.0,0.0,30.0,9.0,857.44,0.0,12.0,0.0,2.0,1098.67
0.0,0.0,0.0,63.0,2.0,465.53,0.0,4.0,1.0,0.0,1903.45
0.0,0.0,0.0,75.0,8.0,65.66,0.0,0.0,0.0,0.0,181.35
0.0,0.0,0.0,21.0,9.0,573.26,0.0,4.0,0.0,1.0,1161.65
1.0,0.0,0.0,67.0,1.0,56.41,0.0,0.0,0.0,0.0,437.88
0.0,0.0,0.0,81.0,0.0,2390.44,92.0,373.0,7.0,11.0,5449.53
0.0,0.0,0.0,21.0,9.0,573.26,0.0,36.0,0.0,1.0,1361.93
0.0,0.0,0.0,76.0,3.0,82.58,0.0,0.0,0.0,0.0,284.36
0.0,0.0,0.0,17.0,3.0,220.55,0.0,0.0,0.0,0.0,540.86
0.0,0.0,0.0,65.0,1.0,174.47,8.0,297.0,1.0,5.0,990.65
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,476.84
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,4.0,0.0,1.0,1782.28
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,676.47
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,179.12
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1137.24
0.0,0.0,0.0,9.0,8.0,48.2,0.0,0.0,0.0,0.0,147.24
1.0,0.0,0.0,11.0,5.0,1321.63,0.0,161.0,2.0,7.0,2267.36
0.0,0.0,0.0,63.0,2.0,465.53,0.0,0.0,0.0,0.0,1510.11
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,799.77
0.0,0.0,0.0,63.0,2.0,465.53,0.0,0.0,0.0,0.0,1518.6
0.0,0.0,0.0,45.0,10.0,1492.51,4.0,68.0,0.0,1.0,2741.63
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,443.7
1.0,0.0,0.0,15.0,8.0,1009.91,0.0,44.0,1.0,6.0,2087.28
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,366.26
0.0,0.0,0.0,63.0,2.0,465.53,0.0,24.0,1.0,0.0,1801.49
0.0,0.0,0.0,34.0,10.0,765.17,0.0,4.0,0.0,0.0,1163.96
0.0,0.0,0.0,32.0,6.0,525.36,0.0,4.0,0.0,0.0,922.41
0.0,0.0,0.0,65.0,1.0,174.47,4.0,4.0,0.0,0.0,615.65
0.0,0.0,0.0,66.0,2.0,241.3,0.0,0.0,0.0,0.0,565.38
1.0,0.0,0.0,45.0,10.0,1492.51,16.0,279.0,4.0,13.0,3010.06
1.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,543.2
0.0,0.0,0.0,91.0,0.0,3017.34,44.0,430.0,9.0,13.0,5051.7
0.0,0.0,0.0,76.0,3.0,82.58,0.0,0.0,0.0,0.0,227.41
0.0,0.0,0.0,27.0,2.0,33.42,0.0,0.0,0.0,0.0,188.75
0.0,0.0,0.0,20.0,9.0,856.89,0.0,4.0,0.0,0.0,1069.0
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,395.8
1.0,0.0,0.0,2.0,11.0,2816.67,16.0,328.0,29.0,38.0,3695.23
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,1.0,0.0,1628.42
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1038.56
0.0,0.0,0.0,21.0,9.0,573.26,0.0,60.0,1.0,2.0,1367.15
0.0,0.0,0.0,58.0,6.0,25.94,0.0,0.0,0.0,0.0,142.1
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,93.87
1.0,0.0,0.0,45.0,10.0,1492.51,12.0,196.0,22.0,41.0,3087.37
0.0,0.0,0.0,44.0,8.0,268.68,0.0,0.0,0.0,0.0,444.13
1.0,0.0,0.0,83.0,11.0,2275.51,48.0,454.0,50.0,26.0,3746.37
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1159.7
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,713.24
1.0,0.0,0.0,86.0,10.0,925.25,8.0,64.0,10.0,11.0,2505.78
0.0,0.0,0.0,10.0,0.0,2070.16,184.0,134.0,14.0,19.0,4364.16
0.0,0.0,0.0,81.0,0.0,2390.44,299.0,92.0,13.0,12.0,6475.12
1.0,0.0,0.0,86.0,10.0,925.25,12.0,129.0,14.0,25.0,2680.16
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,630.77
1.0,0.0,0.0,78.0,5.0,1549.48,36.0,348.0,8.0,15.0,3473.97
0.0,0.0,0.0,72.0,3.0,427.57,0.0,0.0,0.0,0.0,781.37
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,267.95
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,0.0,0.0,361.99
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,684.8
0.0,0.0,0.0,62.0,3.0,71.67,0.0,0.0,0.0,0.0,238.76
0.0,0.0,0.0,79.0,9.0,455.39,0.0,0.0,0.0,0.0,713.02
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,90.93
0.0,0.0,0.0,69.0,3.0,68.37,0.0,0.0,0.0,0.0,242.62
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,986.56
1.0,0.0,0.0,23.0,3.0,1049.67,0.0,100.0,0.0,2.0,1814.58
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,931.93
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,103.64
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,896.11
0.0,0.0,0.0,82.0,8.0,99.63,0.0,0.0,1.0,0.0,476.61
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,0.0,0.0,1.0,1497.81
0.0,0.0,0.0,72.0,3.0,427.57,0.0,0.0,0.0,0.0,930.56
0.0,0.0,0.0,80.0,3.0,45.52,0.0,0.0,0.0,0.0,238.77
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,77.15
0.0,0.0,0.0,66.0,2.0,241.3,0.0,0.0,0.0,0.0,582.65
0.0,0.0,0.0,37.0,1.0,1074.98,0.0,390.0,0.0,1.0,1885.56
0.0,0.0,0.0,0.0,2.0,153.8,0.0,0.0,0.0,0.0,527.68
1.0,0.0,0.0,78.0,5.0,1549.48,52.0,408.0,20.0,50.0,3567.12
0.0,0.0,0.0,79.0,9.0,455.39,0.0,16.0,0.0,1.0,867.17
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,1200.16
0.0,0.0,0.0,76.0,3.0,82.58,0.0,0.0,0.0,0.0,271.98
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,280.57
0.0,0.0,0.0,76.0,3.0,82.58,0.0,0.0,0.0,0.0,289.5
0.0,0.0,0.0,32.0,6.0,525.36,0.0,0.0,0.0,0.0,847.92
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,197.23
1.0,0.0,0.0,23.0,3.0,1049.67,0.0,24.0,1.0,1.0,1444.41
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,685.77
1.0,0.0,0.0,65.0,1.0,174.47,0.0,4.0,0.0,0.0,576.32
0.0,0.0,0.0,57.0,3.0,57.54,0.0,0.0,0.0,0.0,420.89
0.0,0.0,0.0,43.0,8.0,63.31,0.0,0.0,0.0,0.0,90.49
0.0,0.0,0.0,29.0,10.0,491.0,0.0,4.0,0.0,0.0,1141.83
0.0,0.0,0.0,21.0,9.0,573.26,4.0,95.0,1.0,4.0,1520.87
0.0,0.0,0.0,15.0,8.0,1009.91,0.0,24.0,0.0,6.0,1995.39
0.0,0.0,0.0,45.0,10.0,1492.51,0.0,28.0,1.0,1.0,2417.3
0.0,0.0,0.0,68.0,3.0,441.68,0.0,0.0,0.0,0.0,686.46
0.0,0.0,0.0,23.0,3.0,1049.67,0.0,0.0,0.0,0.0,1306.12
0.0,0.0,0.0,81.0,0.0,2390.44,53.0,219.0,7.0,5.0,5541.25
0.0,0.0,0.0,20.0,9.0,856.89,0.0,40.0,1.0,1.0,1422.25
0.0,0.0,0.0,24.0,8.0,540.57,4.0,60.0,8.0,11.0,2451.71
1.0,0.0,0.0,45.0,10.0,1492.51,12.0,253.0,5.0,5.0,3143.95
0.0,0.0,0.0,21.0,9.0,573.26,0.0,36.0,0.0,1.0,1310.72
0.0,0.0,0.0,25.0,8.0,263.33,0.0,0.0,0.0,0.0,771.86
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,185.75
0.0,0.0,0.0,80.0,3.0,45.52,0.0,0.0,0.0,0.0,211.36
0.0,0.0,0.0,26.0,8.0,541.29,0.0,0.0,0.0,0.0,1240.96
0.0,0.0,0.0,29.0,10.0,491.0,0.0,0.0,0.0,0.0,976.27
0.0,0.0,0.0,28.0,1.0,196.17,0.0,0.0,0.0,0.0,416.68
0.0,0.0,0.0,59.0,6.0,41.07,0.0,0.0,0.0,0.0,258.85
0.0,0.0,0.0,66.0,2.0,241.3,0.0,0.0,0.0,0.0,584.38
0.0,0.0,0.0,73.0,6.0,36.83,0.0,0.0,0.0,0.0,317.2
