address_locality,address_line_2,near_Koh_Pich_in_km,near_Bassac_Lane_in_km,near_Royal_Palace_in_km,near_Phnom_Penh_Airport_in_km,n_secondary_school_in_3km_to_5km,n_primary_school_5km,n_primary_school_in_3km_to_5km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_resturant_in_1km,n_super_market_5km,n_super_market_in_1km_to_2km,n_bank_5km,price_per_m2
8.0,25.0,18.988021594916056,18.073558119798875,17.924709448767107,8.10319679215148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,636.0813564726885
3.0,76.0,11.143035102037205,9.962553641863863,11.027140253447955,10.176896741897975,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,316.73972533790146
6.0,64.0,17.91815887955588,16.884103525905484,15.963952800891674,16.104826420116314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,245.67670290207457
2.0,66.0,12.922376990187503,12.032873916033056,10.868653849555663,13.018806668842736,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,444.7487208608425
3.0,23.0,8.011315125015015,6.944474173284417,8.00737373243796,5.952314521005326,6.0,21.0,18.0,1.0,7.0,0.0,7.0,0.0,5.0,1932.0887284509183
8.0,9.0,22.11626727564612,21.01195955909704,21.005235717603032,12.97402834972019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.39282660979953
8.0,15.0,14.857972569447696,12.932465709123209,13.864077046489715,4.055957869902128,0.0,5.0,4.0,1.0,0.0,0.0,-0.0,0.0,4.0,1428.1022142257814
8.0,9.0,20.22582645492385,18.799060688804268,19.97705927034874,11.024634501517305,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,126.49146999964164
6.0,73.0,18.99141889099916,17.97932551468819,16.897437739159056,14.99707708867236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,129.23398173381523
10.0,86.0,7.962848347198851,6.842199588036271,7.106292707979073,1.9997623419815715,18.0,58.0,33.0,9.0,50.0,0.0,19.0,4.0,3.0,1517.560577514723
1.0,28.0,8.005953750984435,9.128023248642128,9.943996830230615,15.904892726189557,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,304.7763836096708
10.0,29.0,12.006750800057064,10.147173319013737,9.981113664402471,6.87260172321315,7.0,7.0,6.0,0.0,2.0,0.0,5.0,0.0,13.0,1171.176814861612
3.0,60.0,15.067081156459151,13.790313140723203,14.176196320229584,6.945205448251228,0.0,3.0,3.0,0.0,1.0,0.0,-0.0,0.0,3.0,1573.830512681337
11.0,83.0,5.274779575467873,2.930752689885132,4.099823205652707,5.034574147785019,50.0,94.0,42.0,44.0,32.0,0.0,102.0,7.0,114.0,4922.943316536435
8.0,9.0,22.899845479065178,22.035374338518483,22.01358659086634,12.950214368495285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.65035079112709
5.0,78.0,8.020259352107336,7.001951405783001,8.032611998653906,5.041728308171996,11.0,35.0,24.0,1.0,13.0,0.0,12.0,3.0,4.0,3330.921070435186
8.0,15.0,6.85975872455699,5.818427461744565,7.026156544125518,3.9620826711639214,26.0,55.0,36.0,4.0,40.0,0.0,24.0,2.0,9.0,1814.760301093929
11.0,2.0,5.0117473464831725,3.760615979090318,3.0268834004425464,7.103569963587613,42.0,82.0,46.0,25.0,35.0,1.0,98.0,13.0,116.0,2439.389782449574
6.0,32.0,16.971886242767663,14.98279306665922,14.899016645085297,9.006690392890812,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0412039547044
11.0,84.0,5.241660001158892,4.119572569019906,3.211131878002711,6.039856591314831,45.0,88.0,42.0,19.0,31.0,1.0,101.0,13.0,123.0,2751.016697231859
1.0,28.0,6.123443554206659,7.908645815634832,7.906002563182849,16.984758435529702,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,461.0143357673463
2.0,0.0,14.185797297778242,13.9224324588332,12.737739685369498,14.987164084273614,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,472.6432074442959
3.0,80.0,15.08111140143607,14.9326765115442,16.204423784291368,13.07940045548437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120.49030293406804
8.0,15.0,15.930914207665534,13.790810321933993,15.20006910291468,5.144791176934393,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,396.7448270908472
10.0,34.0,11.183297555838983,8.923611095970948,9.040042465744724,2.125456977746796,10.0,33.0,19.0,5.0,18.0,0.0,10.0,2.0,10.0,1181.796113102634
1.0,67.0,9.163919108443489,9.897552156172363,11.0202807672554,15.910450378011571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.7692736628621
10.0,34.0,11.93212183740578,11.032637716306128,10.059055436689476,3.004811367072115,4.0,18.0,11.0,0.0,6.0,0.0,4.0,1.0,5.0,1348.0620262858365
8.0,74.0,15.14119837996446,13.924904925472523,14.141738482186884,3.925627425604839,3.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,393.7893576722085
9.0,71.0,6.015516099173285,5.061657736777672,4.126824824456631,8.930995736416353,35.0,41.0,26.0,5.0,70.0,0.0,60.0,6.0,95.0,1965.346411958408
10.0,45.0,7.05170500433582,5.028843852570768,4.836330338049235,6.9584684521014095,40.0,57.0,39.0,40.0,46.0,0.0,64.0,10.0,100.0,3578.588301440114
2.0,0.0,18.06125497051512,18.01496378384768,17.051252176249285,21.17276708586739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,408.8857511442935
8.0,75.0,19.26954296735872,18.099883360713864,18.085435633806807,8.026151812456026,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,125.37169596816896
9.0,79.0,11.106889352472407,10.023003715887995,9.05459581231474,11.083307548290213,5.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,11.0,540.7312674108288
1.0,67.0,10.14795241461016,9.984765163859503,11.999618392226472,16.06157469786327,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,248.57027927443
8.0,82.0,15.853452734338976,15.370461713663811,14.958216147407992,5.071517781211684,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,122.73946778944315
8.0,26.0,14.040454662361242,11.987832084104152,13.07208211837458,3.049102695650717,1.0,11.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,1338.7643628288124
10.0,34.0,12.010097236248178,11.040148835298632,10.809410841255549,3.040839245214569,6.0,18.0,12.0,0.0,6.0,0.0,2.0,1.0,4.0,833.3377682058881
8.0,75.0,18.13100478428266,16.162596169999084,15.948437538291293,8.010011780860264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,65.36298316177209
6.0,59.0,22.09909480461917,19.99594012324144,20.16547435677774,11.041735182261723,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,51.3971874643396
3.0,33.0,16.841743060150698,16.15392404899149,16.99154701278071,10.092384653286802,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.4159548081558
8.0,15.0,8.884442445269238,7.7735053110182,9.062289410322458,2.9562485219470616,11.0,36.0,26.0,0.0,16.0,0.0,9.0,2.0,5.0,1833.9037234946
2.0,63.0,12.845033807918757,12.982958921385151,12.110070922605432,15.827514409353087,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,621.4717494528189
1.0,93.0,6.126391682740916,7.232639639782364,8.041495947495891,15.06151713800323,7.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,1031.4102409938134
8.0,82.0,14.84363943997002,13.812816964667086,14.13973306341253,4.078332908855563,2.0,3.0,1.0,0.0,1.0,0.0,-0.0,0.0,3.0,388.4252816185769
6.0,59.0,22.11293520683564,19.97118025438271,19.97603915905376,13.020566851836843,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,135.07154300171675
8.0,43.0,21.208469615016853,19.964750957497,18.94069562732772,10.923056401591426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.10605986355405
1.0,65.0,6.015895835332255,7.089286240336593,7.851303419031067,12.974635759857096,4.0,6.0,5.0,0.0,0.0,0.0,5.0,0.0,8.0,831.306487994775
8.0,24.0,12.953210285786325,11.255605039909494,10.908570470070792,1.0554036303814482,5.0,20.0,13.0,0.0,6.0,0.0,2.0,0.0,0.0,1233.9387933445776
2.0,66.0,14.976323752298963,13.995448456235748,13.222120526344844,14.186509829845455,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,206.91232122508524
0.0,91.0,2.799862463815036,2.971511505673976,3.962824352209698,8.014990107904062,42.0,62.0,38.0,9.0,40.0,1.0,75.0,9.0,92.0,4011.997871233129
10.0,34.0,12.108445011320873,9.986042062678568,9.878789194459584,3.09313841840948,8.0,21.0,12.0,0.0,14.0,0.0,6.0,1.0,4.0,1392.146259550401
5.0,11.0,4.908135609984575,2.896858046260983,4.052609261479731,5.977384120194288,40.0,83.0,47.0,17.0,78.0,0.0,93.0,7.0,105.0,2310.006273677673
2.0,27.0,15.853036375192694,16.043927183060514,15.089480658837171,19.96247107842398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.216070914942154
8.0,24.0,11.05682353491147,8.906405334591405,9.165967928764433,0.9652961038304716,6.0,33.0,18.0,4.0,16.0,0.0,11.0,0.0,10.0,1872.66357661557
8.0,9.0,22.00775675054007,21.03005907091029,22.137657221758165,13.117055009458143,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.53288464261274
1.0,93.0,4.956823788576902,6.08776678513121,6.959052117504608,13.987538979123212,5.0,6.0,5.0,0.0,1.0,0.0,4.0,0.0,6.0,133.0461186816704
6.0,59.0,23.02361671813531,21.17035317487493,21.039548968687907,12.87773198252387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.4375295069442
6.0,59.0,22.99438898411398,20.864305343712577,21.072169499993404,12.01698684833493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,56.29337402185156
8.0,44.0,19.106959026458043,17.11597810857242,17.901874353043628,8.955045160714922,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,226.37147094151484
6.0,32.0,14.72332812930276,12.960565146998649,13.065277662459016,5.952911020097501,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0451839649179
2.0,22.0,4.984629413756848,4.080082127969093,2.819833030013334,9.955869934843102,36.0,40.0,31.0,8.0,67.0,0.0,75.0,3.0,105.0,2912.921332707024
8.0,15.0,9.72369647012578,9.230671703234911,9.031138324846822,1.852246904458036,7.0,38.0,28.0,1.0,11.0,0.0,11.0,0.0,5.0,2050.4387535677147
10.0,34.0,12.050726200961034,10.157783860006576,9.844125502326214,3.006544807501384,7.0,18.0,11.0,0.0,9.0,0.0,5.0,0.0,4.0,1368.3231013818065
10.0,45.0,12.118807304827175,10.16997485263204,9.939164486805604,5.037518179901633,10.0,14.0,14.0,0.0,9.0,0.0,4.0,1.0,12.0,1168.3065167983764
9.0,71.0,5.929151544644857,5.934134931662271,4.065823633339954,10.903024118006716,20.0,23.0,16.0,3.0,17.0,0.0,44.0,0.0,62.0,1505.3250734862452
10.0,29.0,15.065153958555909,12.827759298994986,13.017082364803388,9.144067853412688,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,494.91509455045
0.0,3.0,0.918150570237711,0.0,1.8774629553599127,9.917903347825382,25.0,59.0,28.0,12.0,53.0,9.0,86.0,28.0,103.0,5144.475744993286
8.0,15.0,15.110272960457513,13.173142337301734,14.146504423792544,4.000618856315279,0.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,1000.6866115138932
3.0,69.0,12.887799222292912,12.007506972209676,13.112753097588264,5.972280312923929,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,-0.0,178.35812092621043
8.0,26.0,16.074347986501458,14.92683227136961,14.85818846960906,4.9942570245014455,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,677.2003881780344
8.0,26.0,18.92815626157236,17.941260888393277,18.08996703381412,9.052076813996145,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,122.11236887663796
2.0,63.0,13.033145975765017,11.998069093542282,10.95651480389647,13.059359033860026,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1108.5266923708932
8.0,15.0,12.066554694344592,10.026398697882328,9.978365519441803,0.0625049971323995,7.0,26.0,17.0,1.0,8.0,0.0,9.0,0.0,-0.0,1948.129882799729
0.0,5.0,1.951904708452444,0.0,1.1038187585023969,9.051719289994349,28.0,76.0,37.0,13.0,63.0,19.0,96.0,38.0,110.0,4487.904680235971
9.0,20.0,9.903773241601003,8.924295138329558,8.186578020682614,8.899660735829318,20.0,14.0,13.0,1.0,11.0,0.0,13.0,1.0,18.0,1553.32776154739
0.0,4.0,2.130189812479975,1.0009404813664946,2.0325388659349177,8.07333052013082,25.0,75.0,39.0,17.0,57.0,2.0,87.0,23.0,106.0,6053.115334780886
8.0,75.0,17.144870477103595,15.845526315330416,15.953409781320063,7.055021874915121,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.82912740202607
3.0,62.0,10.963556503571107,9.885542758613566,10.849593713833054,10.868660596798708,1.0,-0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,271.67251937746306
8.0,15.0,13.129939197493536,11.089021569943164,12.009608072804436,2.086878695226364,3.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.628761031645
8.0,15.0,14.901271836807927,12.986325948819138,14.082583984167124,4.084537913921549,0.0,6.0,3.0,1.0,0.0,0.0,-0.0,0.0,3.0,1291.8375045728558
9.0,21.0,8.991015807609598,8.036993005157495,6.806245748187832,9.065645628381198,20.0,20.0,19.0,4.0,14.0,0.0,19.0,1.0,26.0,1376.164506189834
8.0,15.0,12.81552812301612,11.861443148508672,11.69425379703902,3.871156508148381,1.0,11.0,8.0,0.0,0.0,0.0,-0.0,0.0,4.0,1436.9955946150217
8.0,74.0,15.65951871606566,13.938139443585223,14.062594736141111,4.872817151529296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,223.20658238613743
9.0,30.0,8.267476189652257,6.974582463360727,6.046384585446816,8.857412298113726,24.0,21.0,18.0,6.0,30.0,0.0,24.0,1.0,23.0,1595.1116085975607
3.0,68.0,11.882729889001832,10.07452609869008,11.035001091415465,3.957015576807137,3.0,14.0,9.0,1.0,0.0,0.0,4.0,0.0,0.0,455.9315122002873
3.0,17.0,11.047377890482403,9.99212903425362,11.919882257229515,11.8465267046223,1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,424.1813380255084
4.0,77.0,3.994135595927881,3.120991405892225,1.7448762561904516,10.047059186381272,32.0,50.0,36.0,9.0,69.0,1.0,86.0,15.0,111.0,2535.2097358895603
8.0,74.0,11.875631295265515,11.2306661037255,9.846301052791423,2.053261960175433,5.0,21.0,13.0,0.0,7.0,0.0,5.0,0.0,0.0,592.0305839481854
8.0,82.0,13.843375792533298,12.118420741865616,13.107535250312496,3.176733384690161,1.0,11.0,8.0,0.0,0.0,0.0,-0.0,0.0,3.0,263.9005783208445
9.0,79.0,11.10658253434108,9.98911180863358,9.198646651385271,10.970422378947209,5.0,4.0,2.0,1.0,2.0,0.0,4.0,0.0,7.0,770.093984790988
6.0,32.0,14.88343309607652,13.189576757545096,13.089111594651264,4.878537725577098,1.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,503.412383411879
8.0,15.0,10.817462314222716,8.948333192737397,9.995183445514334,1.0699283802915172,8.0,32.0,22.0,1.0,8.0,0.0,9.0,0.0,4.0,2397.263226620932
3.0,68.0,10.13863466892637,8.884303333265523,10.269227378239949,7.936723130047599,2.0,6.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,195.46853288254468
11.0,2.0,7.180278822224159,5.116607933470123,4.965976572188826,5.094351193366902,44.0,73.0,42.0,21.0,30.0,1.0,70.0,9.0,104.0,3227.419751316392
6.0,32.0,12.843794161515694,10.996388678150812,10.879183104433634,2.809623251296533,4.0,16.0,10.0,0.0,6.0,0.0,3.0,1.0,0.0,946.4431091143996
3.0,33.0,16.964842514127938,16.057947374729586,17.05688049812741,9.934202274057457,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,191.33935421340573
10.0,29.0,12.113791980299949,10.82770348449669,10.020128735029632,7.996757702688838,8.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,14.0,1049.16693283607
8.0,26.0,16.88207454066076,15.907711970424966,16.1187675660609,6.929287071885327,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,477.6449404213443
8.0,24.0,12.059160640858504,9.866886361556334,9.929885049827892,0.901034635888976,6.0,23.0,13.0,0.0,9.0,0.0,5.0,0.0,0.0,2868.7742278495098
8.0,25.0,21.03124579946603,18.969150990221312,19.92392049184392,10.20470157408728,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,221.1415139527218
8.0,24.0,9.94260722118246,9.204234388732756,8.916417582155532,2.043111164843492,10.0,36.0,21.0,5.0,29.0,0.0,13.0,1.0,9.0,2753.506029144231
8.0,24.0,8.91451813629562,6.890501251104695,8.044705224255093,2.0598086985950133,16.0,53.0,31.0,7.0,43.0,0.0,17.0,4.0,4.0,3140.3179684925103
8.0,9.0,19.996946712504705,19.033037198799857,19.025823377145617,10.065595328500892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,129.05041082695965
6.0,59.0,19.15904481133052,16.992672021710426,17.058671019630918,8.886459442223758,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.81548500572865
8.0,82.0,13.195225922952869,12.05087644814724,12.152925411787717,2.104364732873492,2.0,16.0,14.0,1.0,0.0,0.0,1.0,0.0,7.0,462.34152362362346
0.0,48.0,2.2541160978483186,1.8993887571776416,3.1232488577683712,9.836842351367476,31.0,47.0,29.0,7.0,26.0,0.0,74.0,7.0,96.0,2759.443690884987
8.0,24.0,11.014887207285057,10.193854147803124,9.967476599242216,0.0,6.0,34.0,19.0,0.0,12.0,0.0,8.0,0.0,5.0,2798.616860793284
1.0,93.0,5.057983984771838,6.112055810405525,7.193562495427255,15.935785686946272,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,473.34337738970345
11.0,8.0,5.016040501948121,2.848762419677569,4.201912388593748,4.946240691458673,49.0,93.0,47.0,54.0,36.0,0.0,102.0,6.0,109.0,3209.904330256126
6.0,59.0,21.03149549906284,18.981859580629152,19.017071205688787,10.999786550266071,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.1463061094753
2.0,27.0,11.941800364149728,12.019449187466872,11.058058081168925,17.155567842954245,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,169.3509305760847
6.0,32.0,14.003138498452778,12.02879083164145,12.286154459269952,7.109976050309505,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,645.5225391670593
1.0,37.0,0.9504167199847926,2.9922766822537867,3.0672021222451176,11.950371244788323,26.0,29.0,21.0,4.0,17.0,0.0,64.0,1.0,58.0,1652.6337625909534
1.0,37.0,2.218526680053873,3.848196876309677,4.137910533805816,13.891913335018309,17.0,13.0,12.0,0.0,9.0,0.0,29.0,0.0,12.0,1913.2382704088784
8.0,44.0,13.953182863910778,11.997180540329431,13.079295807663604,5.133599813071203,3.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,3.0,314.8720541021144
3.0,57.0,16.942869398945792,15.868274780446573,17.080446748088143,10.011875834261074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103.75220291728684
6.0,73.0,16.826691849198465,15.89901221213164,15.094023770352216,14.01055902557218,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,186.46297971885187
10.0,34.0,11.933380931600228,10.133446984010712,9.991326471407591,4.061157043716547,7.0,16.0,11.0,1.0,10.0,0.0,8.0,0.0,5.0,1388.2694898074158
3.0,62.0,13.066348831791188,12.898426316734772,14.122274194294016,13.04520728332282,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.423289266897385
6.0,59.0,18.187141121825736,16.142518093441435,15.811039792929993,9.035652311788455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,153.73956196573656
8.0,25.0,19.14275809630696,17.32400383332599,17.115675722135173,8.00806230812007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,718.9971178614633
3.0,80.0,14.172118835819363,14.036470537212196,14.910680093969898,10.909353059467174,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.99283178655206
5.0,13.0,4.063800963456362,4.256427793423448,4.800508125307093,9.044045643010373,24.0,36.0,24.0,3.0,19.0,0.0,44.0,0.0,36.0,3474.122943736787
3.0,57.0,13.054539162987211,10.85817871941721,12.168220493232658,4.774227076835727,2.0,11.0,9.0,0.0,1.0,0.0,-0.0,0.0,0.0,492.1216814086284
10.0,45.0,11.989869122157286,10.21060582892844,10.027228768102455,4.963223239916069,9.0,16.0,15.0,1.0,8.0,0.0,8.0,1.0,10.0,2718.517226424012
3.0,72.0,12.961425717534,11.920227979254664,13.058328710022046,9.093701775886627,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,608.6534668629569
8.0,74.0,15.080630514127552,14.046726473757928,14.036796498293617,5.023253359619003,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,349.2443183612427
3.0,57.0,16.97538591076993,16.173686873326478,16.886519689849038,9.993402185390174,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,322.54545719544643
3.0,72.0,16.13948295939107,15.052031895565724,16.368566621942506,11.040899281984249,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,468.2744084852403
6.0,32.0,11.87432256788222,10.780835202837306,11.047476655146248,4.105742557084101,9.0,14.0,13.0,0.0,6.0,0.0,2.0,1.0,3.0,899.8481564872736
8.0,82.0,13.869384945291202,12.94647482621183,12.918321485675513,2.972311693423806,4.0,9.0,9.0,0.0,1.0,0.0,1.0,0.0,-0.0,278.2228423143365
9.0,79.0,11.106124143246964,10.16877436096084,9.070338980213464,11.040158258449695,4.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,9.0,613.9908674379561
3.0,23.0,6.095124088116302,5.206951305822164,6.036907290597264,7.0773616667045465,18.0,40.0,31.0,1.0,15.0,0.0,21.0,1.0,20.0,1322.627913822913
6.0,59.0,21.164345877654306,18.90826092161844,18.848606336177227,10.817572399303495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.056964806112
10.0,29.0,10.930411800529663,10.151708773503756,8.93916850271612,8.113080661731486,11.0,5.0,6.0,0.0,6.0,0.0,8.0,0.0,13.0,1273.6979391300583
3.0,69.0,14.095547838928397,12.062104689868246,13.111717563337226,7.000441958778824,0.0,3.0,1.0,0.0,1.0,0.0,-0.0,0.0,1.0,172.7165824499746
0.0,81.0,3.007943716474376,1.9149805757419,2.9804800529310183,9.01467940404294,31.0,50.0,30.0,9.0,26.0,0.0,74.0,8.0,103.0,3338.2154733596803
8.0,75.0,16.823515594880856,15.835499918926615,16.04342701929452,5.981873897787329,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,224.1844212352369
6.0,64.0,16.13551515451914,14.919829094956564,14.274434388879092,13.042219196486192,1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,111.19626531818614
8.0,43.0,21.997374401259705,20.11329871534322,20.124837296661603,10.166858807263164,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,64.94699064769786
8.0,82.0,17.00650856312997,14.972335078276414,14.930640707670625,5.058518694934016,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,114.36616516845342
1.0,28.0,7.067307468339428,7.976902617749507,8.981204738436798,14.909945236220212,6.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,566.2606384319957
2.0,27.0,10.965975283879263,9.90921247993907,8.9264584911769,14.110032560158473,6.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,-0.0,160.55679774782834
2.0,0.0,16.889738217569686,16.76961082210977,15.895275209962202,19.988240575546385,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,338.34486618498977
8.0,25.0,17.83600530629181,16.857791055655913,17.004807899587544,6.901586642886381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,873.3269462834801
5.0,12.0,8.012324650850383,7.932452807982973,8.914133821424112,10.96640517308334,9.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,806.8830585268529
2.0,22.0,4.361516236849906,3.9989679233900826,1.955494965629825,10.02642979120919,37.0,47.0,36.0,6.0,69.0,0.0,79.0,3.0,106.0,2959.335228101928
8.0,82.0,17.00791562908061,15.158817271836492,15.18609394831048,5.073055701684626,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,311.3830692795831
8.0,25.0,17.20028574016121,16.419623213308157,15.847002916111736,5.968544369672478,0.0,1.0,2.0,0.0,0.0,0.0,-0.0,0.0,4.0,763.6376999708776
8.0,74.0,16.17947607543662,13.875231181433485,14.037038719872116,4.952514791919032,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,148.94724531503465
9.0,21.0,9.876213373223743,8.963404635195534,8.155653138027766,9.995381031567122,8.0,5.0,3.0,1.0,6.0,0.0,4.0,0.0,9.0,1179.4264816463665
6.0,32.0,13.091925919687505,12.117411087691504,11.996391531622116,3.835892880625939,3.0,8.0,8.0,0.0,1.0,0.0,3.0,0.0,0.0,623.9532910094745
10.0,29.0,11.998471540012108,10.902538808212269,10.093476144304892,10.21068975164061,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0,900.3713039057958
1.0,65.0,5.046065756169487,4.96811290991835,6.198986410985649,12.957509614646142,9.0,10.0,6.0,0.0,2.0,0.0,8.0,1.0,12.0,829.2935446243986
1.0,93.0,3.940896548729682,5.073701685686199,5.962329141890494,14.039188952752678,6.0,6.0,5.0,0.0,5.0,0.0,6.0,2.0,3.0,1129.3377694679216
6.0,59.0,23.01846366938459,20.98414074543821,20.88970016280196,11.879161648819084,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,158.85508835638214
3.0,60.0,19.86819865594174,17.941948356939132,18.940886214476965,12.051369445047117,1.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1048.4949645099591
11.0,8.0,5.115251450447431,3.002333970573777,3.133592140201101,5.922219786677251,50.0,92.0,39.0,32.0,28.0,0.0,104.0,7.0,119.0,2594.778058147684
1.0,67.0,10.06714881138235,10.911784040643596,12.07669678095256,19.040796388989143,2.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,155.31007353510563
2.0,0.0,17.019519633249526,16.258612542418568,15.163564415631388,19.08556833424959,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,214.8694680575756
8.0,26.0,15.039016126353506,13.98516597555409,13.751239814867116,5.039729570139904,3.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,822.8304335732225
10.0,34.0,12.963410594449618,10.906682658724872,10.988203364716,4.045969410523017,7.0,14.0,13.0,0.0,5.0,0.0,2.0,1.0,3.0,845.1042570878293
6.0,58.0,18.8583430530628,18.016690173226007,16.92482468370007,12.987268979420197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4421305869212
