id,information,type,province,price,land_size,price/m2,lat,long,translate
rl-121789128,"🏠 ផ្ទះវីឡាសម្រាប់លក់នៅបឹងកក់១
* ទីតាំងនៅ សង្កាត់បឹងកក់១, ខណ្ឌទួលគោក, រាជធានីភ្នំពេញ
* តម្លៃលក់៖ ៩១០,០០០ (ចរចារ) ប្លង់រឹង
* ទំហំដី៖ ១០ម x ២៧.៧ម
* ទំហំផ្ទះ៖ ៨ម x ១២ម (សល់ដីមុខ៖ ៣ម, សល់ដីក្រោយ៖ ២.៥ម)
* បន្ទប់គេង៖ ០៥,  បន្ទប់ទឹក៖ ០៥
* បន្ទប់ទទួលភ្ញៀវ ០១, ផ្ទះបាយ ០១, បន្ទប់ទទួលទាន ០១
និងចំណតរថយន្ត ០៣
* បែរទិសកើត-ជើង
📞 សម្រាប់ព័ត៌មានបន្ថែម: 095 933 777
📧 អ៊ីមែល៖ info.c21mekong.com.kh
🌍 https://rebrand.ly/c86df
សូមអរគុណ!
-----------------
🏠 Villa for sale at beong kak I
* Address: beong kak I, toul kork, phnom penh
* Sale price: $910,000 (negotiable) hard title
* Land size: 10m x 27.7m
* House size: 8m x 12m (front land: 3m, back land: 2.5m)
* Bedroom: 5, Bathroom: 5
* Living room: 1, Kitchen: 1, Dining room: 1
and Parking: 3
* Direction: East-North
📞 More detail information: 095 933 777
📧 Email: info.c21mekong.com.kh
🌍 https://rebrand.ly/c86df
Thank you!!
#Team_Land (Mr. Nun Vearakboth)",RESIDENTIAL,Phnom Penh,910000.0,277.0,3285.198555956679,11.585203,104.898336,"🏠 Villa for sale in Boeung Kak 1
* Location in Boeung Kak 1, Toul Kork, Phnom Penh
* Sale Price: 910,000 (Negotiable) Hard layout
* Land size: 10 m x 27.7m
* Home Size: 8 mm x 12m (front of the front of the ground: 3m, laterland: 2.5 m)
* Bedrooms: 05, Bathrooms: 05
* Living Room 01, 01 kitchen, 01 bathroom
And 03 car parking
* Turned - Foot
📞 For more information: 095 933 777
📧 Email: info.c2mekong.com.kh
🌍 https://reprand.ly/c86df
Thanks!
------------------
🏠 Villa for Sale AT Bong Kak I
* Address: beong kak i, Toul Kork, Phnom Penh
* Sale Price: $ 910,000 (Negotiable) Hard Title
* Land Size: 10m x 27m
* House Size: 8m x 12m: 3m, back land: 2.5m)
* BedRoom: 5, bathroom: 5
* Living Room: 1, Kitchen: 1, Dining Room: 1
and parking: 3
* Direction: East-North
📞 More Detail Information: 095 933 777
📧 Email: info.c2mekong.com.kh
🌍 https://reprand.ly/c86df
THANKY !!
#Team_land (Mr. Nun VearApboth)"
rl-133760700,"Single Villa Urgent for Sales at Kien Svay 
- 7bedrooms 10 bathrooms
- 3-story Villa
- 1 Big Livingroom 
- 3 Kitchen 
- 4 Parking Space 
Visit Appointment at 089788861
t.me/panhareth_duy",RESIDENTIAL,Kandal,900000.0,840.0,1071.428571428571,11.510631,105.051106,"Single Villa Urgent For Sales at Kien Svay 
- 7BEDROUROMS 10 Bathrooms
- 3-Story Villa
- 1 big livingroom 
- 3 kitchen 
- 4 Parking Space 
Visit Appointment at 089788861
t.me/panhareth_duy"
rl-121765075,"🏠 ផ្ទះវីឡាសម្រាប់លក់នៅបឹងទំពន់
* ទីតាំងនៅ សង្កាត់បឹងទំពន់, ខណ្ឌមានជ័យ, រាជធានីភ្នំពេញ
* តម្លៃលក់៖ ៩០០,០០០ ដុល្លារ (ចរចារ)
* ទំហំដី៖ ១២ម x ២៤ម
* ទំហំផ្ទះ៖ ៩ម x ១៦ម
* បន្ទប់គេង៖ ០៩, បន្ទប់ទឹក៖ ១០
* បន្ទប់ទទួលភ្ញៀវ ០១, ផ្ទះបាយ ០១ និងបន្ទប់ទទួលទាន ០១
📞 សម្រាប់ព័ត៌មានបន្ថែម: 085 336 777
📧 អ៊ីមែល៖ info.c21mekong.com.kh
🌍 https://rebrand.ly/c21mekongGT
សូមអរគុណ!
-----------------
🏠 Villa for sale at Boeung tumpun
* Address: Boeung tumpun, meanchey, phnom penh
* Sale price: $900,000 (negotiable)
* Land size: 12m x 24m
* House size: 9m x 16m
* Bedroom: 09, Bathroom: 10
* Living room: 1, Kitchen: 1 and Dining room: 1
📞 More detail information: 085 336 777
📧 Email: info.c21mekong.com.kh
🌍 https://rebrand.ly/c21mekongGT
Thank you!!
#Team_General SHN (Mr. Ket Vichet)",RESIDENTIAL,Phnom Penh,900000.0,288.0,3125.0,11.529893,104.910857,"🏠 Villa for sale at Lake Power
* Location in Boeung Pun Pun, Khan Meanchey, Phnom Penh
* Sale Price: $ 900,000 (Negotiable)
* Land size: 12 m x 24m
* Home size: 9 m x 16 m
* Bedrooms: 09, Bathrooms: 10
* Living Room 01, 01 kitchen and 01 bathroom
📞 For more information: 085 336 777
📧 Email: info.c2mekong.com.kh
🌍 https://reprand.ly/c21mekonggt
Thanks!
------------------
🏠 Villa for Sale at Boeung Tumpun
* Address: Boeung Tumpun, Meanchey, Phnom Penh
* Sale Price: $ 900,000 (Negotiable)
* LAND SIZE: 12m x 24m
* House Size: 9m x 16m
* BedRoom: 09, bathroom: 10
* Living room: 1, kitchen: 1 and dining room: 1
📞 More Remail Information: 085 336 777
📧 Email: info.c2mekong.com.kh
🌍 https://reprand.ly/c21mekonggt
THANKY !!
#Team_General shn (Mr. Ket Vichet)"
rl-121014003,"Please contact me at: 095955777
វីឡាភ្លោះសំរាប់លក់រឺជួលនៅបុរី ប៉េងហួត បឹងស្នោ
តម្លៃលក់: $900,000
តម្លៃជួល: $7,000/ខែ
ទំហំដី: 2,954m2
ទំហំផ្ទះ: 17m x 23m
បន្ទប់គេង … + បន្ទប់ទឹក …
បន្ទប់ទទួលភ្ញៀវ 1, បន្ទប់ផ្ទះបាយ 1, និងបន្ទប់ទទួលទាន 1
មានកន្លែងចតយានយន្ត 8
ផ្នែកលក់: 078 577 705 (ម៉ៅ ដានីន)
លេខរហ័ស: (+855)95 933 777, (+855)95 966 777
ទូរស័ព្ទលើតុ: (+855)23 966 577
អ៊ីម៉េល: info@c21mekong.com.kh
Twin Villa for sale & rent in Borey Peng Huoth Beoung Snor
Sale Price: $900,000
Rent Price: $7,000/month
Land Size: 2,954m2
House size: 17m x 23m
… bedrooms + … bathrooms
1 living room, and 1 kitchen room, and 1 dining room.
8 parking space
Agent: 078 577 705 (Mao Danin)
Hotline: (+855)95 933 777, (+855)95 966 777
Contact: (+855)23 966 577
Email: info@c21mekong.com.kh",RESIDENTIAL,Phnom Penh,900000.0,2954.0,304.6716316858497,11.467767,104.801006,"Please Contact Me AT: 095955777
Twin villas for sale or rent in Borey Peng Huoth Boeung Snoth
Sales Price: $ 900,000
Rental costs: $ 7,000 / month
Land size: 2,954m2
Home Size: 17m x 23m
Bedrooms ... + Bathrooms ...
1 living room, 1 kitchen room, and 1 consumption room
There are 8 parking venues
Sales: 078 577 705 (Mao Danin)
Quick number: (+855) 95 933 777, (+855) 95 966 ​​777
Desert Phone: (+855) 23 966 577
Email: info@c21mekong.com.kh
Twin Villa for Sale & rent in Borey Peng Huoth Beoung Snor
Sale Price: $ 900,000
Rent Price: $ 7,000 / Month
Land Size: 2,954M2
House Size: 17m x 23m
... BedRrogroms + ... bathrooms
1 Living Room, and 1 Kitchen Room, and 1 dining Room.
8 Parking Space
Agent: 078 577 705 (Mao Danin)
Hotline: (+855) 95 933 777, (+855) 95 966 ​​777
Contact: (+855) 23 966 577
Email: info@c21mekong.com.kh"
rl-121732787,"[English Below]
🏠 ផ្ទះវីឡាសម្រាប់លក់និងជួលនៅបុរីចំការមន
* ទីតាំងនៅ សង្កាត់ទន្លេរបាសាក់, ខណ្ឌចំការមន, រាជធានីភ្នំពេញ
* តម្លៃលក់៖ ៩០០,០០០ ដុល្លារ (ចរចារ)
* តម្លៃជួល៖ ២,៥០០ ដុល្លារក្នុងមួយខែ (ចរចារ) 
* សម្ភារៈមួយចំនួន
* ទំហំដី៖ ១៦ម x ១៨ម
* ទំហំផ្ទះ៖ ១០ម x ១២ម (សល់ដីមុខ៖ ៤ម, សល់ដីក្រោយ៖ ២ម)
* បន្ទប់គេង៖ ០៤, បន្ទប់ទឹក៖ ០៤
* បន្ទប់ទទួលភ្ញៀវ ០១, ផ្ទះបាយ ០១, បន្ទប់ទទួលទាន ០១, បន្ទប់អ្នកបំរើ ០១
និងសួនច្បារ ០២
📞 សម្រាប់ព័ត៌មានបន្ថែម: 095 221 888
📧 អ៊ីមែល៖ info.c21mekong.com.kh
🌍 https://rebrand.ly/c21mekong97370
សូមអរគុណ!
-----------------
🏠 Villa for sale and rent at Borey Chamkar Morn
* Address: Tonle Bassac, Chamkar Morn, Phnom Penh.
* Sale price: $900,000 (negotiable)
* Rent price: $2,500/month (negotiable)
* Some furniture
* Land size: 16m x 18m
* House size: 10m x 12m (front land: 4m , back land: 2m)
* Bedroom: 04, Bathroom: 04
* Living room: 1, Kitchen: 1, Dining room: 1, Maid room: 1
and Garden 2
📞 More detail information: 095 221 888
📧 Email: info.c21mekong.com.kh
🌍 https://rebrand.ly/c21mekong97370
Thank you!!
#Team_Bassac (Mr. Lai Samnang)",RESIDENTIAL,Phnom Penh,900000.0,288.0,3125.0,11.545763,104.930554,"[English Below]
🏠 Villa for sale and rent in Chamkar Morn
* Location in the River Bassac commune, Khan Chamkarmon, Phnom Penh
* Sale Price: $ 900,000 (Negotiable)
* Rental Price: $ 2,500 per month (Negotiable) 
* Some material
* Land size: 16 m x 18 m
* Home Size: 10 mm 12m (front of the front of the ground: 4m, laterland: 2 m)
* Bedrooms: 04, bathrooms: 04
* Living Room 01, 01 kitchens, 01 rooms, 01 maidroom
And the garden 02
📞 For more information: 095 221 888
📧 Email: info.c2mekong.com.kh
🌍 https://reprand.ly/c21mekong97370
Thanks!
------------------
🏠 Villa for Sale and Rent at Bory Chamkar Morn
* Address: Tonne Bassac, Chamkar Morn, Phnom Penh.
* Sale Price: $ 900,000 (Negotiable)
* Rent Price: $ 2,500 / Month (Negotiable)
* Som Furniture
* LAND SIZE: 16m x 18m
* House Size: 10m x 12m (front Land: 4m, back land: 2M)
* BedRoom: 04, bathroom: 04
* Living Room: 1, Kitchen: 1, Dining Room: 1, Maid Room: 1
and Garden 2
📞 More Detail Information: 095 221 888
📧 Email: info.c2mekong.com.kh
🌍 https://reprand.ly/c21mekong97370
THANKY !!
#Team_bassac (Mr. Lai Samnang)"
rl-128240291,"📢 ផ្ទះអាជីវកម្ម សម្រាប់ លក់ ទីតំាង បឹងគេងកងទី១
👉 ទីតាំង៖ សង្កាត់បឹងគេងកង១ , ខណ្ឌ បឹងគេងកង , រាជធានីភ្នំពេញ
👉 តម្លៃលក់ ៖ ៩០០,០០០ដុល្លារ ចរចា
✅ ទីតាំងល្អ ផ្លូវធំទូលាយ ជាប់ទីប្រជុំជន ងាយស្រួលក្នុងការបើកជាហាង  នឹង បើកជាក្រុមហ៊ុន
✅ លេខអាជ្ញាប័ណ្ណភ្នាក់ងារអចលនវត្ថុ: E-14-160
✅ ពត៏មានលំអិតទាក់ទងលេខ 099 666 722 / 099 666 726
#forsale​#ហ្វូជីរៀលធី #fujiRealty #PhnomPenh #rent #sale
#realestateagency #propertyforsale #propertyforrent #propertyforlease #flateforsale #houseforsale #condoforsale #condoforrent",RESIDENTIAL,Phnom Penh,900000.0,,,11.546709,104.917275,"📢 Business home for sale Lake location 1
👉 Location: Sangkat Boeung Sleep 1, Khan Boeung Kou, Phnom Penh
👉 Sales Price: $ 900,000 Negotiate
✅ A good location is easy to open as a shop will open as a company
✅ ✅ Real Estate Agency license number: E-14-160
Details Contact Us 099 666 722/099 666 726
#Forsale #ui Kramty #fujiralty #phnompenh #rent #sale
#realestatagency #proptyForsale #proptyForrent #PlatetyForlease #flateforsale #houseforsale #condoforrent"
rl-121569766,"🏠 ឃ្វីនវីឡាសម្រាប់លក់នៅបុរីជីបម៉ុង 598
* ទីតាំងនៅ សង្កាត់ច្រាំងចំរេះ១, ខណ្ឌឬស្សីកែវ, រាជធានីភ្នំពេញ
* តម្លៃលក់៖ ៨៨០,០០០ដុល្លារ (ចរចារ) ប្លង់ទន់
* ទំហំដី៖ ១៨.៥ម x ២៣ម
* ទំហំផ្ទះ៖ ១៣ម x ១៣ម (សល់ដីមុខ៖ ៨ម, សល់ដីក្រោយ៖ ២ម)
* បន្ទប់គេង៖ ០៦, បន្ទប់ទឹក៖ ០៧
* បន្ទប់ទទួលភ្ញៀវ ០១, ផ្ទះបាយ៖ ០១, បន្ទប់ទទួលទាន ០១
និងចំណតរថយន្ត ០៤
* បែរទៅទិសជើង
📞 សម្រាប់ព័ត៌មានបន្ថែម: 085 335 777
📧 អ៊ីមែល៖ info.c21mekong.com.kh
🌍 https://cutt.ly/xtd67sZ
សូមអរគុណ!
----------------------
🏠 Queen villa for sale at Borey Chip Mong 598
* Address: Chrang chamres I, Russei keo, Phnom Penh
* Sale price: $880,000 (negotiable) soft title
* Land size: 18.5m x 23m
* House size: 13m x 13m (front land: 8m, back land: 2m)
* Bedroom:  06, Bathroom: 07
* Living room: 1, Kitchen: 1, Dining room: 1
and Parking: 4
Direction: North
📞 More detail information: 085 335 777
📧 Email: info.c21mekong.com.kh
🌍 https://cutt.ly/xtd67sZ
Thank you!!
#Team_Camko (Mr. Phat Samang)",RESIDENTIAL,Phnom Penh,880000.0,425.5,2068.1551116333726,11.632385,104.884868,"🏠 Queens Villa for sale in Chim Mon Mong 598
* Location in Kolesie Sangkat 1, Khan Russey Keo District, Phnom Penh
* Sale Price: $ 880,000 (Negotiable) Soft Plan
* Land size: 18.5 m x 23m
* Home Size: 13 mm 13m (front of the front of the ground: 8m, next land rest: 2 m)
* Bedrooms: 06, bathrooms: 07
* Living Room 01, Kitchen: 01, 01 Consumption Room
And 04 parking parking
* Turn to the foot direction
📞 For more information: 085 335 777
📧 Email: info.c2mekong.com.kh
🌍 https://cutt.ly/xtd67sz
Thanks!
----------------------
🏠 Queen Villa for Sale AT BOREY CHIP MON 598
* Address: Chrang Chamres I, Russei Keo, Phnom Penh
* Sale Price: $ 880,000 (Negotiable) Soft Title
* LAND SIZE: 18.5m x 23m
* House Size: 13m x 13m: 8m, back land: 2M)
* BedRoom: 06, bathroom: 07
* Living Room: 1, Kitchen: 1, Dining Room: 1
and parking: 4
Direction: North
📞 More Remail Information: 085 335 777
📧 Email: info.c2mekong.com.kh
🌍 https://cutt.ly/xtd67sz
THANKY !!
#Team_Camko (Mr. Phat Samang)"
rl-135287595,"វីឡាព្រីន សម្រាប់លក់⚡️នៅបុរីប៉េងហួតបឹងស្នោ (ID:#D3345)
👉 តម្លៃ ៖ $860,000 (ចរចា)
👉 ទីតាំងក្នុងបុរីប៉េងហួតបឹងស្នោ តំបន់រស់នៅបែបអភិជន បរិយកាសល្អ មានផាសុខភាព និងសុវត្ថិភាពសម្រាប់ការរស់នៅ។
👉 ទំហំដី ៖ 18.1m × 30m
👉 ទំហំផ្ទះ ៖ 12m × 19m 
សល់ដីខាងមុខ 10m, សល់ដីខាងក្រោយ 1.2m, សល់ចំហៀងម្ខាង4m និង2m
👉 វីឡាមាន 5បន្ទប់គេង 6បន្ទប់ទឹក  បន្ទប់ទទួលភ្ញៀវ1 និងផ្ទះបាយ1
👉 បែរមុខទៅទិស ត្បូង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់ត្រឹមបុរី)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",RESIDENTIAL,Phnom Penh,860000.0,468.0,1837.6068376068376,11.53378,104.955233,"Villa Princess for sale ⚡️ in Borey Peng Huot Boeung Snv (ID: # D3345)
👉 Price: $ 860,000 (Negotiable)
👉 Location in Borey Peng Huoth Boeung Snog, Living in the Needage, a comfortable and healthy headphone environment.
👉 Land size: 18.1m × 30m
👉 Home size: 12m × 19m 
The rest of the flat is 10m, the rest of the background of the 1.2M, 4m and 2M remaining
👉 There are 5 bedrooms, 6 bedrooms, 1 bathroom, 1 bathroom and 1 kitchen
👉 Turn forward to the destination
👉 Release the Ownership Transfer Service (layout by Borey)	
E-19-306 ID ID
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondInvestments.com	
↗️telgram: https://t.me/century21diamond"
rl-133983487,"ដីនិងផ្ទះលក់បន្ទាន់⚡នៅលេីផ្លូវ1982 ភ្នំពេញថ្មី (ID:#D2891)
👉តម្លៃ ៖ $850,000 (ចចារ)
👉ទីតាំងដី នៅក្បែរសាលាIU ជិតផ្លូវ៥៩៨ ភ្នំពេញថ្មី ជាតំបន់បណ្ដុំដោយអាគាពាណិជ្ជកម្ម និងផ្ទះអាជីវកម្ម ទំហំដីពេញខ្នាតស្អាត ល្អសម្រាប់សំណង់គ្រប់ប្រភេទ។ 
👉ទំហំផ្ទះ​ ៖ 15m  x  15m
👉ផ្ទះមាន 10បន្ទប់គេង
👉ទំហំដី​ ៖ 20m x 28.75m ទំហំសរុបក្នុងប្លង់រឹង ៖ 575m²
👉ដីបែរមុខទៅទិសខាងត្បូង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestment.com	
↗️Telegram: https://t.me/century21diamond",RESIDENTIAL,Phnom Penh,850000.0,574.0,1480.836236933798,11.579651,104.857043,"Land and Home Selling ⚡ in 1982 Phnom Penh (ID: # D2891)
👉 Price: $ 850,000 (negotiations)
👉 Land location near IU near Street 598 Phnom Penh is a collection of Area, Business and Business Sizing, Size of all kinds of construction. 
👉 Home size: 15m x 15m
👉 There are 10 bedrooms
Land size: 20m x 28.75m The total size in Hard Layout: 575M²
👉 The soil faces south
👉 Release the Oil Transfer Service (solid layout)	
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondices.com	
↗️telgram: https://t.me/century21diamond"
rl-134893639,"វិឡា-ផ្ទះជួល លក់បន្ទាន់⚡នៅ​ក្បែរផ្សារដីហុយ ជិតផ្លូវហាណូយ  (ID:#D3218)
👉តម្លៃ ៖ $850,000 (ចរចា)
👉ទីតាំងចុះពីផ្លូវហាណូយប្រហែល១០០មែ៉ត្រ ជិតផ្សារដីហុយ និងសាលាIU ភ្នំពេញថ្មី​ ជាតំបន់ជុំវិញដោយផ្សារទំនើប សាលាអន្តរជាតិ ល្អសម្រាប់រស់នៅ។ 
👉ទំហំដី​ ៖ 34m x 21.5m 
👉ទំហំវីឡា ៖ 17m x 14m សល់មុខ8m ចំហៀង5m​ ក្រោយសល់1.5m 
👉ទំហំដី-ផ្ទះជួល 12m x 21.5m
👉បន្ទប់គេង7  បន្ទប់ទឹក7  បន្ទប់ទទួលភ្ញៀវ2 ផ្ទះបាយ
👉 ទំហំសរុបក្នុងប្លង់រឹង ៖ 712m²
👉ដីបែរមុខទៅទិសខាងត្បូង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",RESIDENTIAL,Phnom Penh,850000.0,714.0,1190.4761904761904,11.579651,104.857043,"Villa - Emergency Rental House
👉 Price: $ 850,000 (Negotiable)
👉 Location of About 100 Micro Hanoi Road nearly Fluing Market near Phnom Penh 
👉 Land size: 34m x 21.5m 
√ Villa size: 17m x 14m The remaining 8m side of 8m after the remaining 1.5m 
👉 Land size - Renting 12m x 21.5m
👉 7 bedrooms, 7 bathrooms, living room 2 kitchen
👉 The total size in the solid layout: 712M²
👉 The soil faces south
👉 Release the Oil Transfer Service (solid layout)	
E-19-306 ID ID
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondInvestments.com	
↗️telgram: https://t.me/century21diamond"
rl-134315477,"វីឡាទោលកែងលក់បន្ទាន់ ⚡️ នៅបុរីអង្គរភ្នំពេញ ជិតអុីអនសែនសុខ  (ID: #DN2968)
👉 តម្លៃ ៖ $830,000 (ចរចា)
👉 ទីតាំងល្អស្ថិតក្នុងបុរីអង្គរភ្នំពេញ ក្បែរផ្សាទំនើបអុីអន2 ជាតំបន់ជុំវិញដោយគម្រោងបុរីធំៗ ផ្សារទំនើប មានផាសុខភាព ល្អសម្រាប់រស់នៅ ។
👉ផ្លូវ​10ម៉ែត្រ ឡានអាចចេញចូលបានយ៉ាងងាយស្រួល
👉 ទំហំផ្ទះ ៖ 12.3m x 12.4m (សល់មុខ 10m ក្រោយ 1.1m)
👉 វីឡាមាន បន្ទប់គេង 5 បន្ទប់ទឹក 6 ផ្ទះបាយ បន្ទប់ទទួលភ្ញៀវ
👉 ទំហំដី ៖ 17m x 23m
👉 បែរមុខទៅទិសត្បូង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",RESIDENTIAL,Phnom Penh,830000.0,391.0,2122.762148337596,11.624212,104.857043,"Holk Holen Villa Selling ⚡️ In Borey Angkor, Phnom Penh Near Answor
👉 Price: $ 830,000 (Negotiable)
👉 A good location is in Borey Angkor, Phnom Penh near the modern thophic of the capital of the Big Bi-Big Borey Plan, a good comfortable supermarket for living.
👉 10m trail can be easily logged in
👉 Home size: 12.3m x 12.4m (remaining 10m later 1.1m)
👉 There are 5 bedrooms, 6 bathrooms, kitchen bathrooms
👉 Land size: 17m x 23m
👉 Turn forward to the destination
👉 Release the Oil Transfer Service (solid layout)	
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondInvestments.com	
↗️telgram: https://t.me/century21diamond"
rl-134305384,"វីឡាទោលលក់បន្ទាន់ ⚡️  នៅបុរីអង្គរភ្នំពេញ ជិតអុីអនសែនសុខ  (ID: #D2934)
👉 តម្លៃ ៖ $799,000 (ចរចា)
👉 ទីតាំងល្អ​ ស្ថិតក្នុងបុរីភ្នំពេញអង្គរ ក្បែផ្សាទំនើបអ៊ីអន2 ជាតំបន់រស់នៅបែបអភិជន ជុំវិញដោយផ្សារទំនើប និងហាងល្បីៗ មានផាសុខភាព សម្រាប់រស់នៅ។
👉 ទំហំដី ៖ 15m x 23.5m
👉 ទំហំផ្ទះ ៖ 12.3m x 12.4m  សល់មុខ 10m សលល់ក្រោយ 1.1m)
👉 វីឡាមាន បន្ទប់គេង 6 បន្ទប់ទឹក 7 ផ្ទះបាយ បន្ទប់ទទួលភ្ញៀវ
👉 បែរមុខទៅទិសជើង
👉 ទំហំក្នុងប្លង់រឹង ៖ 352m²
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestment.com	
↗️Telegram: https://t.me/century21diamond",RESIDENTIAL,Phnom Penh,799000.0,352.5,2266.6666666666665,11.624212,104.857043,"Solo Solor Villa Sale ⚡️ In Borey Angkor, Phnom Penh Near Answoring Water (ID: # D2934)
👉 Price: $ 799,000 (Negotiable)
👉 A good location is in Borey, EU Angkor Modern Modern Market is a nobility area around by a comfortable supermarket and a comfortable store for living.
👉 Land size: 15m x 23.5m
👉 Home size: 12.3m x 12.4m Remain next 10m after 1.1m)
👉 There are 6 bedrooms, 7 bathrooms, bathroom
👉 Turn forward to the foot direction
√ Size in solid layout: 352m²
👉 Release the Oil Transfer Service (solid layout)	
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondices.com	
↗️telgram: https://t.me/century21diamond"
rl-121591490,"🏠 វីឡាភ្លោះ២ សម្រាប់លក់នៅបុរីជីបម៉ុង 598
* បង់ដាច់ពីបុរីហើយៗ, ទិញតែ១ក៏លក់ក្នុងតម្លៃ៖ ៣៩០,០០០ ដុល្លារ
* ទីតាំងនៅ សង្កាត់ច្រាំងចំរេះ១, ខណ្ឌឬស្សីកែវ, រាជធានីភ្នំពេញ
* តម្លៃលក់៖ ៧៨០,០០០ ដុល្លារ (ចរចារ) ប្លង់ទន់
* ទំហំដី៖ ១៦ម x ២២ម
* ទំហំផ្ទះ៖ ១២ម x ១២ម (សល់ដីមុខ៖ ៨ម, សល់ដីក្រោយ៖ ២ម)
* បន្ទប់គេង៖ ០៨, បន្ទប់ទឹក៖ ១០
* បន្ទប់ទទួលភ្ញៀវ ០២, ផ្ទះបាយ ០២, បន្ទប់ទទួលទាន ០២
និងចំណតរថយន្ត ០៦
* បែរទៅទិសខាងជើង
📞 សម្រាប់ព័ត៌មានបន្ថែម: 085 335 777
📧 អ៊ីមែល៖ info.c21mekong.com.kh
🌍 https://rebrand.ly/b45a1
សូមអរគុណ!
----------------------
🏠 2 Twin villa for sale at Borey Chip Mong 598
* Address: chrang chamres I, Russei Keo, Phnom Penh
* Sale price: $780,000 (negotiable) soft title
* Land size: 16m x 22m
* House size: 12m x 12m (front land: 8m, back land: 2m)
* Bedroom:  08, Bathroom: 10
* Living room: 2, Kitchen: 2, Dining room: 2
and parking: 6
* Direction: North
📞 More detail information: 085 335 777
📧 Email: info.c21mekong.com.kh
🌍 https://rebrand.ly/b45a1
Thank you!!
#Team_Camko (Mr. Phat Samang)",RESIDENTIAL,Phnom Penh,780000.0,352.0,2215.909090909091,11.632385,104.884868,"🏠 A Twin Twin Villa for Sale in Chimbon Monday 598
* Pay apart from Borey and only 1 also sells for: $ 390,000
* Location in Kolesie Sangkat 1, Khan Russey Keo District, Phnom Penh
* Sales Price: $ 780,000 (Negotiable) soft layout
* Land size: 16 m x 22m
* Home Size: 12 mm 12m (front of the ground: 8m, next land rest: 2 m)
* Bedrooms: 08, Bathrooms: 10
* 02 living room, 02 kitchen, 02 dining
And 06 car parking
* Turn north
📞 For more information: 085 335 777
📧 Email: info.c2mekong.com.kh
🌍 https://reprand.ly/b45a1
Thanks!
----------------------
🏠 2 Twin Villa for Sale at AT BOREY CHIP MON 598
* Address: Chrang Chamres I, Russei Keo, Phnom Penh
* Sale Price: $ 780,000 (Negotiable) Soft Title
* LAND SIZE: 16m x 22m
* House Size: 12m x 12m (Front Land: 8m, Back Land: 2M)
* BedRoom: 08, bathroom: 10
* Living Room: 2, Kitchen: 2, Dining Room: 2
and parking: 6
* Direction: North
📞 More Remail Information: 085 335 777
📧 Email: info.c2mekong.com.kh
🌍 https://reprand.ly/b45a1
THANKY !!
#Team_Camko (Mr. Phat Samang)"
