h3,population,geometry,index_right,Shape_Leng,Shape_Area,ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn
88658469cdfffff,1020.0,"MULTIPOLYGON (((104.94575879965224 11.641291569077364, 104.946290522759 11.646460843375698, 104.94203383073608 11.649520738791074, 104.93724534322445 11.647411265612474, 104.93671373843334 11.642241859153476, 104.94097050282814 11.639182058025002, 104.94575879965224 11.641291569077364)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469cbfffff,202.0,"MULTIPOLYGON (((104.9313937388534 11.634962627676327, 104.9319252611266 11.640132162866058, 104.92766819801793 11.643191910835183, 104.92287954045486 11.641082029318914, 104.92234813655473 11.635912362144651, 104.92660527183452 11.632852708462439, 104.9313937388534 11.634962627676327)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469cbfffff,202.0,"MULTIPOLYGON (((104.9313937388534 11.634962627676327, 104.9319252611266 11.640132162866058, 104.92766819801793 11.643191910835183, 104.92287954045486 11.641082029318914, 104.92234813655473 11.635912362144651, 104.92660527183452 11.632852708462439, 104.9313937388534 11.634962627676327)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469c9fffff,384.0,"MULTIPOLYGON (((104.94043886222163 11.634012654939799, 104.94097050282814 11.639182058025002, 104.93671373843334 11.642241859153476, 104.9319252611266 11.640132162866058, 104.9313937388534 11.634962627676327, 104.93565057554352 11.631902920869795, 104.94043886222163 11.634012654939799)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469c7fffff,29.0,"MULTIPOLYGON (((104.93298835236345 11.65047110783349, 104.93351992132827 11.655640517441203, 104.92926270401577 11.65870040053588, 104.9244738455283 11.656590779832259, 104.92394239494107 11.651421238247716, 104.92819968445359 11.648361449334868, 104.93298835236345 11.65047110783349)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469c5fffff,668.0,"MULTIPOLYGON (((104.94203383073608 11.649520738791074, 104.9425655180387 11.654690016301977, 104.938308599502 11.657749952739842, 104.93351992132827 11.655640517441203, 104.93298835236345 11.65047110783349, 104.93724534322445 11.647411265612474, 104.94203383073608 11.649520738791074)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469c3fffff,564.0,"MULTIPOLYGON (((104.92766819801793 11.643191910835183, 104.92819968445359 11.648361449334868, 104.92394239494107 11.651421238247716, 104.91915354685933 11.649311394435273, 104.91862217881888 11.644141724014911, 104.92287954045486 11.641082029318914, 104.92766819801793 11.643191910835183)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469c3fffff,564.0,"MULTIPOLYGON (((104.92766819801793 11.643191910835183, 104.92819968445359 11.648361449334868, 104.92394239494107 11.651421238247716, 104.91915354685933 11.649311394435273, 104.91862217881888 11.644141724014911, 104.92287954045486 11.641082029318914, 104.92766819801793 11.643191910835183)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469c1fffff,166.0,"MULTIPOLYGON (((104.93671373843334 11.642241859153476, 104.93724534322445 11.647411265612474, 104.93298835236345 11.65047110783349, 104.92819968445359 11.648361449334868, 104.92766819801793 11.643191910835183, 104.9319252611266 11.640132162866058, 104.93671373843334 11.642241859153476)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469bdfffff,690.0,"MULTIPOLYGON (((104.9127634123002 11.676109481567272, 104.9132947552771 11.681279031055789, 104.90903656029597 11.68433898155429, 104.90424695039525 11.68222928861891, 104.9037157259021 11.677059607465296, 104.90797399281584 11.673999750903393, 104.9127634123002 11.676109481567272)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469bdfffff,690.0,"MULTIPOLYGON (((104.9127634123002 11.676109481567272, 104.9132947552771 11.681279031055789, 104.90903656029597 11.68433898155429, 104.90424695039525 11.68222928861891, 104.9037157259021 11.677059607465296, 104.90797399281584 11.673999750903393, 104.9127634123002 11.676109481567272)))",67,0.194761751394,0.00205842777892,Bak Kaeng,KH121005,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469b9fffff,5.0,"MULTIPOLYGON (((104.90744273241958 11.668830072095409, 104.90797399281584 11.673999750903393, 104.9037157259021 11.677059607465296, 104.89892612672597 11.674949691238849, 104.8983949848311 11.669779880821917, 104.90265332360086 11.666720118231604, 104.90744273241958 11.668830072095409)))",972,0.208900397358,0.0012294221682,Preaek Ta Sek,KH121003,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469b9fffff,5.0,"MULTIPOLYGON (((104.90744273241958 11.668830072095409, 104.90797399281584 11.673999750903393, 104.9037157259021 11.677059607465296, 104.89892612672597 11.674949691238849, 104.8983949848311 11.669779880821917, 104.90265332360086 11.666720118231604, 104.90744273241958 11.668830072095409)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469b5fffff,12.0,"MULTIPOLYGON (((104.90903656029597 11.68433898155429, 104.90956786738101 11.689508533227247, 104.90530944606957 11.692568523574751, 104.90051964577805 11.690458868373995, 104.89998845719886 11.68528918509988, 104.90424695039525 11.68222928861891, 104.90903656029597 11.68433898155429)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469b5fffff,12.0,"MULTIPOLYGON (((104.90903656029597 11.68433898155429, 104.90956786738101 11.689508533227247, 104.90530944606957 11.692568523574751, 104.90051964577805 11.690458868373995, 104.89998845719886 11.68528918509988, 104.90424695039525 11.68222928861891, 104.90903656029597 11.68433898155429)))",67,0.194761751394,0.00205842777892,Bak Kaeng,KH121005,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469b1fffff,107.0,"MULTIPOLYGON (((104.9037157259021 11.677059607465296, 104.90424695039525 11.68222928861891, 104.89998845719886 11.68528918509988, 104.89519866769096 11.683179306516925, 104.89466756172132 11.678009493818289, 104.89892612672597 11.674949691238849, 104.9037157259021 11.677059607465296)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469b1fffff,107.0,"MULTIPOLYGON (((104.9037157259021 11.677059607465296, 104.90424695039525 11.68222928861891, 104.89998845719886 11.68528918509988, 104.89519866769096 11.683179306516925, 104.89466756172132 11.678009493818289, 104.89892612672597 11.674949691238849, 104.9037157259021 11.677059607465296)))",67,0.194761751394,0.00205842777892,Bak Kaeng,KH121005,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469adfffff,443.0,"MULTIPOLYGON (((104.9361779996402 11.68148693332058, 104.93670966200425 11.686656089469809, 104.93245213627183 11.689716241633423, 104.92766287590739 11.6876071436674, 104.92713133192987 11.682437855556918, 104.93138892992016 11.679377797364953, 104.9361779996402 11.68148693332058)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469adfffff,443.0,"MULTIPOLYGON (((104.9361779996402 11.68148693332058, 104.93670966200425 11.686656089469809, 104.93245213627183 11.689716241633423, 104.92766287590739 11.6876071436674, 104.92713133192987 11.682437855556918, 104.93138892992016 11.679377797364953, 104.9361779996402 11.68148693332058)))",67,0.194761751394,0.00205842777892,Bak Kaeng,KH121005,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469abfffff,1753.0,"MULTIPOLYGON (((104.92181062050227 11.67515911623186, 104.92234208192313 11.680328533935235, 104.91808418534407 11.683388538337402, 104.9132947552771 11.681279031055789, 104.9127634123002 11.676109481567272, 104.91702138093622 11.673049571136753, 104.92181062050227 11.67515911623186)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469abfffff,1753.0,"MULTIPOLYGON (((104.92181062050227 11.67515911623186, 104.92234208192313 11.680328533935235, 104.91808418534407 11.683388538337402, 104.9132947552771 11.681279031055789, 104.9127634123002 11.676109481567272, 104.91702138093622 11.673049571136753, 104.92181062050227 11.67515911623186)))",67,0.194761751394,0.00205842777892,Bak Kaeng,KH121005,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469a9fffff,310.0,"MULTIPOLYGON (((104.93085735009507 11.674208511566746, 104.93138892992016 11.679377797364953, 104.92713133192987 11.682437855556918, 104.92234208192313 11.680328533935235, 104.92181062050227 11.67515911623186, 104.92606829067383 11.672099152046584, 104.93085735009507 11.674208511566746)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469a9fffff,310.0,"MULTIPOLYGON (((104.93085735009507 11.674208511566746, 104.93138892992016 11.679377797364953, 104.92713133192987 11.682437855556918, 104.92234208192313 11.680328533935235, 104.92181062050227 11.67515911623186, 104.92606829067383 11.672099152046584, 104.93085735009507 11.674208511566746)))",67,0.194761751394,0.00205842777892,Bak Kaeng,KH121005,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469a7fffff,13.0,"MULTIPOLYGON (((104.9234050514619 11.690667242006207, 104.923936559581 11.695836532203874, 104.91967850869503 11.698896670470555, 104.914888877594 11.696787424664224, 104.9143574879234 11.691618002689236, 104.91861561089524 11.688557958289133, 104.9234050514619 11.690667242006207)))",67,0.194761751394,0.00205842777892,Bak Kaeng,KH121005,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469a5fffff,762.0,"MULTIPOLYGON (((104.93245213627183 11.689716241633423, 104.93298376279962 11.694885399933762, 104.92872601056436 11.697945592174163, 104.923936559581 11.695836532203874, 104.9234050514619 11.690667242006207, 104.92766287590739 11.6876071436674, 104.93245213627183 11.689716241633423)))",67,0.194761751394,0.00205842777892,Bak Kaeng,KH121005,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469a3fffff,32.0,"MULTIPOLYGON (((104.91808418534407 11.683388538337402, 104.91861561089524 11.688557958289133, 104.9143574879234 11.691618002689236, 104.90956786738101 11.689508533227247, 104.90903656029597 11.68433898155429, 104.9132947552771 11.681279031055789, 104.91808418534407 11.683388538337402)))",67,0.194761751394,0.00205842777892,Bak Kaeng,KH121005,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658469a1fffff,304.0,"MULTIPOLYGON (((104.92713133192987 11.682437855556918, 104.92766287590739 11.6876071436674, 104.9234050514619 11.690667242006207, 104.91861561089524 11.688557958289133, 104.91808418534407 11.683388538337402, 104.92234208192313 11.680328533935235, 104.92713133192987 11.682437855556918)))",67,0.194761751394,0.00205842777892,Bak Kaeng,KH121005,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
886584699dfffff,161.0,"MULTIPOLYGON (((104.9058490445989 11.653320782761213, 104.9063802583117 11.658490587939324, 104.90212214579158 11.661550310321514, 104.89733274772142 11.65944013344018, 104.89680165250546 11.654270196645385, 104.90105983685274 11.651210568339836, 104.9058490445989 11.653320782761213)))",972,0.208900397358,0.0012294221682,Preaek Ta Sek,KH121003,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
886584699dfffff,161.0,"MULTIPOLYGON (((104.9058490445989 11.653320782761213, 104.9063802583117 11.658490587939324, 104.90212214579158 11.661550310321514, 104.89733274772142 11.65944013344018, 104.89680165250546 11.654270196645385, 104.90105983685274 11.651210568339836, 104.9058490445989 11.653320782761213)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
886584699bfffff,6.0,"MULTIPOLYGON (((104.89148125265055 11.646989731466894, 104.89201226526683 11.65215979692896, 104.88775378301489 11.65521937147115, 104.8829642165104 11.653108786466008, 104.8824333224483 11.647938589563577, 104.8866918763264 11.644879109097877, 104.89148125265055 11.646989731466894)))",972,0.208900397358,0.0012294221682,Preaek Ta Sek,KH121003,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846999fffff,107.0,"MULTIPOLYGON (((104.90052870572198 11.646040634438258, 104.90105983685274 11.651210568339836, 104.89680165250546 11.654270196645385, 104.89201226526683 11.65215979692896, 104.89148125265055 11.646989731466894, 104.89573950874832 11.643930197272963, 104.90052870572198 11.646040634438258)))",972,0.208900397358,0.0012294221682,Preaek Ta Sek,KH121003,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846997fffff,3.0,"MULTIPOLYGON (((104.89307433717225 11.662499802023913, 104.89360539646256 11.667669741486787, 104.88934675972624 11.670729450129718, 104.88455699203453 11.668619125329544, 104.88402605130294 11.663449054434006, 104.88828475969426 11.660389439762536, 104.89307433717225 11.662499802023913)))",972,0.208900397358,0.0012294221682,Preaek Ta Sek,KH121003,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846995fffff,4.0,"MULTIPOLYGON (((104.90212214579158 11.661550310321514, 104.90265332360086 11.666720118231604, 104.8983949848311 11.669779880821917, 104.89360539646256 11.667669741486787, 104.89307433717225 11.662499802023913, 104.89733274772142 11.65944013344018, 104.90212214579158 11.661550310321514)))",972,0.208900397358,0.0012294221682,Preaek Ta Sek,KH121003,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846995fffff,4.0,"MULTIPOLYGON (((104.90212214579158 11.661550310321514, 104.90265332360086 11.666720118231604, 104.8983949848311 11.669779880821917, 104.89360539646256 11.667669741486787, 104.89307433717225 11.662499802023913, 104.89733274772142 11.65944013344018, 104.90212214579158 11.661550310321514)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846993fffff,1.0,"MULTIPOLYGON (((104.88775378301489 11.65521937147115, 104.88828475969426 11.660389439762536, 104.88402605130294 11.663449054434006, 104.87923629464377 11.661338506798897, 104.8787054365407 11.656168307131065, 104.8829642165104 11.653108786466008, 104.88775378301489 11.65521937147115)))",972,0.208900397358,0.0012294221682,Preaek Ta Sek,KH121003,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846991fffff,8.0,"MULTIPOLYGON (((104.89680165250546 11.654270196645385, 104.89733274772142 11.65944013344018, 104.89307433717225 11.662499802023913, 104.88828475969426 11.660389439762536, 104.88775378301489 11.65521937147115, 104.89201226526683 11.65215979692896, 104.89680165250546 11.654270196645385)))",972,0.208900397358,0.0012294221682,Preaek Ta Sek,KH121003,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846991fffff,8.0,"MULTIPOLYGON (((104.89680165250546 11.654270196645385, 104.89733274772142 11.65944013344018, 104.89307433717225 11.662499802023913, 104.88828475969426 11.660389439762536, 104.88775378301489 11.65521937147115, 104.89201226526683 11.65215979692896, 104.89680165250546 11.654270196645385)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
886584698dfffff,1147.0,"MULTIPOLYGON (((104.92926270401577 11.65870040053588, 104.92979423714347 11.663869813067235, 104.92553679339412 11.666929736816675, 104.92074774435457 11.664820153914222, 104.92021632962658 11.65965060946992, 104.9244738455283 11.656590779832259, 104.92926270401577 11.65870040053588)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
886584698bfffff,1785.0,"MULTIPOLYGON (((104.91489595888184 11.652371129926149, 104.91542729105176 11.657540803367493, 104.91116947674746 11.660600579434332, 104.9063802583117 11.658490587939324, 104.9058490445989 11.653320782761213, 104.91010693085465 11.650261100806109, 104.91489595888184 11.652371129926149)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846989fffff,605.0,"MULTIPOLYGON (((104.92394239494107 11.651421238247716, 104.9244738455283 11.656590779832259, 104.92021632962658 11.65965060946992, 104.91542729105176 11.657540803367493, 104.91489595888184 11.652371129926149, 104.91915354685933 11.649311394435273, 104.92394239494107 11.651421238247716)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846989fffff,605.0,"MULTIPOLYGON (((104.92394239494107 11.651421238247716, 104.9244738455283 11.656590779832259, 104.92021632962658 11.65965060946992, 104.91542729105176 11.657540803367493, 104.91489595888184 11.652371129926149, 104.91915354685933 11.649311394435273, 104.92394239494107 11.651421238247716)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846987fffff,1070.0,"MULTIPOLYGON (((104.91649000207835 11.667880024057787, 104.91702138093622 11.673049571136753, 104.9127634123002 11.676109481567272, 104.90797399281584 11.673999750903393, 104.90744273241958 11.668830072095409, 104.91170077303596 11.665770255671559, 104.91649000207835 11.667880024057787)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846985fffff,426.0,"MULTIPOLYGON (((104.92553679339412 11.666929736816675, 104.92606829067383 11.672099152046584, 104.92181062050227 11.67515911623186, 104.91702138093622 11.673049571136753, 104.91649000207835 11.667880024057787, 104.92074774435457 11.664820153914222, 104.92553679339412 11.666929736816675)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846985fffff,426.0,"MULTIPOLYGON (((104.92553679339412 11.666929736816675, 104.92606829067383 11.672099152046584, 104.92181062050227 11.67515911623186, 104.91702138093622 11.673049571136753, 104.91649000207835 11.667880024057787, 104.92074774435457 11.664820153914222, 104.92553679339412 11.666929736816675)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846985fffff,426.0,"MULTIPOLYGON (((104.92553679339412 11.666929736816675, 104.92606829067383 11.672099152046584, 104.92181062050227 11.67515911623186, 104.91702138093622 11.673049571136753, 104.91649000207835 11.667880024057787, 104.92074774435457 11.664820153914222, 104.92553679339412 11.666929736816675)))",67,0.194761751394,0.00205842777892,Bak Kaeng,KH121005,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846983fffff,673.0,"MULTIPOLYGON (((104.91116947674746 11.660600579434332, 104.91170077303596 11.665770255671559, 104.90744273241958 11.668830072095409, 104.90265332360086 11.666720118231604, 104.90212214579158 11.661550310321514, 104.9063802583117 11.658490587939324, 104.91116947674746 11.660600579434332)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846981fffff,1259.0,"MULTIPOLYGON (((104.92021632962658 11.65965060946992, 104.92074774435457 11.664820153914222, 104.91649000207835 11.667880024057787, 104.91170077303596 11.665770255671559, 104.91116947674746 11.660600579434332, 104.91542729105176 11.657540803367493, 104.92021632962658 11.65965060946992)))",950,0.192440221777,0.00116598978142,Preaek Lieb,KH121002,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846981fffff,1259.0,"MULTIPOLYGON (((104.92021632962658 11.65965060946992, 104.92074774435457 11.664820153914222, 104.91649000207835 11.667880024057787, 104.91170077303596 11.665770255671559, 104.91116947674746 11.660600579434332, 104.91542729105176 11.657540803367493, 104.92021632962658 11.65965060946992)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846937fffff,142.0,"MULTIPOLYGON (((104.9633151253888 11.678632730954423, 104.96384714267371 11.683801490500187, 104.95959051419976 11.686861803454798, 104.95480179580024 11.684753262778338, 104.95426989678246 11.679584370911494, 104.95852659788696 11.676524152033448, 104.9633151253888 11.678632730954423)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846933fffff,574.0,"MULTIPOLYGON (((104.95799466308803 11.671355262670563, 104.95852659788696 11.676524152033448, 104.95426989678246 11.679584370911494, 104.94948118831495 11.677475606306261, 104.94894937180082 11.672306584678328, 104.9532061454593 11.669246459911932, 104.95799466308803 11.671355262670563)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846917fffff,24.0,"MULTIPOLYGON (((104.95639895211406 11.655848340992485, 104.95693084020216 11.661017357065123, 104.95267429315277 11.664077440949127, 104.94788578548012 11.66196841453497, 104.94735401567232 11.656799266189475, 104.95161063524677 11.65373927652225, 104.95639895211406 11.655848340992485)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
8865846913fffff,137.0,"MULTIPOLYGON (((104.95107882964616 11.648570131228118, 104.95161063524677 11.65373927652225, 104.94735401567232 11.656799266189475, 104.9425655180387 11.654690016301977, 104.94203383073608 11.649520738791074, 104.946290522759 11.646460843375698, 104.95107882964616 11.648570131228118)))",466,0.209854801174,0.0018345657722,Kaoh Dach,KH121004,,,,Chraoy Chongvar,KH1210,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658468edfffff,5598.0,"MULTIPOLYGON (((104.91543429734347 11.61312282620544, 104.91596557202479 11.618292746282831, 104.91170829263253 11.621352211286199, 104.90691966660745 11.619241661811495, 104.90638851035206 11.614071609918174, 104.91064586168574 11.611012239306717, 104.91543429734347 11.61312282620544)))",546,0.10725437433,0.000460105015551,Kilomaetr Lekh Prammuoy,KH120704,,,,Russey Keo,KH1207,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658468edfffff,5598.0,"MULTIPOLYGON (((104.91543429734347 11.61312282620544, 104.91596557202479 11.618292746282831, 104.91170829263253 11.621352211286199, 104.90691966660745 11.619241661811495, 104.90638851035206 11.614071609918174, 104.91064586168574 11.611012239306717, 104.91543429734347 11.61312282620544)))",1128,0.0929603868325,0.00042587704565,Ruessei Kaev,KH120706,,,,Russey Keo,KH1207,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658468ebfffff,4080.0,"MULTIPOLYGON (((104.90106882131107 11.606790658457694, 104.9015998950055 11.611960838155674, 104.8973422456416 11.615020155634307, 104.89255345083266 11.61290919901443, 104.89202249562153 11.60773888767687, 104.89628021672596 11.604679664590002, 104.90106882131107 11.606790658457694)))",546,0.10725437433,0.000460105015551,Kilomaetr Lekh Prammuoy,KH120704,,,,Russey Keo,KH1207,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658468ebfffff,4080.0,"MULTIPOLYGON (((104.90106882131107 11.606790658457694, 104.9015998950055 11.611960838155674, 104.8973422456416 11.615020155634307, 104.89255345083266 11.61290919901443, 104.89202249562153 11.60773888767687, 104.89628021672596 11.604679664590002, 104.90106882131107 11.606790658457694)))",1128,0.0929603868325,0.00042587704565,Ruessei Kaev,KH120706,,,,Russey Keo,KH1207,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658468e9fffff,4977.0,"MULTIPOLYGON (((104.91011466954774 11.605842191368415, 104.91064586168574 11.611012239306717, 104.90638851035206 11.614071609918174, 104.9015998950055 11.611960838155674, 104.90106882131107 11.606790658457694, 104.90532624450957 11.603731382273123, 104.91011466954774 11.605842191368415)))",546,0.10725437433,0.000460105015551,Kilomaetr Lekh Prammuoy,KH120704,,,,Russey Keo,KH1207,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658468e9fffff,4977.0,"MULTIPOLYGON (((104.91011466954774 11.605842191368415, 104.91064586168574 11.611012239306717, 104.90638851035206 11.614071609918174, 104.9015998950055 11.611960838155674, 104.90106882131107 11.606790658457694, 104.90532624450957 11.603731382273123, 104.91011466954774 11.605842191368415)))",1128,0.0929603868325,0.00042587704565,Ruessei Kaev,KH120706,,,,Russey Keo,KH1207,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
88658468e7fffff,2904.0,"MULTIPOLYGON (((104.90266208906063 11.62230107364694, 104.90319320942251 11.627471129270157, 104.8989354056773 11.63053058211069, 104.89414640979075 11.6284198850325, 104.89361540791668 11.623249697777283, 104.89787328343127 11.62019033922348, 104.90266208906063 11.62230107364694)))",546,0.10725437433,0.000460105015551,Kilomaetr Lekh Prammuoy,KH120704,,,,Russey Keo,KH1207,Phnom Penh,KH12,Cambodia,KH,2014-10-14,2018-10-04
